Curso,Codigo,Nota_Real,Nota_Simulada,Erro
Engenharia Eletrotécnica e de Computadores,3032-9112,,97.0,
Design Industrial,3033-9074,139.3,139.0,-0.3
Design Gráfico,3033-9470,160.7,160.5,-0.2
Design Gráfico (regime pós-laboral),3033-9873,148.5,148.5,0.0
Gestão de Atividades Turísticas,3034-8156,135.2,135.2,0.0
Gestão de Atividades Turísticas (regime pós-laboral),3034-8341,117.5,118.0,0.5
Enfermagem Veterinária,3041-9085,119.4,119.0,-0.4
Engenharia Agronómica,3041-9086,,95.8,
Engenharia Alimentar,3041-9087,,95.5,
Engenharia do Ambiente,3041-9099,129.8,129.5,-0.3
Engenharia Zootécnica,3041-9129,,95.0,
Enologia,3041-9752,95.0,99.0,4.0
Biologia e Biotecnologia,3041-L029,116.2,116.2,0.0
Línguas Estrangeiras: Inglês e Espanhol,3042-8323,111.9,95.0,-16.9
Línguas para Relações Internacionais,3042-8374,110.0,110.5,0.5
Educação Ambiental,3042-9082,133.1,133.0,-0.1
Educação Social,3042-9084,114.8,114.8,0.0
Desporto,3042-9563,134.9,135.0,0.1
Educação Básica,3042-9853,122.7,122.8,0.1
Arte e Design,3042-9898,114.9,115.0,0.1
Animação e Produção Artística,3042-9933,112.0,112.0,0.0
Relações Lusófonas e Língua Portuguesa,3042-L088,,102.0,
Música em Contextos Comunitários,3042-L175,,95.4,
Contabilidade,3043-9056,113.9,114.0,0.1
Engenharia Civil,3043-9089,,95.0,
Engenharia Informática,3043-9119,108.6,108.2,-0.4
Engenharia Mecânica,3043-9123,,95.0,
Engenharia Química,3043-9125,132.7,132.5,-0.2
Gestão,3043-9147,116.4,116.5,0.1
Engenharia de Energias Renováveis,3043-9910,,95.0,
Tecnologia Biomédica,3043-L069,119.1,119.0,-0.1
Design de Jogos Digitais,3045-8309,103.2,105.0,1.8
Gestão e Administração Pública,3045-9165,95.0,100.0,5.0
Informática e Comunicações,3045-9188,,96.5,
Marketing,3045-9205,121.5,121.5,0.0
Multimédia,3045-9213,115.3,115.5,0.2
Solicitadoria,3045-9242,131.3,131.5,0.2
Turismo,3045-9254,107.3,108.0,0.7
Engenharia de Proteção Civil,3051-8397,,95.0,
Agronomia,3051-9003,124.7,124.5,-0.2
Enfermagem Veterinária,3051-9085,142.2,142.0,-0.2
Biotecnologia Alimentar,3051-L093,110.0,110.2,0.2
Serviço Social,3052-9238,139.5,139.5,0.0
Secretariado,3052-9485,115.3,115.2,-0.1
Desporto e Atividade Física,3052-9850,128.3,128.5,0.2
Educação Básica,3052-9853,131.8,131.8,0.0
Engenharia das Energias Renováveis,3053-8463,,95.0,
Engenharia Civil,3053-9089,,95.0,
Engenharia Eletrotécnica e das Telecomunicações,3053-9111,,95.8,
Engenharia Informática,3053-9119,120.8,120.5,-0.3
Gestão,3054-9147,112.6,113.0,0.4
Solicitadoria,3054-9242,134.5,134.5,0.0
Turismo,3054-9254,116.2,116.5,0.3
Gestão Comercial,3054-L021,124.2,124.5,0.3
Design de Interiores e Equipamento,3055-9725,151.5,151.5,0.0
Design de Moda e Têxtil,3055-9726,151.6,152.0,0.4
Design de Comunicação e Audiovisual,3055-L158,145.8,146.0,0.2
Biotecnologia,3061-9016,143.2,143.0,-0.2
Enfermagem Veterinária,3061-9085,158.2,158.0,-0.2
Ciências Florestais e Recursos Naturais,3061-L009,117.9,118.0,0.1
Tecnologia Alimentar,3061-L015,116.2,115.5,-0.7
Turismo em Espaços Rurais e Naturais,3061-L178,116.5,116.5,0.0
Animação Socioeducativa (regime pós-laboral),3062-8093,108.1,108.8,0.7
Turismo (regime pós-laboral),3062-8114,122.9,123.0,0.1
Comunicação Organizacional (regime pós-laboral),3062-8342,135.8,135.8,0.0
Comunicação Social,3062-9054,158.1,158.5,0.4
Turismo,3062-9254,147.4,147.5,0.1
Animação Socioeducativa,3062-9675,129.4,129.5,0.1
Comunicação Organizacional,3062-9717,149.5,149.8,0.3
Desporto e Lazer,3062-9731,140.0,140.0,0.0
Língua Gestual Portuguesa,3062-9774,109.7,110.0,0.3
Educação Básica,3062-9853,141.0,141.0,0.0
Comunicação e Design Multimédia,3062-9894,152.0,152.0,0.0
Arte e Design,3062-9898,160.3,160.0,-0.3
Gastronomia,3062-L095,129.3,129.5,0.2
Finanças e Contabilidade,3063-8029,148.3,148.5,0.2
Contabilidade e Auditoria,3063-9061,141.6,141.0,-0.6
Gestão de Empresas,3063-9152,156.0,156.0,0.0
Informática de Gestão,3063-9186,111.9,111.8,-0.1
Contabilidade e Gestão Pública,3063-9722,139.6,139.5,-0.1
Solicitadoria e Administração,3063-9801,149.7,150.0,0.3
Marketing e Negócios Internacionais,3063-L023,150.5,150.5,0.0
Comércio e Relações Económicas Internacionais,3063-L056,144.2,144.0,-0.2
Engenharia Civil,3064-9089,137.3,137.2,-0.1
Engenharia e Gestão Industrial,3064-9104,139.3,139.2,-0.1
Engenharia Eletromecânica,3064-9105,114.6,114.5,-0.1
Engenharia Informática,3064-9119,136.4,136.2,-0.2
Engenharia Mecânica,3064-9123,123.9,123.8,-0.1
Bioengenharia,3064-9540,131.7,131.5,-0.2
Engenharia Informática (Curso Europeu),3064-9770,130.6,130.5,-0.1
Engenharia Informática (regime pós-laboral),3064-9885,121.0,121.0,0.0
Gestão Sustentável das Cidades,3064-L155,124.3,124.2,-0.1
Contabilidade e Administração,3065-9058,126.6,127.0,0.4
Gestão,3065-9147,140.9,141.0,0.1
Marketing,3065-9205,135.1,135.0,-0.1
Imagem Animada,3081-8337,146.8,146.5,-0.3
Ciências da Comunicação,3081-9023,147.4,147.5,0.1
Design de Comunicação,3081-9070,134.5,134.0,-0.5
Educação Social,3081-9084,126.5,126.5,0.0
Desporto,3081-9563,137.6,138.0,0.4
Educação Básica,3081-9853,129.3,128.8,-0.5
Gestão,3082-9147,144.5,144.2,-0.3
Gestão (regime noturno),3082-9148,114.3,114.5,0.2
Gestão Hoteleira,3082-9173,132.9,132.8,-0.1
Marketing,3082-9205,145.1,145.0,-0.1
Turismo,3082-9254,131.3,131.5,0.2
Engenharia Civil,3083-9089,141.9,141.8,-0.1
Engenharia Mecânica,3083-9123,145.3,145.2,-0.1
Engenharia Eletrotécnica e de Computadores,3083-L209,,95.5,
Gestão,3087-9147,133.9,133.8,-0.1
Gestão (regime noturno),3087-9148,121.3,121.2,-0.1
Turismo,3087-9254,107.5,108.0,0.5
Comunicação Multimédia,3091-8339,111.9,112.0,0.1
Animação Sociocultural,3091-9005,113.3,113.5,0.2
Desporto,3091-9563,129.4,129.5,0.1
Comunicação e Relações Públicas,3091-9652,112.3,112.5,0.2
Educação Básica,3091-9853,,96.2,
"Desporto, Condição Física e Saúde",3091-L034,120.7,121.0,0.3
Contabilidade,3092-9056,114.9,115.0,0.1
Engenharia Civil,3092-9089,,95.0,
Engenharia Informática,3092-9119,153.4,153.2,-0.2
Engenharia Topográfica,3092-9128,,95.0,
Gestão,3092-9147,107.0,107.5,0.5
Gestão de Recursos Humanos,3092-9157,115.2,115.5,0.3
Marketing,3092-9205,120.9,121.0,0.1
Energia e Ambiente,3092-9855,114.6,114.8,0.2
Mecânica e Informática Industrial,3092-L196,119.9,120.0,0.1
Gestão Hoteleira,3095-9173,124.2,124.2,0.0
Turismo e Lazer,3095-9255,116.0,116.2,0.2
Restauração e Catering,3095-9484,127.7,128.0,0.3
Serviço Social (regime pós-laboral),3101-8014,122.8,123.5,0.7
Educação Social,3101-9084,130.1,130.0,-0.1
Serviço Social,3101-9238,143.3,143.5,0.2
Tradução e Interpretação: Português/Chinês - Chinês/Português,3101-9492,144.3,144.5,0.2
Relações Humanas e Comunicação Organizacional,3101-9797,135.9,136.0,0.1
Desporto e Bem-Estar,3101-9851,133.9,134.0,0.1
Educação Básica,3101-9853,109.5,109.5,0.0
Comunicação e Media,3101-L099,144.1,144.0,-0.1
Solicitadoria (regime pós-laboral),3102-8015,117.8,118.0,0.2
Administração Pública,3102-9002,135.1,135.0,-0.1
Engenharia Civil,3102-9089,127.6,95.0,-32.6
Engenharia e Gestão Industrial,3102-9104,133.1,133.0,-0.1
Engenharia Eletrotécnica e de Computadores,3102-9112,120.2,120.2,0.0
Engenharia Informática,3102-9119,142.0,141.8,-0.2
Engenharia Mecânica,3102-9123,117.7,117.8,0.1
Gestão,3102-9147,142.6,142.2,-0.4
Marketing,3102-9205,130.5,130.2,-0.3
Solicitadoria,3102-9242,141.7,141.8,0.1
Contabilidade e Finanças,3102-9627,130.0,129.8,-0.2
Biomecânica,3102-9690,127.1,127.0,-0.1
Engenharia Automóvel,3102-9741,114.4,114.2,-0.2
Engenharia Informática (regime pós-laboral),3102-9885,116.0,116.0,0.0
Engenharia Mecânica (regime pós-laboral),3102-9886,,95.0,
Gestão (regime pós-laboral),3102-9991,123.1,123.0,-0.1
Design Gráfico e Multimédia (regime pós-laboral),3103-8126,142.5,142.5,0.0
Design de Produto - Cerâmica e Vidro,3103-8525,143.2,143.0,-0.2
Artes Plásticas,3103-9007,153.2,153.0,-0.2
Design Industrial,3103-9074,158.2,158.0,-0.2
Teatro,3103-9243,145.1,145.5,0.4
Som e Imagem,3103-9457,148.4,148.5,0.1
Design Gráfico e Multimédia,3103-9729,165.5,165.0,-0.5
Programação e Produção Cultural,3103-L127,128.4,128.5,0.1
Gestão de Eventos,3105-8514,111.0,111.0,0.0
Biotecnologia,3105-9016,124.5,124.5,0.0
Gestão Turística e Hoteleira,3105-9178,108.7,109.0,0.3
Marketing Turístico,3105-9207,113.6,114.0,0.4
Turismo,3105-9254,126.5,126.5,0.0
Animação Turística,3105-9848,111.9,112.0,0.1
Gestão da Restauração e Catering,3105-L131,115.0,115.2,0.2
Artes Visuais e Tecnologias,3112-8307,155.5,155.0,-0.5
Animação Sociocultural,3112-9005,135.5,135.5,0.0
Educação Básica,3112-9853,134.3,134.2,-0.1
Educação Básica (regime pós-laboral),3112-9876,123.0,123.0,0.0
Mediação Artística e Cultural,3112-L134,134.0,134.0,0.0
Relações Públicas e Comunicação Empresarial (regime pós-laboral),3113-8438,149.0,149.2,0.2
Publicidade e Marketing (regime pós-laboral),3113-8439,154.5,154.8,0.3
Audiovisual e Multimédia,3113-9010,159.0,159.0,0.0
Jornalismo,3113-9191,163.0,164.0,1.0
Publicidade e Marketing,3113-9222,165.0,166.5,1.5
Relações Públicas e Comunicação Empresarial,3113-9231,160.5,161.0,0.5
Solicitadoria (regime pós-laboral),3117-8015,138.7,138.5,-0.2
Gestão,3117-9147,163.6,163.5,-0.1
Solicitadoria,3117-9242,153.7,154.0,0.3
Finanças Empresariais,3117-9476,157.9,158.0,0.1
Finanças Empresariais (regime pós-laboral),3117-9889,134.3,134.0,-0.3
Gestão (regime pós-laboral),3117-9991,143.0,142.8,-0.2
Comércio e Negócios Internacionais (regime pós-laboral),3117-L035,136.0,136.0,0.0
Engenharia Civil,3118-9089,115.5,115.2,-0.3
Engenharia Eletrónica e Telecomunicações e de Computadores,3118-9108,112.9,112.8,-0.1
Engenharia Eletrotécnica,3118-9109,113.7,113.5,-0.2
Engenharia Informática e de Computadores,3118-9121,132.5,132.5,0.0
Engenharia Mecânica,3118-9123,133.3,133.2,-0.1
Engenharia Química e Biológica,3118-9126,115.2,114.8,-0.4
Engenharia Biomédica,3118-9455,151.8,151.8,0.0
Engenharia Informática e Multimédia,3118-L052,126.0,125.5,-0.5
Tecnologias e Gestão Municipal,3118-L085,114.0,114.0,0.0
Matemática Aplicada à Tecnologia e à Empresa,3118-L117,127.2,127.0,-0.2
"Engenharia Informática, Redes e Telecomunicações",3118-L119,134.4,134.2,-0.2
Educação Social,3121-9084,116.0,116.5,0.5
Serviço Social,3121-9238,131.2,131.2,0.0
Turismo,3121-9254,112.3,112.5,0.2
Jornalismo e Comunicação,3121-9773,125.1,125.5,0.4
Educação Básica,3121-9853,,95.5,
Línguas e Culturas Estrangeiras,3131-8002,158.4,158.5,0.1
Artes Visuais e Tecnologias Artísticas,3131-8264,158.3,158.5,0.2
Educação Social,3131-9084,152.7,153.0,0.3
Desporto,3131-9563,157.6,158.0,0.4
Tradução e Interpretação em Língua Gestual Portuguesa,3131-9807,145.2,145.5,0.3
Educação Básica,3131-9853,157.5,157.5,0.0
Educação Musical,3131-9878,135.0,135.4,0.4
Educação Social (regime pós-laboral),3131-9879,140.4,140.5,0.1
Marketing (regime pós-laboral),3134-8005,153.2,153.5,0.3
Assessoria e Tradução,3134-9009,156.1,156.5,0.4
Ciências e Tecnologias da Documentação e Informação,3134-9043,140.6,140.8,0.2
Comunicação Empresarial,3134-9053,168.4,172.0,3.6
Contabilidade e Administração,3134-9058,146.3,146.2,-0.1
Marketing,3134-9205,165.4,167.0,1.6
Recursos Humanos,3134-9227,160.3,161.0,0.7
Comércio Internacional,3134-9716,163.1,163.5,0.4
Assessoria e Tradução (regime pós-laboral),3134-9829,136.3,136.5,0.2
Comércio Internacional (regime pós-laboral),3134-9866,142.7,142.8,0.1
Comunicação Empresarial (regime pós-laboral),3134-9867,151.4,151.5,0.1
Contabilidade e Administração (regime pós-laboral),3134-9870,120.9,121.0,0.1
Criatividade e Inovação Empresarial,3134-L070,157.1,157.0,-0.1
Engenharia de Sistemas,3135-8316,143.4,143.2,-0.2
Engenharia Civil,3135-9089,127.5,127.5,0.0
Engenharia de Telecomunicações e Informática,3135-9098,141.2,141.0,-0.2
Engenharia e Gestão Industrial,3135-9104,181.4,184.0,2.6
Engenharia Eletrotécnica - Sistemas Elétricos de Energia,3135-9110,130.4,130.0,-0.4
Engenharia Eletrotécnica e de Computadores,3135-9112,140.6,140.2,-0.4
Engenharia Geotécnica e Geoambiente,3135-9117,133.3,133.2,-0.1
Engenharia Informática,3135-9119,156.8,156.5,-0.3
Engenharia Mecânica,3135-9123,162.0,161.5,-0.5
Engenharia Química,3135-9125,160.8,160.8,0.0
Engenharia Biomédica,3135-9455,178.7,179.0,0.3
Engenharia Mecânica Automóvel,3135-9936,153.2,153.0,-0.2
Biorrecursos,3135-L089,156.0,156.0,0.0
Solicitadoria (regime pós-laboral),3138-8015,137.0,137.0,0.0
Ciências Empresariais (regime pós-laboral),3138-8097,145.8,145.8,0.0
Segurança Informática em Redes de Computadores,3138-8398,131.0,131.0,0.0
Ciências Empresariais,3138-9045,159.2,159.8,0.6
Engenharia Informática,3138-9119,139.7,139.5,-0.2
Solicitadoria,3138-9242,166.9,168.0,1.1
Gestão Industrial e Logística,3138-L030,150.6,150.8,0.2
Segurança do Trabalho e Ambiente,3138-L091,133.3,133.5,0.2
Gestão e Administração Hoteleira,3139-9164,154.2,154.5,0.3
Gestão das Atividades Turísticas,3139-9921,155.0,155.5,0.5
Gestão da Restauração e Catering,3139-L131,133.5,133.5,0.0
Agronomia (regime pós-laboral),3141-8419,,98.5,
Agronomia,3141-9003,105.0,105.2,0.2
Zootecnia,3141-L003,113.3,113.0,-0.3
Qualidade Alimentar e Nutrição Humana,3141-L080,120.4,120.5,0.1
Educação Social,3142-9084,116.6,117.0,0.4
Educação Básica,3142-9853,107.4,107.5,0.1
Educação Ambiental e Turismo de Natureza,3142-L130,113.6,114.0,0.4
Produção Multimédia em Educação,3142-L179,116.4,116.8,0.4
Gestão de Marketing,3143-9156,129.7,130.0,0.3
Contabilidade e Fiscalidade,3143-9498,110.5,111.0,0.5
Negócios Internacionais,3143-9785,115.7,115.5,-0.2
Desporto de Natureza e Turismo Ativo,3145-9730,127.4,127.5,0.1
Gestão das Organizações Desportivas,3145-9763,142.2,142.2,0.0
Treino Desportivo,3145-9808,136.8,136.8,0.0
Atividade Física e Estilos de Vida Saudáveis,3145-L008,135.4,135.5,0.1
"Desporto, Condição Física e Saúde",3145-L034,136.6,136.2,-0.4
Animação Sociocultural,3151-9005,130.4,130.5,0.1
Comunicação Social,3151-9054,151.0,95.0,-56.0
Desporto,3151-9563,133.0,133.0,0.0
Tradução e Interpretação de Língua Gestual Portuguesa,3151-9633,143.4,143.8,0.4
Educação Básica,3151-9853,114.2,114.2,0.0
Tecnologias de Energia,3152-8515,127.3,127.0,-0.3
"Engenharia de Automação, Controlo e Instrumentação",3152-9092,,95.0,
Engenharia Eletrotécnica e de Computadores,3152-9112,127.1,126.8,-0.3
Engenharia Informática,3152-9119,132.3,132.2,-0.1
Engenharia Mecânica,3152-9123,119.6,119.5,-0.1
Tecnologia e Gestão Industrial (regime noturno),3152-9862,117.5,117.5,0.0
Tecnologia Biomédica,3152-L069,140.7,140.8,0.1
Tecnologias do Ambiente e do Mar,3152-L124,105.8,106.0,0.2
Gestão de Recursos Humanos (regime pós-laboral),3153-8111,127.6,127.5,-0.1
Gestão de Recursos Humanos,3153-9157,148.7,149.0,0.3
Marketing,3153-9205,151.0,151.0,0.0
Contabilidade e Finanças,3153-9627,141.5,141.5,0.0
Contabilidade e Finanças (regime noturno),3153-9628,121.2,121.2,0.0
Gestão da Distribuição e da Logística,3153-9629,138.1,138.0,-0.1
Gestão de Sistemas de Informação,3153-9630,132.4,132.2,-0.2
Gestão da Distribuição e da Logística (regime pós-laboral),3153-9993,111.7,111.8,0.1
Biotecnologia,3154-9016,144.5,144.5,0.0
Engenharia Civil,3154-9089,,95.0,
Bioinformática,3154-9687,121.6,122.0,0.4
Tecnologias do Petróleo,3154-L100,105.0,106.0,1.0
Enfermagem,3155-9500,158.4,158.2,-0.2
Fisioterapia,3155-9504,168.2,168.0,-0.2
Terapia da Fala,3155-9890,143.4,143.2,-0.2
Agronomia,3161-9003,97.0,100.5,3.5
Biotecnologia,3161-9016,134.8,134.5,-0.3
Enfermagem Veterinária,3161-9085,154.6,154.5,-0.1
Engenharia do Ambiente e Geoinformática,3161-L164,,95.0,
Educação Básica,3162-9853,113.6,113.5,-0.1
Artes Plásticas e Tecnologias Artísticas,3162-L122,122.5,95.5,-27.0
Engenharia da Computação Gráfica e Multimédia,3163-8407,,95.0,
Engenharia Informática,3163-9119,112.6,112.5,-0.1
Engenharia Mecânica,3163-9123,141.3,141.2,-0.1
Gestão,3163-9147,149.6,149.2,-0.4
Gestão (regime noturno),3163-9148,95.0,99.0,4.0
Turismo,3163-9254,133.1,133.0,-0.1
Design de Ambientes,3163-9723,132.2,132.0,-0.2
Design do Produto,3163-9727,138.4,95.0,-43.4
Engenharia Civil e do Ambiente,3163-9743,,95.0,
Engenharia Mecatrónica,3163-9751,143.3,142.8,-0.5
Engenharia de Redes e Sistemas de Computadores,3163-L153,122.1,121.8,-0.3
Gestão da Distribuição e Logística,3164-8464,109.3,109.5,0.2
Organização e Gestão Empresariais,3164-8516,128.8,129.0,0.2
Contabilidade e Fiscalidade,3164-9498,122.4,122.5,0.1
Desporto e Lazer,3165-9731,140.4,140.5,0.1
Comunicação Social,3181-9054,115.9,116.0,0.1
Educação Social,3181-9084,121.1,121.5,0.4
Artes Plásticas e Multimédia,3181-9347,122.8,123.0,0.2
Desporto e Atividade Física,3181-9850,138.9,139.0,0.1
Educação Básica,3181-9853,113.8,112.5,-1.3
Publicidade e Relações Públicas,3181-9930,125.9,126.0,0.1
Gestão Industrial,3182-8296,118.5,118.8,0.3
Tecnologia e Design de Mobiliário,3182-8517,117.9,118.0,0.1
Contabilidade,3182-9056,117.2,117.2,0.0
Engenharia Civil,3182-9089,165.3,165.2,-0.1
Engenharia Eletrotécnica,3182-9109,131.6,131.5,-0.1
Engenharia Informática,3182-9119,112.6,111.8,-0.8
Engenharia Mecânica,3182-9123,121.6,121.2,-0.4
Gestão de Empresas,3182-9152,136.1,136.0,-0.1
Marketing,3182-9205,141.9,142.0,0.1
Turismo,3182-9254,116.3,116.5,0.2
Tecnologias e Design de Multimédia,3182-9491,115.8,115.0,-0.8
Gestão de Empresas (regime pós-laboral),3182-9994,103.2,104.8,1.6
Enfermagem Veterinária,3185-9085,147.0,147.0,0.0
Engenharia Agronómica,3185-9086,139.1,139.0,-0.1
Engenharia Alimentar,3185-9087,,95.0,
Engenharia Zootécnica,3185-9129,123.2,123.2,0.0
Engenharia Informática e Telecomunicações,3186-9122,120.2,120.0,-0.2
Gestão e Informática,3186-9168,109.3,109.5,0.2
"Gestão Turística, Cultural e Patrimonial",3186-9179,115.1,115.2,0.1
Serviço Social,3186-9238,137.5,137.5,0.0
Secretariado de Administração,3186-L116,109.7,110.0,0.3
Contabilidade,3241-9056,125.0,125.0,0.0
Gestão de Empresas,3241-9152,111.6,111.5,-0.1
Gestão de Recursos Humanos e Comportamento Organizacional,3241-9640,110.0,110.5,0.5
Turismo e Gestão do Património Cultural,3241-L207,113.6,114.0,0.4
Engenharia Eletrotécnica e de Computadores,3242-9112,,95.0,
Engenharia Informática,3242-9119,128.8,128.5,-0.3
Conservação e Restauro,3242-9380,135.6,135.5,-0.1
Design e Tecnologia das Artes Gráficas,3242-9644,119.4,103.0,-16.4
Fotografia,3242-9645,119.9,120.5,0.6
Tecnologia Química,3242-L142,115.9,116.0,0.1
Gestão da Edificação e Obras,3242-L186,,100.0,
Engenharia Mecânica,3243-9123,,95.0,
Informática e Tecnologias Multimédia,3243-L143,,95.0,
Design,3331-9069,154.7,170.0,15.3
Multimédia,3331-9213,169.3,185.5,16.2
Fotografia,3331-9645,160.1,163.0,2.9
Artes Plásticas,5402-9007,166.0,165.0,-1.0
Design de Comunicação,5402-9070,170.5,170.8,0.3
Serviço Social (regime pós-laboral),6800-8014,144.5,144.5,0.0
Finanças e Contabilidade,6800-8029,155.8,155.2,-0.6
Sociologia (regime pós-laboral),6800-8109,136.0,136.0,0.0
Informática e Gestão de Empresas (regime pós-laboral),6800-8366,130.0,130.0,0.0
Ciência Política,6800-9019,162.5,163.2,0.7
Economia,6800-9081,166.3,166.5,0.2
Engenharia de Telecomunicações e Informática,6800-9098,137.3,137.0,-0.3
Engenharia Informática,6800-9119,156.0,156.0,0.0
Gestão,6800-9147,170.0,168.5,-1.5
Gestão de Marketing,6800-9156,161.3,161.5,0.2
Gestão de Recursos Humanos,6800-9157,172.5,189.0,16.5
Informática e Gestão de Empresas,6800-9189,149.5,149.5,0.0
Psicologia,6800-9219,174.5,190.8,16.3
Sociologia,6800-9240,151.5,151.5,0.0
Arquitetura,6800-9257,166.0,166.0,0.0
Antropologia,6800-9448,138.5,138.5,0.0
Engenharia Informática (regime pós-laboral),6800-9885,132.0,132.0,0.0
História Moderna e Contemporânea,6800-9927,146.5,146.5,0.0
Gestão Industrial e Logística,6800-L030,157.3,157.2,-0.1
Ciência de Dados,6800-L188,153.8,153.5,-0.3
Ciência de Dados (regime pós-laboral),6800-L189,140.8,140.8,0.0
Terapia Ocupacional,7005-8138,131.1,131.0,-0.1
Enfermagem,7005-9500,148.1,148.2,0.1
Enfermagem,7010-9500,174.0,173.2,-0.8
Dietética e Nutrição,7015-8149,127.1,127.0,-0.1
Enfermagem,7015-9500,154.6,154.2,-0.4
Enfermagem (entrada no 2.º semestre),7015-9501,130.2,130.0,-0.2
Farmácia,7015-9549,126.6,126.2,-0.4
Gerontologia,7015-9833,112.1,112.0,-0.1
Ciências Biomédicas Laboratoriais,7015-L068,136.2,136.0,-0.2
Enfermagem,7020-9500,149.5,95.0,-54.5
Fisioterapia,7020-9504,163.1,162.2,-0.9
Imagem Médica e Radioterapia,7020-L066,143.7,143.8,0.1
Fisiologia Clínica,7020-L067,149.8,149.8,0.0
Ciências Biomédicas Laboratoriais,7020-L068,152.8,152.5,-0.3
Enfermagem,7030-9500,153.4,153.2,-0.2
Dietética e Nutrição,7035-8149,145.2,145.2,0.0
Enfermagem,7035-9500,156.0,156.0,0.0
Fisioterapia,7035-9504,157.1,157.0,-0.1
Farmácia,7035-9549,146.0,146.0,0.0
Imagem Médica e Radioterapia,7035-L066,144.3,144.2,-0.1
Ciências Biomédicas Laboratoriais,7035-L068,164.4,164.0,-0.4
Enfermagem,7040-9500,146.6,146.5,-0.1
Farmácia,7040-9549,130.6,130.5,-0.1
Biotecnologia Medicinal,7040-L101,127.4,127.5,0.1
Terapia Ocupacional,7045-8138,140.4,140.2,-0.2
Dietética e Nutrição,7045-8149,148.8,148.5,-0.3
Enfermagem,7045-9500,151.8,151.5,-0.3
Fisioterapia,7045-9504,163.4,163.5,0.1
Terapia da Fala,7045-9890,135.6,135.2,-0.4
Enfermagem,7055-9500,141.4,141.2,-0.2
Higiene Oral,7055-9556,127.7,95.0,-32.7
Enfermagem,7065-9500,150.8,150.8,0.0
Enfermagem,7075-9500,159.0,158.8,-0.2
Enfermagem,7080-9500,159.2,159.2,0.0
Enfermagem,7085-9500,153.4,95.0,-58.4
Enfermagem,7092-9500,129.8,129.5,-0.3
Enfermagem,7093-9500,139.1,139.0,-0.1
Engenharia de Máquinas Marítimas,7105-9745,117.2,117.0,-0.2
Pilotagem,7105-9789,151.4,151.5,0.1
Gestão de Transportes e Logística,7105-9924,128.6,128.5,-0.1
Gestão Portuária,7105-9926,137.0,137.0,0.0
Engenharia Eletrotécnica Marítima,7105-L118,,95.0,
Direção e Gestão Hoteleira,7110-9076,151.2,151.0,-0.2
Gestão do Lazer e Animação Turística,7110-9163,147.0,147.0,0.0
Gestão Turística,7110-9177,152.4,152.5,0.1
Informação Turística,7110-9183,115.4,115.5,0.1
Produção Alimentar em Restauração,7110-9217,134.8,134.8,0.0
Audiologia,7210-8141,133.8,133.8,0.0
Dietética e Nutrição,7210-8149,153.9,154.0,0.1
Fisioterapia,7210-9504,169.7,169.8,0.1
Farmácia,7210-9549,151.8,151.5,-0.3
Saúde Ambiental,7210-9861,123.1,123.5,0.4
Imagem Médica e Radioterapia,7210-L066,153.8,153.8,0.0
Fisiologia Clínica,7210-L067,157.8,157.5,-0.3
Ciências Biomédicas Laboratoriais,7210-L068,166.4,166.5,0.1
Terapia Ocupacional,7230-8138,145.0,145.0,0.0
Audiologia,7230-8141,139.0,138.8,-0.2
Ortóptica,7230-8143,151.0,151.0,0.0
Fisioterapia,7230-9504,174.0,173.5,-0.5
Farmácia,7230-9549,159.0,158.8,-0.2
Saúde Ambiental,7230-9861,130.5,130.5,0.0
Terapia da Fala,7230-9890,143.0,143.0,0.0
Imagem Médica e Radioterapia,7230-L066,159.0,95.0,-64.0
Fisiologia Clínica,7230-L067,163.0,162.8,-0.2
Ciências Biomédicas Laboratoriais,7230-L068,174.5,174.5,0.0
Biotecnologia Medicinal,7230-L101,181.0,187.5,6.5
Osteopatia,7230-L136,155.0,155.0,0.0
