Aluno_ID,Distrito,Desenho_A,Portugues,HCA,Nota_Interna,Historia_A,MACS,Ingles,Geografia_A,Matematica_A,Fisica_Quimica_A,Geometria_Descritiva_A,Literatura_Portuguesa,Filosofia,Economia_A,Biologia_Geologia,Matematica_B,Portugues_L2,Espanhol_Iniciacao,Mandarim_Iniciacao,Espanhol_Continuacao,Alemao,Frances,Portugues_LNM,Latim_A,Historia_B
2020_10844,Lisboa,,167,,188,182.0,,,178.0,,,,,,,,,,,,,,,,,
2020_10845,Braga,,156,,186,,,,,191.0,175.0,,,,,169.0,,,,,,,,,,
2020_10846,Coimbra,,66,,100,,,,,86.0,70.0,48.0,,,,,,,,,,,,,,
2020_10847,Outro,178.0,160,165.0,175,,,,,,,,,,,,,,,,,,,,,
2020_10848,Outro,,138,,170,156.0,,172.0,,,,,,,,,,,,,,,,,,
2020_10849,Porto,,169,,200,,,,,200.0,190.0,,,,,200.0,,,,,,,,,,
2020_10850,Braga,,140,,167,,,,,169.0,162.0,,,,,160.0,,,,,,,,,,
2020_10851,Coimbra,,105,,100,,,,,89.0,90.0,51.0,,,,,,,,,,,,,,
2020_10852,Outro,,139,,177,,,,,175.0,180.0,152.0,,,,,,,,,,,,,,
2020_10853,Porto,,131,,163,,,,,165.0,156.0,,,,,158.0,,,,,,,,,,
2020_10854,Lisboa,,149,,196,,,,,186.0,178.0,191.0,,,,,,,,,,,,,,
2020_10855,Outro,175.0,167,,200,,,,,,,199.0,,,,,,,,,,,,,,
2020_10856,Outro,,119,,148,,,,,151.0,145.0,121.0,,,,,,,,,,,,,,
2020_10857,Lisboa,,156,,195,,,,,200.0,189.0,,,,,185.0,,,,,,,,,,
2020_10858,Setúbal,,130,,153,155.0,,,,,,,120.0,,,,,,,,,,,,,
2020_10859,Lisboa,,141,,170,,,,,161.0,160.0,,,,,165.0,,,,,,,,,,
2020_10860,Porto,,160,,196,,,,176.0,195.0,,,,,172.0,,,,,,,,,,,
2020_10861,Porto,,139,,159,150.0,,,,,157.0,,130.0,,,,,,,,,,,,,
2020_10862,Braga,177.0,155,172.0,185,,,,,,,,,,,,,,,,,,,,,
2020_10863,Lisboa,,156,,187,,,,,184.0,177.0,,,,,176.0,,,,,,,,,,
2020_10864,Outro,,108,,100,98.0,58.0,,,,,,,,,,,,,,,,,,,
2020_10865,Braga,,126,,137,148.0,,,,,,,107.0,,,,,,,,,,,,,
2020_10866,Lisboa,,170,,200,,,,,197.0,196.0,197.0,,,,,,,,,,,,,,
2020_10867,Faro,,167,,200,,,,,200.0,185.0,,,,,184.0,,,,,,,,,,
2020_10868,Lisboa,,85,,100,70.0,,,86.0,,,,,,,,,,,,,,,,,
2020_10869,Lisboa,177.0,148,170.0,170,,,,,,,,,,,,,,,,,,,,,
2020_10870,Lisboa,,136,,185,,,,,175.0,176.0,,,,,168.0,,,,,,,,,,
2020_10871,Outro,,116,,140,,,,,118.0,138.0,,,,,123.0,,,,,,,,,,
2020_10872,Coimbra,,102,,130,115.0,,,122.0,,,,,,,,,,,,,,,,,
2020_10873,Outro,,135,,176,,,,,168.0,173.0,,,,,158.0,,,,,,,,,,
2020_10874,Braga,,95,,102,117.0,62.0,,,,,,,,,,,,,,,,,,,
2020_10875,Faro,168.0,142,,170,,,,,,,164.0,,,,,,,,,,,,,,
2020_10876,Coimbra,,122,,155,,,,,165.0,148.0,140.0,,,,,,,,,,,,,,
2020_10877,Braga,,130,,157,166.0,,,,,,,138.0,,,,,,,,,,,,,
2020_10878,Porto,,130,,159,156.0,,,153.0,,,,,,,,,,,,,,,,,
2020_10879,Braga,,181,,200,,,,,200.0,200.0,,,,,200.0,,,,,,,,,,
2020_10880,Outro,,153,,189,,,,,194.0,183.0,,,,,182.0,,,,,,,,,,
2020_10881,Porto,147.0,130,,152,,,,,,,123.0,,,,,,,,,,,,,,
2020_10882,Lisboa,,100,,123,,,,,115.0,95.0,,,,,123.0,,,,,,,,,,
2020_10883,Porto,,116,,148,,,,,135.0,142.0,,,,,145.0,,,,,,,,,,
2020_10884,Lisboa,,127,,150,,115.0,,,157.0,,,,,135.0,,,,,,,,,,,
2020_10885,Outro,153.0,119,,158,,,,,,,136.0,,,,,,141.0,,,,,,,,
2020_10886,Lisboa,,150,,193,,,,,182.0,190.0,,,,,172.0,,,,,,,,,,
2020_10887,Lisboa,,96,,106,,,,,90.0,111.0,82.0,,,,,,,,,,,,,,
2020_10888,Lisboa,,96,,127,,,,,117.0,129.0,,,,,113.0,,,,,,,,,,
2020_10889,Setúbal,,115,,138,118.0,,,134.0,,,,,,,,,,,,,,,,,
2020_10890,Lisboa,,131,,160,,,,,141.0,143.0,,,,,156.0,,,,,,,,,,
2020_10891,Faro,,150,,183,181.0,,,176.0,,,,,,,,,,,,,,,,,
2020_10892,Porto,,169,,197,,,,,190.0,182.0,,,,,183.0,,,,,,,,,,
2020_10893,Lisboa,,178,,200,,,,,200.0,186.0,199.0,,,,,,,,,,,,,,
2020_10894,Porto,,95,,111,92.0,,,105.0,,,,,,,,,,,,,,,,,
2020_10895,Coimbra,150.0,122,145.0,151,,,,,,,,,,,,,,,,,,,,,
2020_10896,Lisboa,,177,,200,,,,,200.0,186.0,200.0,,,,,,,,,,,,,,
2020_10897,Porto,177.0,146,182.0,183,,,,,,,,,,,,,,,,,,,,,
2020_10898,Outro,,145,,172,,,,,177.0,171.0,137.0,,,,,,,,,,,,,,
2020_10899,Leiria,,130,,139,,87.0,,,145.0,,,,,132.0,,,,,,,,,,,
2020_10900,Outro,,111,,142,,,,,140.0,123.0,,,,,152.0,,,,,,,,,,
2020_10901,Faro,,79,,100,,,,,76.0,105.0,50.0,,,,,,,,,,,,,,
2020_10902,Porto,,140,,162,,123.0,,,162.0,,,,,155.0,,,,,,,,,,,
2020_10903,Lisboa,157.0,129,166.0,159,,,,,,,,,,,,,,,,,,,,,
2020_10904,Lisboa,,162,,191,,,,,177.0,175.0,,,,,178.0,,,,,,,,,,
2020_10905,Porto,,98,,100,88.0,,,,,,,85.0,,,,,,,,,,,,,
2020_10906,Porto,,146,,166,176.0,,,,,,,138.0,,,,,,,,,,,,,
2020_10907,Outro,,126,,141,,,,,119.0,150.0,,,,,145.0,,,,,,,,,,
2020_10908,Braga,,152,,184,,,,,194.0,176.0,,,,,177.0,,,,,,,,,,
2020_10909,Lisboa,,151,,185,183.0,182.0,,,,,,,,,,,,,,,,,,,
2020_10910,Lisboa,,197,,200,200.0,,,,,,,175.0,,,,,,,,,,,,,
2020_10911,Outro,,138,,161,,142.0,,,176.0,,,,,154.0,,,,,,,,,,,
2020_10912,Lisboa,,126,,136,,,,130.0,125.0,,,,,109.0,,,,,,,,,,,
2020_10913,Porto,,105,,128,,,,,136.0,137.0,92.0,,,,,,,,,,,,,,
2020_10914,Outro,,150,,184,,,,,178.0,179.0,186.0,,,,,,,,,,,,,,
2020_10915,Braga,,128,,165,166.0,,180.0,,,,,,,,,,,,,,,,,,
2020_10916,Coimbra,,172,,190,182.0,,190.0,,,,,,,,,,,,,,,,,,
2020_10917,Braga,,128,,153,,,,,163.0,147.0,,,,,151.0,,,,,,,,,,
2020_10918,Lisboa,,150,,178,,,,,168.0,184.0,,,,,162.0,,,,,,,,,,
2020_10919,Outro,,145,,184,,,,,176.0,186.0,,,,,176.0,,,,,,,,,,
2020_10920,Porto,,125,,159,153.0,,170.0,,,,,,,,,,,,,,,,,,
2020_10921,Lisboa,,125,,156,,,,,165.0,158.0,137.0,,,,,,,,,,,,,,
2020_10922,Porto,,119,,146,,,,,127.0,131.0,,,,,146.0,,,,,,,,,,
2020_10923,Setúbal,,117,,134,119.0,,,129.0,,,,,,,,,,,,,,,,,
2020_10924,Lisboa,,135,,172,,,,,166.0,174.0,,,,,157.0,,,,,,,,,,
2020_10925,Porto,,120,,155,,,150.0,,119.0,144.0,,,,,155.0,,,,,,,,,,
2020_10926,Outro,,150,,184,188.0,170.0,,,,,,,,,,,,,,,,,,,
2020_10927,Lisboa,,159,,191,,,,,195.0,176.0,172.0,,,,,,,,,,,,,,
2020_10928,Lisboa,,122,,139,,,,,118.0,126.0,,,,,146.0,,,,,,,,,,
2020_10929,Braga,,121,,128,,95.0,,,140.0,,,,,109.0,,,,,,,,,,,
2020_10930,Setúbal,,166,,200,,,,,188.0,189.0,196.0,,,,,,,,,,,,,,
2020_10931,Coimbra,,150,,182,,,,,175.0,175.0,,,,,161.0,,,,,,,,,,
2020_10932,Braga,,136,,176,,,,,188.0,178.0,,,,,166.0,,,,,,,,,,
2020_10933,Porto,,155,,183,,,,,172.0,178.0,161.0,,,,,,,,,,,,,,
2020_10934,Outro,,107,,100,,,,,83.0,112.0,40.0,,,,,,,,,,,,,,
2020_10935,Porto,,119,,134,,,,,125.0,109.0,,,,,130.0,,,,,,,,,,
2020_10936,Lisboa,,159,,180,200.0,,,,,,,157.0,,,,,,,,,,,,,
2020_10937,Outro,,148,,185,,,,,181.0,176.0,,,,,168.0,,,,,,,,,,
2020_10938,Porto,,197,,200,,200.0,,,200.0,,,,,198.0,,,,,,,,,,,
2020_10939,Coimbra,,130,,176,,,,,158.0,174.0,,,,,170.0,,,,,,,,,,
2020_10940,Lisboa,,168,,200,,,,,196.0,195.0,,,,,173.0,,,,,,,,,,
2020_10941,Lisboa,194.0,155,187.0,189,,,,,,,,,,,,,,,,,,,,,
2020_10942,Outro,,125,,162,153.0,,,137.0,,,,,,,,,,,,,,,,,
2020_10943,Porto,,132,,164,,,,,169.0,165.0,,,,,164.0,,,,,,,,,,
2020_10944,Leiria,,122,,151,,,,140.0,153.0,,,,,121.0,,,,,,,,,,,
2020_10945,Outro,,130,,159,160.0,,177.0,,,,,,,,,,,,,,,,,,
2020_10946,Porto,,137,,166,,127.0,,,180.0,,,,,157.0,,,,,,,,,,,
2020_10947,Faro,,125,,140,137.0,,,,,,,117.0,,,,,,,,,,,,,
2020_10948,Lisboa,,150,,181,,,,,182.0,172.0,,,,,165.0,,,,,,,,,,
2020_10949,Lisboa,159.0,131,159.0,165,,,,,,,,,,,,,,,,,,,,,
2020_10950,Porto,162.0,130,,158,,,,,,,139.0,,,,,,,,,,,,,,
2020_10951,Outro,,147,,177,,,,,180.0,181.0,175.0,,,,,,,,,,,,,,
2020_10952,Porto,,150,,190,172.0,,182.0,,,,,,,,,,,,,,,,,,
2020_10953,Porto,,197,,200,,,,191.0,199.0,200.0,,,,187.0,,,,,,,,,,,
2020_10954,Braga,,155,,193,,,,,195.0,183.0,,,,,180.0,,,,,,,,,,
2020_10955,Porto,,191,,200,188.0,,197.0,,,,,,,,,,,,,,,,,,
2020_10956,Porto,,148,,195,,,,,195.0,176.0,198.0,,,,,,,,,,,,,,
2020_10957,Lisboa,,127,,155,,,,,145.0,156.0,,,,,151.0,,,,,,,,,,
2020_10958,Lisboa,,123,,157,,,,,133.0,156.0,,,,,150.0,,,,,,,,,,
2020_10959,Faro,,163,,191,200.0,186.0,,,,,,,,,,,,,,,,,,,
2020_10960,Lisboa,,141,,158,,139.0,,,177.0,,,,,156.0,,,,,,,,,,,
2020_10961,Outro,,118,,149,148.0,,,138.0,,,,,,,,,,,,,,,,,
2020_10962,Outro,,141,,184,176.0,,190.0,,,,,,,,,,,,,179.0,,,,,
2020_10963,Outro,,136,,172,,,,,176.0,164.0,,,,,170.0,,,,,,,,,,
2020_10964,Lisboa,,115,,115,130.0,66.0,,,,,,,,,,,,,,,,,,,
2020_10965,Lisboa,,119,,137,152.0,,,,,,,116.0,,,,,,,,,,,,,
2020_10966,Outro,,149,,180,179.0,155.0,,,,,,,,,,,,,,,,,,,
2020_10967,Outro,166.0,125,,156,,,,,,,139.0,,,,,,,,,,,,,,
2020_10968,Setúbal,,138,,169,,140.0,,,175.0,,,,,162.0,,,,,,,,,,,
2020_10969,Porto,180.0,159,174.0,184,,,,,,,,,,,,,,,,,,,,,
2020_10970,Coimbra,,119,,166,,,,,146.0,160.0,,,,,163.0,,,,,,,,,,
2020_10971,Outro,,135,,136,138.0,110.0,,,,,,,,,,,,,,,,,,,
2020_10972,Lisboa,,112,,154,,,,,127.0,150.0,,,,,156.0,,,,,,,,,,
2020_10973,Porto,,136,,176,,,,165.0,171.0,,,,,171.0,,,,,,,,,,,
2020_10974,Outro,,125,,137,140.0,82.0,,,,,,,,,,,,,,,,,,,
2020_10975,Lisboa,,167,,191,187.0,,,200.0,,,,,,,,,,,,,,,,,
2020_10976,Braga,,117,,133,115.0,,,125.0,,,,,,,,,,,,,,,,,
2020_10977,Lisboa,,131,,168,148.0,,173.0,,,,,,,,,,,,,,,,,,
2020_10978,Porto,,175,,200,196.0,,,182.0,,,,,,,,,,,,,,,,,
2020_10979,Faro,,139,,168,,,,,168.0,161.0,,,,,152.0,,,,,,,,,,
2020_10980,Faro,,141,,162,178.0,139.0,,,,,,,,,,,,,,,,,,,
2020_10981,Coimbra,,95,,109,,,,,80.0,101.0,,,,,113.0,,,,,,,,,,
2020_10982,Lisboa,,197,,200,,,,,199.0,185.0,200.0,,,,,,,,,,,,,,
2020_10983,Lisboa,,123,,153,,,,,148.0,149.0,,,,,145.0,,,,,,,,,,
2020_10984,Lisboa,,112,,144,,,,,133.0,142.0,,,,,154.0,,,,,,,,,,
2020_10985,Outro,,111,,117,,,,,119.0,132.0,75.0,,,,,,,,,,,,,,
2020_10986,Outro,,165,,188,,,,,188.0,189.0,182.0,,,,,,,,,,,,,,
2020_10987,Setúbal,,120,,144,,,,138.0,141.0,,,,,134.0,,,,,,,,,,,
2020_10988,Coimbra,,147,,182,,,,,175.0,178.0,175.0,,,,,,,,,,,,,,
2020_10989,Porto,,150,,176,178.0,,181.0,,,,,,,,,,,,,,,,,,
2020_10990,Braga,,125,,135,143.0,90.0,,,,,,,,,,,,,,,,,,,
2020_10991,Leiria,,156,,192,,,,,178.0,188.0,,,,,174.0,,,,,,,,,,
2020_10992,Setúbal,,128,,167,,,,,168.0,149.0,,,,,146.0,,,,,,,,,,
2020_10993,Outro,,105,,130,,,,,117.0,105.0,,,,,115.0,,,,,,,,,,
2020_10994,Braga,,128,,159,,,,146.0,165.0,,,,,141.0,,,,,,,,,,,
2020_10995,Lisboa,,149,,179,,,,,187.0,183.0,,,,,175.0,,,,,,,,,,
2020_10996,Porto,,157,,200,,,,,198.0,196.0,,,,,192.0,,,,,,,,,,
2020_10997,Porto,,95,,112,97.0,,132.0,,,,,,,,,,,,,,,,,,
2020_10998,Outro,,145,,169,,,,,158.0,172.0,,,,,166.0,,,,,,,,,,
2020_10999,Outro,,78,,100,62.0,,,93.0,,,,,,,,,,,,,,,,,
2020_11000,Leiria,,127,,164,,,,,161.0,137.0,,,,,160.0,,,,,,,,,,
2020_11001,Leiria,,125,,153,135.0,,153.0,,,,,,,,,,,,,,,,,,
2020_11002,Outro,,125,,146,,,,,135.0,144.0,,,,,139.0,,,,,,,,,,
2020_11003,Braga,,157,,164,180.0,128.0,,,,,,,,,,,,,,,,,,,
2020_11004,Lisboa,,146,,181,,,,,170.0,168.0,,,,,172.0,,,,,,,,,,
2020_11005,Porto,,166,,197,,,,,193.0,190.0,,,,,182.0,,,,,,,,,,
2020_11006,Braga,,167,,198,,,,,200.0,190.0,200.0,,,,,,,,,,,,,,
2020_11007,Porto,,111,,120,135.0,88.0,,,,,,,,,,,,,,,,,,,
2020_11008,Outro,,159,,200,196.0,,199.0,,,,,,,,,,,,,,,,,,
2020_11009,Porto,,158,,175,178.0,125.0,,,,,,,,,,,,,,,,,,,
2020_11010,Lisboa,,156,,189,190.0,163.0,,,,,,,,,,,,,,,,,,,
2020_11011,Coimbra,,150,,187,179.0,178.0,,,,,,,,,,,,,,,,,,,
2020_11012,Lisboa,200.0,171,,200,,,,,,,200.0,,,,,,,,,,,,,,
2020_11013,Outro,181.0,165,,192,,,,,,,197.0,,,,,,,,,,,,,,
2020_11014,Outro,,169,,193,,,,,195.0,197.0,,,,,184.0,,,,,,,,,,
2020_11015,Outro,,112,,114,,,,,110.0,128.0,67.0,,,,,,,,,,,,,,
2020_11016,Porto,,116,,110,118.0,72.0,,,,,,,,,,,,,,,,,,,
2020_11017,Lisboa,,102,,131,,,,,116.0,132.0,,,,,136.0,,,,,,,,,,
2020_11018,Outro,,152,,188,182.0,,187.0,,,,,,,,,,,,,,,,,,
2020_11019,Porto,,117,,152,153.0,,,147.0,,,,,,,,,,,,,,,,,
2020_11020,Lisboa,,120,,153,,,,,138.0,136.0,,,,,144.0,,,,,,,,,,
2020_11021,Outro,,117,,131,,,,129.0,125.0,,,,,101.0,,,,,,,,,,,
2020_11022,Braga,,147,,200,,,,,198.0,180.0,,,,,184.0,,,,,,,,,,
2020_11023,Outro,,109,,134,,,,,137.0,116.0,,,,,147.0,,,,,,,,,,
2020_11024,Coimbra,,143,,181,,,,,180.0,180.0,,,,,168.0,,,,,,,,,,
2020_11025,Faro,,140,,186,,,,,185.0,166.0,,,,,172.0,,,,,,,,,,
2020_11026,Coimbra,,158,,200,,,,,184.0,187.0,199.0,,,,,,,,,,,,,,
2020_11027,Lisboa,,170,,200,,,,,199.0,200.0,,,,,177.0,,,,,,,,,,
2020_11028,Faro,,132,,148,154.0,125.0,,,,,,,,,,,,,,,,,,,
2020_11029,Lisboa,,147,,173,,,,,160.0,172.0,,,,,160.0,,,,,,,,,,
2020_11030,Setúbal,,148,,178,,,,,169.0,167.0,,,,,160.0,,,,,,,,,,
2020_11031,Outro,,122,,134,,101.0,,,151.0,,,,,131.0,,,,,,,,,,,
2020_11032,Porto,,110,,123,,,,118.0,106.0,,,,,101.0,,,,,,,,,,,
2020_11033,Setúbal,,145,,185,,,,,178.0,181.0,,,,,168.0,,,,,,,,,,
2020_11034,Faro,,102,,119,,,,,128.0,98.0,,,,,122.0,,,,,,,,,,
2020_11035,Outro,,117,,130,153.0,,,,,,,113.0,,,,,,,,,,,,,
2020_11036,Lisboa,,145,,178,164.0,,184.0,,,,,,,,,,,,,,,,,,
2020_11037,Outro,,91,,100,95.0,25.0,,,,,,,,,,,,,,,,,,,
2020_11038,Porto,157.0,118,,149,,,,,,,141.0,,,,,,,,,,,,,,
2020_11039,Lisboa,,151,,185,,,,,188.0,169.0,,,,,176.0,,,,,,,,,,
2020_11040,Outro,,145,,189,192.0,,189.0,,,,,,,,,,,,,,,,,,
2020_11041,Porto,,161,,191,,,,,199.0,182.0,,,,,188.0,,,,,,,,,,
2020_11042,Outro,,169,,192,188.0,,,170.0,,,,,,,,,,,,,,,,,
2020_11043,Braga,,188,,200,,,,,200.0,200.0,,,,,200.0,,,,,,,,,,
2020_11044,Outro,,125,,170,,,,,165.0,160.0,,,,,156.0,,,,,,,,,,
2020_11045,Outro,,142,,178,,,,167.0,191.0,,,,,161.0,,,,,,,,,,,
2020_11046,Faro,175.0,181,188.0,194,,,,,,,,,,,,,,,,,,,,,
2020_11047,Leiria,,139,,171,,,,159.0,171.0,,,,,137.0,,,,,,,,,,,
2020_11048,Lisboa,,146,,166,,,,160.0,158.0,,,,,145.0,,,,,,,,,,,
2020_11049,Lisboa,192.0,173,200.0,199,,,,,,,,,,,,,,,,,,,,,
2020_11050,Braga,,143,,169,190.0,137.0,,,,,,,,,,,,,,,,,,,
2020_11051,Porto,139.0,101,132.0,139,,,,,,,,,,,,,,,,,,,,,
2020_11052,Outro,,148,,181,,,,,194.0,183.0,176.0,,,,,,,,,,,,,,
2020_11053,Outro,158.0,130,150.0,155,,,,,,,,,,,,,,,,,,,,,
2020_11054,Porto,,120,,132,131.0,101.0,,,,,,,,,,,,,,,,,,,
2020_11055,Porto,,149,,175,,,,162.0,165.0,,,,,162.0,,,,,,,,,,,
2020_11056,Outro,,160,,198,,,,,197.0,190.0,200.0,,,,,,,,,,,,,,
2020_11057,Porto,,166,,193,198.0,,,,,,,176.0,,,,,,,,,,,,,
2020_11058,Porto,,179,,194,,,,174.0,195.0,,,,,176.0,,,,,,,,,,,
2020_11059,Lisboa,150.0,119,,143,,,,139.0,140.0,,,,,118.0,,,,,,,,,,,
2020_11060,Porto,,176,,200,,,,,195.0,195.0,185.0,,,,,,,,,,,,,,
2020_11061,Outro,,155,,193,,,,,200.0,200.0,,,,,180.0,,,,,,,,,,
2020_11062,Braga,168.0,152,,195,,,,,,,196.0,,,,,,,,,,,,,,
2020_11063,Lisboa,,179,,196,198.0,176.0,,,,,,,,,,,,,,,,,,,
2020_11064,Lisboa,,118,,150,,,,,146.0,122.0,,,,,139.0,,,,,,,,,,
2020_11065,Porto,,80,,100,88.0,,,72.0,,,,,,,,,,,,,,,,,
2020_11066,Porto,183.0,179,185.0,191,,,,,,,,,,,,,,,,,,,,,
2020_11067,Porto,,140,,180,180.0,,,172.0,,,,,,,,,,,,,,,,,
2020_11068,Braga,,126,,152,,,,,160.0,163.0,126.0,,,,,,,,,,,,,,
2020_11069,Lisboa,,139,,164,184.0,,,,,,,142.0,,,,,,,,,,,,,
2020_11070,Outro,,110,,142,143.0,,150.0,,,,,,,,,,,,,,,,,,
2020_11071,Porto,,120,,138,,,,,140.0,151.0,89.0,,,,,,,,,,,,,,
2020_11072,Lisboa,,106,,121,,85.0,,,124.0,,,,,105.0,,,,,,,,,,,
2020_11073,Setúbal,172.0,148,,184,,,,,,,197.0,,,,,,,,,,,,,,
2020_11074,Porto,,171,,199,,,,181.0,195.0,,,,,184.0,,,,,,,,,,,
2020_11075,Outro,,101,,114,,,,,95.0,117.0,,,,,114.0,,,,,,,,,,
2020_11076,Outro,,143,,175,169.0,,,163.0,,,,,,,,,,,,,,,,,
2020_11077,Coimbra,,108,,115,117.0,,,,,,,86.0,,,,,,,,,,,,,
2020_11078,Outro,,158,,187,186.0,,,172.0,,,,,,,,,,,,,,,,,
2020_11079,Setúbal,,95,,122,,,,,105.0,122.0,,,,,124.0,,,,,,,,,,
2020_11080,Setúbal,,0,,100,23.0,,,,,,,6.0,,,,,,,,,,,,,
2020_11081,Lisboa,,111,,133,,,,,133.0,125.0,103.0,,,,,,,,,,,,,,
2020_11082,Porto,,136,,168,166.0,,,165.0,,,,,,,,,,,,,,,,,
2020_11083,Lisboa,167.0,129,165.0,156,,,,,,,,,,,,,,,,,,,,,
2020_11084,Braga,,135,,180,,,,,175.0,174.0,,,,,159.0,,,,,,,,,,
2020_11085,Lisboa,,160,,187,185.0,,,,,,,180.0,,,,,,,,,,,,,
2020_11086,Coimbra,,195,,200,185.0,200.0,,,,,,,,,,,,,,,,,,,
2020_11087,Lisboa,,167,,200,,,,,200.0,200.0,,,,,184.0,,,,,,,,,,
2020_11088,Braga,,177,,197,192.0,180.0,,,,,,,,,,,,,,,,,,,
2020_11089,Coimbra,,127,,161,,,,,172.0,149.0,,,,,155.0,,,,,,,,,,
2020_11090,Porto,,113,,151,144.0,,,145.0,,,,,,,,,,,,,,,,,
2020_11091,Faro,200.0,197,187.0,200,,,,,,,,,,,,,,,,,,,,,
2020_11092,Outro,,182,,200,179.0,,,,,,,196.0,,,,,,,,,,,,,
2020_11093,Outro,,168,,200,200.0,,,,,,,196.0,,,,,,,,,,,,,
2020_11094,Outro,,155,,187,192.0,,,,,,,165.0,,,,,,,,,,,,,
2020_11095,Outro,,145,,180,182.0,130.0,186.0,,,,,,,,,,,,,,,,,,
2020_11096,Outro,,155,,189,182.0,189.0,,,,,,,,,,,,,,,,,,,
2020_11097,Outro,,102,,125,,,,127.0,100.0,,,,,111.0,,,,,,,,,,,
2020_11098,Braga,,110,,142,,,,,152.0,149.0,122.0,,,,,,,,,,,,,,
2020_11099,Porto,,129,,157,,,,148.0,158.0,,,,,160.0,,,,,,,,,,,
2020_11100,Porto,,161,,191,,,,,193.0,180.0,,,,,178.0,,,,,,,,,,
2020_11101,Setúbal,,155,,187,186.0,,191.0,,,,,,,,,,,,,,,,,,
2020_11102,Lisboa,,133,,169,158.0,,173.0,,,,,,,,,,,,,,,,,,
2020_11103,Outro,,121,,157,150.0,,172.0,,,,,,,,,,,,,,,,,,
2020_11104,Lisboa,,158,,187,,,,,186.0,177.0,200.0,,,,,,,,,,,,,,
2020_11105,Outro,,159,,178,188.0,,,,,,,180.0,,,,,,,,,,,,,
2020_11106,Coimbra,,155,,170,,,,,179.0,174.0,159.0,,,,,,,,,,,,,,
2020_11107,Outro,,160,,197,,,,,199.0,185.0,,,,,180.0,,,,,,,,,,
2020_11108,Braga,,178,,200,188.0,200.0,,,,,,,,,,,,,,,,,,,
2020_11109,Faro,,129,,165,,,,149.0,167.0,,,,,139.0,,,,,,,,,,,
2020_11110,Outro,,178,,192,188.0,,,,,,,172.0,,,,,,,,,,,,,
2020_11111,Porto,,107,,128,,,,,108.0,130.0,,,,,130.0,,,,,,,,,,
2020_11112,Porto,,123,,149,,,,,135.0,122.0,,,,,148.0,,,,,,,,,,
2020_11113,Setúbal,,122,,140,159.0,,,,,,,117.0,,,,,,,,,,,,,
2020_11114,Outro,200.0,167,,196,,,,,,,200.0,,,,,,,,,,,,,,
2020_11115,Porto,,109,,100,107.0,65.0,,,,,,,,,,,,,,,,,,,
2020_11116,Faro,,130,,167,,,,165.0,166.0,,,,,141.0,,,,,,,,,,,
2020_11117,Setúbal,,136,,166,168.0,,,156.0,,,,,,,,,,,,,,,,,
2020_11118,Lisboa,176.0,147,165.0,176,,,,,,,,,,,,,,,,,,,,,
2020_11119,Setúbal,,109,,136,110.0,,134.0,,,,,,,,,,,,,,,,,,
2020_11120,Lisboa,,197,,200,,,,177.0,200.0,,,,,195.0,,,,,,,,,,,
2020_11121,Porto,,132,,144,156.0,,,,,,,109.0,,,,,,,,,,,,,
2020_11122,Porto,,150,,183,,,,,176.0,180.0,,,,,167.0,,,,,,,,,,
2020_11123,Porto,,117,,138,,,,,145.0,124.0,122.0,,,,,,,,,,,,,,
2020_11124,Leiria,146.0,117,135.0,147,,,,,,,,,,,,,,,,,,,,,
2020_11125,Braga,,105,,132,,,,,123.0,127.0,,,,,131.0,,,,,,,,,,
2020_11126,Coimbra,,166,,200,,,,,199.0,188.0,185.0,,,,,,,,,,,,,,
2020_11127,Outro,,108,,100,,,,,96.0,120.0,51.0,,,,,,,,,,,,,,
2020_11128,Lisboa,,165,,194,192.0,,195.0,,,,,,,,,,,,,,,,,,
2020_11129,Coimbra,,166,,193,,,,,192.0,190.0,,,,,174.0,,,,,,,,,,
2020_11130,Leiria,,97,,100,,42.0,,,66.0,,,,,96.0,,,,,,,,,,,
2020_11131,Leiria,,139,,172,180.0,153.0,,,,,,,,,,,,,,,,,,,
2020_11132,Outro,,165,,193,,175.0,,,195.0,,,,,176.0,,,,,,,,,,,
2020_11133,Outro,,135,,164,166.0,,,,,,,151.0,,,,,,,,,,,,,
2020_11134,Outro,,176,,198,,,,,197.0,185.0,,,,,176.0,,,,,,,,,,
2020_11135,Outro,,162,,191,,,,,191.0,183.0,,,,,196.0,,,,,,,,,,
2020_11136,Coimbra,,141,,184,,,,,190.0,169.0,,,,,163.0,,,,,,,,,,
2020_11137,Braga,117.0,100,,111,,,,,,,70.0,,,,,,,,,,,,,,
2020_11138,Lisboa,,125,,148,148.0,,,145.0,,,,,,,,,,,,,,,,,
2020_11139,Porto,,132,,156,161.0,,,,,,,121.0,,,,,,,,,,,,,
2020_11140,Porto,156.0,126,148.0,160,,,,,,,,,,,,,,,,,,,,,
2020_11141,Braga,,155,,178,182.0,,,,,,,149.0,,,,,,,,,,,,,
2020_11142,Lisboa,,110,,124,,,,,100.0,98.0,,,,,127.0,,,,,,,,,,
2020_11143,Outro,,97,,100,,,,,80.0,80.0,48.0,,,,,,,,,,,,,,
2020_11144,Lisboa,,156,,182,,,,,177.0,187.0,,,,,168.0,,,,,,,,,,
2020_11145,Lisboa,167.0,156,,183,,,,,,,166.0,,,,,,,,,,,,,,
2020_11146,Outro,,117,,136,,,,,119.0,107.0,,,,,128.0,,,,,,,,,,
