Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Economia_A,Geografia_A,Geometria_Descritiva_A,Desenho_A,HCA,Historia_A,MACS,Ingles,Literatura_Portuguesa,Latim_A,Historia_B,Alemao,Filosofia,Portugues_L2,Portugues_LNM,Matematica_B,Frances,Espanhol_Iniciacao
2019_19585,Braga,103.0,,,121,124,115.0,108.0,,,,,,,,,,,,,,,,
2019_19586,Lisboa,155.0,140.0,140.0,150,163,,,,,,,,,,,,,,,,,,
2019_19587,Braga,,,,161,170,,,,168.0,159.0,,,,,,,,,,,,,
2019_19588,Porto,,,,140,160,,,,,,147.0,,,145.0,,,,,,,,,
2019_19589,Braga,188.0,,172.0,150,197,,,199.0,,,,,,,,,,178.0,,,,,
2019_19590,Lisboa,118.0,,,121,138,121.0,106.0,,,,,,,,,,,,,,,,
2019_19591,Braga,,,,95,123,,,,124.0,105.0,,,,,,,,,,,,,
2019_19592,Outro,153.0,165.0,147.0,160,170,,,,,,,,,,,,,,,,,,
2019_19593,Porto,,,,95,109,,86.0,,,,88.0,,,,,,,,,,,,
2019_19594,Lisboa,,,,110,112,,,,,,82.0,,,98.0,,,,,,,,,
2019_19595,Outro,178.0,164.0,155.0,152,180,,,,,,,,,,,,,,,,,,
2019_19596,Coimbra,146.0,,,135,153,138.0,,,,,,127.0,,,,,,,,,,,
2019_19597,Braga,,,,81,100,,,,,,80.0,,111.0,,,,,,,,,,
2019_19598,Faro,180.0,147.0,172.0,161,183,,,,,,,,,,,,,,,,,,
2019_19599,Porto,,,,120,137,,,,,,126.0,109.0,,,,,,,,,,,
2019_19600,Braga,,,,111,135,,,,140.0,117.0,,,,,,,,,,,,,
2019_19601,Lisboa,,,,145,150,,130.0,,,,136.0,,,,,,,,,,,,
2019_19602,Outro,164.0,127.0,138.0,148,159,,,,,,,,,,,,,,,,,,
2019_19603,Lisboa,,,,126,120,,98.0,,,,101.0,,,,,,,,,,,,
2019_19604,Lisboa,,,,128,140,,,,,,118.0,117.0,,,,,,,,,,,
2019_19605,Lisboa,158.0,,,156,168,156.0,142.0,,,,,,,,,,,,139.0,,,,
2019_19606,Leiria,,,,110,122,,106.0,,,,105.0,,,,,,,,,,,,
2019_19607,Coimbra,,,,109,140,,,,,,117.0,,154.0,,,,,,,,,,
2019_19608,Outro,,,,142,161,,,,,,125.0,,157.0,,,,,,,,,,
2019_19609,Braga,,,,138,145,,,,,,126.0,139.0,,,,,,,,,,,
2019_19610,Outro,70.0,,,78,100,70.0,,,,,,66.0,,,,,,,,,,,
2019_19611,Braga,,,,131,157,,,,160.0,132.0,,,,,,,,,,,,,
2019_19612,Outro,,,,102,109,,86.0,,,,95.0,,,,,,,,,,,,
2019_19613,Porto,,,,108,120,,,,,,108.0,112.0,,,,,,,,,,,
2019_19614,Outro,176.0,,,159,174,165.0,,,,,,145.0,,,,,,,,,,,
2019_19615,Outro,61.0,55.0,56.0,87,100,,,,,,,,,,,,,,,,,,
2019_19616,Coimbra,101.0,97.0,100.0,125,119,,,,,,,,,,,,,,,,,,
2019_19617,Lisboa,,,,85,100,,,,,,85.0,,,78.0,,,,,,,,,
2019_19618,Outro,125.0,,,127,147,135.0,,,,,,138.0,,,,,,,,,,,
2019_19619,Porto,,,,127,157,,,147.0,148.0,,,,,,,,,,,,,,
2019_19620,Lisboa,,,,106,130,,,,127.0,103.0,,,,,,,,,,,,,
2019_19621,Lisboa,,,,171,176,,,,,,155.0,,167.0,,,,,,,,,,
2019_19622,Lisboa,,,,129,128,,106.0,,,,115.0,,,,,,,,,,,,
2019_19623,Setúbal,,,,100,100,,,,,,71.0,,,95.0,,,,,,,,,
2019_19624,Braga,,,,175,173,,162.0,,,,145.0,,,,,,,,,,,,
2019_19625,Outro,86.0,84.0,87.0,106,101,,,,,,,,,,,,,,,,,,
2019_19626,Lisboa,,,,150,159,,,,,,157.0,,,125.0,,,,,,,,,
2019_19627,Porto,99.0,103.0,92.0,105,111,,,,,,,,,,,,,,,,,,
2019_19628,Outro,142.0,125.0,107.0,127,137,,,,,,,,,,,,,,,,,,
2019_19629,Faro,,,,75,101,,,,,,70.0,,,81.0,,,,,,,,,
2019_19630,Porto,115.0,,117.0,127,137,,,142.0,,,,,,,,,,,,,,,
2019_19631,Lisboa,,,,47,100,,68.0,,,,46.0,,,,,,,,,,,,
2019_19632,Porto,151.0,,,132,157,150.0,,,,,,140.0,,,,,,,,,,,
2019_19633,Lisboa,,,,118,149,,,148.0,143.0,,,,,,,,,,,,,,
2019_19634,Outro,146.0,,,145,150,141.0,124.0,,,,,,,,,,,,,,,,
2019_19635,Outro,,,,112,127,,,,,,107.0,,,110.0,,,,,,,,,
2019_19636,Braga,,,,171,172,,,,,,140.0,,182.0,,,,,,,,,,
2019_19637,Braga,81.0,,,100,108,97.0,88.0,,,,,,,,,,,,,,,,
2019_19638,Lisboa,,,,139,173,,,,173.0,175.0,,,,,,,,,,,,,
2019_19639,Lisboa,,,,145,160,,,,,,161.0,,,152.0,,,,,,,,,
2019_19640,Porto,,,,91,109,,,,,,96.0,,,85.0,,,,,,,,,
2019_19641,Faro,175.0,129.0,170.0,161,174,,,,,,,,,,,,,,,,,,
2019_19642,Lisboa,85.0,,,99,104,90.0,86.0,,,,,,,,,,,,,,,,
2019_19643,Outro,172.0,138.0,129.0,137,161,,,,,157.0,,,,,,,,,,,,,
2019_19644,Lisboa,86.0,,,116,114,111.0,96.0,,,,,,,,,,,,,,,,
2019_19645,Lisboa,65.0,74.0,56.0,95,100,,,,,,,,,,,,,,,,,,
2019_19646,Setúbal,91.0,86.0,79.0,102,106,,,,,,,,,,,,,,,152.0,,,
2019_19647,Porto,200.0,196.0,199.0,193,200,,,,,,,,,,,,,,,,,,
2019_19648,Porto,,,,116,125,,,,,,105.0,,,110.0,,,,,,,,,
2019_19649,Lisboa,146.0,,136.0,126,157,,,178.0,,,,,,,,,,,,,,,
2019_19650,Lisboa,,,,107,132,,,,,,110.0,,,99.0,,,137.0,,,,,,
2019_19651,Lisboa,95.0,,,117,114,105.0,96.0,,,,,,,,,,,,,,,,
2019_19652,Lisboa,166.0,,,127,149,131.0,126.0,,,,,,,,,,,,,,,,
2019_19653,Coimbra,,,,149,182,,,,,,155.0,200.0,,,,,,,,,,,
2019_19654,Lisboa,128.0,120.0,108.0,131,136,,,,,,,,,,,,,,,,,,
2019_19655,Lisboa,,,,153,177,,184.0,,,,160.0,,,,,,,,,,,,
2019_19656,Lisboa,,,,85,100,,,,,,79.0,,,85.0,,,,,,,,,
2019_19657,Lisboa,64.0,,45.0,88,100,75.0,78.0,,,,,,,,,,,,,,,,
2019_19658,Lisboa,97.0,,85.0,122,130,,,165.0,,,,,,,,,,,,,,,
2019_19659,Setúbal,,,,130,134,,126.0,,,,125.0,,,,,,,,,,,,
2019_19660,Braga,,,,155,164,,154.0,,,,153.0,,,,,,,,,,,,
2019_19661,Outro,,,,71,100,,,,,,75.0,,98.0,,76.0,,,,,,,,
2019_19662,Lisboa,,,,150,149,,120.0,,,,136.0,,,,,,,,,,,,
2019_19663,Faro,188.0,,159.0,160,185,,,200.0,,,,,,,,,,,,,,,
2019_19664,Braga,135.0,,102.0,125,143,,,170.0,,,,,,,,,,,,,,,
2019_19665,Leiria,145.0,144.0,145.0,140,156,,,,,,,,,,,,,,,,,,
2019_19666,Porto,,,,127,162,,,,169.0,150.0,,,,,,,,,,,,,
2019_19667,Lisboa,,,,115,126,,,,129.0,103.0,,,,,,,,,,,,,
2019_19668,Coimbra,113.0,,,116,113,113.0,96.0,,,,,,,,,,,,,,,,
2019_19669,Lisboa,,,,116,137,,,,137.0,108.0,,,,,,,,,,,,,
2019_19670,Outro,183.0,170.0,182.0,191,193,,,,,,,,,,,,,,,,,,
2019_19671,Outro,126.0,95.0,91.0,116,118,,,,,,,,,,,,,,,,,,
2019_19672,Setúbal,198.0,151.0,199.0,167,187,,,,,,,,,,,,,,,,,,
2019_19673,Lisboa,177.0,156.0,157.0,138,167,,,,,,,,,,,,,,,,,,
2019_19674,Outro,,,,145,144,,126.0,,,,133.0,,,,,,,,,,,,
2019_19675,Lisboa,,,,140,150,,140.0,,,,142.0,,,,,,,,,,,,
2019_19676,Lisboa,137.0,121.0,108.0,132,144,,,,,,,,,,,,,,,,,,
2019_19677,Braga,,,,167,200,,,197.0,,,196.0,,,197.0,,,,,,,,,
2019_19678,Lisboa,,,,130,162,,,,159.0,145.0,,,,,,,,,,,,,
2019_19679,Outro,200.0,196.0,174.0,193,200,,,,,,,,,,,,,,,,,,
2019_19680,Outro,,,,147,159,,,,,,142.0,,,157.0,,,,,,,,,
2019_19681,Faro,,,,126,140,,,,,,135.0,,,125.0,,,,,,,,,
2019_19682,Lisboa,,,,115,133,,,,,,87.0,,149.0,,,,,,,,,,
2019_19683,Lisboa,171.0,139.0,160.0,140,167,,,,,,,,,,,,,,,,,,
2019_19684,Porto,,,,132,140,,,,,,109.0,,153.0,,,,,,,,,,
2019_19685,Porto,200.0,169.0,199.0,151,189,,,,,,,,,,,,,,,,,,
2019_19686,Outro,,,,156,194,,,200.0,175.0,,,,,,,,,,,,,,
2019_19687,Lisboa,,,,125,133,,,,,,122.0,103.0,,,,,,,,,,,
2019_19688,Leiria,148.0,125.0,148.0,140,155,,,,,,,,,,,,,,,,,,
2019_19689,Coimbra,68.0,,,71,100,70.0,,,,,,68.0,,,,,,,,,,,
2019_19690,Porto,,,,121,124,,,,,,96.0,108.0,,,,,,,,,,,
2019_19691,Porto,158.0,130.0,133.0,131,147,,,,,,,,,,,,,,,,,,
2019_19692,Porto,129.0,,,138,146,130.0,120.0,,,,,,,,,,,,,,,,
2019_19693,Lisboa,,,,165,183,,184.0,,,,181.0,,,,,,,,,,,,
2019_19694,Leiria,159.0,,,157,160,147.0,,,,,,126.0,,,,,,,,,,,
2019_19695,Lisboa,,,,159,192,,,191.0,165.0,,,,,,,,,,,,,,
2019_19696,Coimbra,,,,81,100,,68.0,,,,76.0,,,,,,,,,,,,
2019_19697,Outro,,,,148,181,,,,184.0,155.0,,,,,,,,,,,,,
2019_19698,Coimbra,169.0,153.0,165.0,177,186,,,,,,,,,,,,,,,,,,
2019_19699,Lisboa,8.0,,,25,100,0.0,,,,,,65.0,,,,,,,,,,,
2019_19700,Setúbal,,,,130,137,,,,,,125.0,,,115.0,,,,,,,,,
2019_19701,Braga,121.0,,109.0,117,146,,,159.0,,,,,,,,,,,,,,,
2019_19702,Lisboa,,,,140,168,,,,,,137.0,,186.0,,,,,,,,,,
2019_19703,Lisboa,,,,147,161,,,,,,142.0,,,131.0,,,,,,,,,
2019_19704,Outro,200.0,,,167,191,168.0,,,,,,177.0,,,,,,,,,,,
2019_19705,Leiria,138.0,121.0,107.0,125,135,,,,,,,,,,,,,,,,,,
2019_19706,Braga,145.0,117.0,150.0,128,151,,,,,,,,,,,,,,,,,,
2019_19707,Porto,,,,155,172,,,,,,141.0,,172.0,,,,,,,,,,
2019_19708,Outro,127.0,101.0,108.0,113,120,,,,,,,,,,,,,,,,,,
2019_19709,Lisboa,115.0,102.0,115.0,135,127,,,,,,,,,,,,,,,,,,
2019_19710,Lisboa,85.0,75.0,81.0,96,100,,,,,,,,,,,,,,,,,,
2019_19711,Setúbal,140.0,105.0,107.0,129,136,,,,,,,,,,,,,,,,,,
2019_19712,Coimbra,,,,130,144,,,,150.0,127.0,,,,,,,,,,,,,
2019_19713,Lisboa,118.0,100.0,127.0,120,129,,,,,,,,,,,,,,,,,,
2019_19714,Outro,200.0,155.0,199.0,193,196,,,,,,,,,,,,,,,,,,
2019_19715,Lisboa,101.0,102.0,109.0,107,115,,,,,,,,,,,,,,,,,,
2019_19716,Leiria,,,,128,146,,,,,,125.0,,,137.0,,,,,,,,,
2019_19717,Lisboa,77.0,,77.0,87,103,,,107.0,,,,,,,,,,,,,,,
2019_19718,Porto,,,,117,121,,,,,,106.0,98.0,,,,,,,,,,,
2019_19719,Braga,62.0,,68.0,95,100,,,47.0,,,,,,,,,,,,,,,
2019_19720,Lisboa,175.0,185.0,199.0,193,200,,,,,,,,,,,,,,,,,,
2019_19721,Lisboa,,,,140,153,,,,,,119.0,,162.0,,,,,,,,,,
2019_19722,Outro,,,,129,147,,,,,,146.0,125.0,,,,,,,,,,,
2019_19723,Porto,,,,136,158,,,,,,116.0,,163.0,,,,,,,,,,
2019_19724,Braga,109.0,119.0,107.0,125,136,,,,,,,,,,,,,,,,,,
2019_19725,Braga,,,,110,145,,,141.0,140.0,,,,,,,,,,,,,,
2019_19726,Lisboa,,,,105,106,,,,,,83.0,,,85.0,,,,,,,,,
2019_19727,Outro,125.0,,,131,142,140.0,,,,,,135.0,,,,,,,,,,,
2019_19728,Porto,200.0,196.0,199.0,165,200,,,,,,,,,,,,,,,,,,
2019_19729,Porto,155.0,126.0,161.0,157,160,,,,,,,,,,,,,,,,,,
2019_19730,Lisboa,,,,151,176,,174.0,,,,165.0,,,,,,,,,,,,
2019_19731,Porto,165.0,,,169,182,155.0,184.0,,,,,,,,,,,,,,,,
2019_19732,Lisboa,107.0,121.0,127.0,129,125,,,,,,,,,,,,,,,,,,
2019_19733,Porto,,,,139,146,,,,,,131.0,,,135.0,,,,,,,,,
2019_19734,Lisboa,119.0,117.0,119.0,118,128,,,,,,,,,,,,,,,,,,
2019_19735,Outro,113.0,100.0,128.0,122,140,,,,,,,,,,,,,,,,,,
2019_19736,Lisboa,,,,102,123,,,,,,95.0,,129.0,,,,,,,,,,
2019_19737,Lisboa,,,,158,148,,118.0,,,,136.0,,,,,,,,,,,,
2019_19738,Braga,100.0,86.0,98.0,106,108,,,,,,,,,,,,,,,,,,
2019_19739,Setúbal,,,,158,171,,,,,,140.0,,168.0,,,,,,,,,,
2019_19740,Lisboa,,,,159,200,,184.0,,,,196.0,,,,,,,,,,,,
2019_19741,Outro,190.0,140.0,198.0,159,186,,,,,,,,,,,,,,,,,,
2019_19742,Porto,152.0,155.0,135.0,148,159,,,,,,,,,,,,,,,,,,
2019_19743,Lisboa,109.0,,,121,136,131.0,118.0,,,,,,,,,,,,,,,,
2019_19744,Setúbal,165.0,117.0,136.0,131,156,,,,,,,,,,,,,,,,,,
2019_19745,Outro,181.0,,151.0,141,176,,,191.0,,,,,,,,,,,,,,,
2019_19746,Lisboa,,,,155,194,,,,,,196.0,,,197.0,,,,,,,,,
2019_19747,Coimbra,,,,193,200,,,,,,196.0,,,197.0,,,,,,,,,
2019_19748,Leiria,165.0,,,156,185,192.0,,,,,,165.0,,,,,,,,,,,
2019_19749,Lisboa,,,,131,135,,,,,,131.0,,,121.0,,,,,,,,,
2019_19750,Porto,131.0,,,125,142,136.0,,,,,,136.0,,,,,,,,,,,
2019_19751,Setúbal,112.0,,,128,135,120.0,109.0,,,,,,,,,,,,,,,,
2019_19752,Coimbra,172.0,,,149,161,149.0,126.0,,,,,,,,,,,,,,,,
2019_19753,Outro,149.0,138.0,141.0,156,168,,,,,,,,,,,,,,,,,,
2019_19754,Porto,,,,146,163,,,,,,150.0,161.0,,,,,,,,,,,
2019_19755,Faro,,,,131,149,,,,146.0,138.0,,,,,,,,,,,,,
2019_19756,Coimbra,125.0,101.0,100.0,115,126,,,,,,,,,,,,,,,,,,
2019_19757,Lisboa,109.0,,,119,129,130.0,102.0,,,,,,,,,,,,,,,,
2019_19758,Leiria,129.0,,135.0,140,166,,,185.0,,,,,,,,,,,,,,,
2019_19759,Outro,105.0,88.0,85.0,112,113,,,,,,,,,,,,,,,,,,
2019_19760,Coimbra,178.0,,172.0,162,189,,,196.0,,,,,,,,,,,,,,,
2019_19761,Porto,180.0,,,147,181,171.0,,,,,,160.0,,,,,,,,,,,
2019_19762,Outro,175.0,146.0,162.0,154,176,,,,,,,,,,,,,,,,,,
2019_19763,Setúbal,119.0,,,140,148,145.0,122.0,,,,,,,,,,,,,,,,
2019_19764,Porto,,,,105,130,,,,132.0,105.0,,,,,,,,,,,,,
2019_19765,Porto,117.0,,,125,129,115.0,112.0,,,,,,,,,,,,,,,,
2019_19766,Braga,126.0,118.0,119.0,129,134,,,,,,,,,,,,,,,,,,
2019_19767,Outro,118.0,,,118,125,115.0,100.0,,,,,,,,,,,,,,,,
2019_19768,Porto,178.0,,,142,169,142.0,146.0,,,,,,,,,,,,,,,,
2019_19769,Braga,,,130.0,125,144,,,,152.0,123.0,,,,,,,,,,,,,
2019_19770,Outro,171.0,132.0,143.0,140,164,,,,,,,,,,,,,,,,,,
2019_19771,Porto,137.0,125.0,128.0,140,152,,,,,,,,,,,,,,,,,,
2019_19772,Lisboa,,,,156,166,,,,,,136.0,,168.0,,,,,,,,,,
2019_19773,Porto,181.0,,,155,179,167.0,,,,,,155.0,,,,,,,,,,,
2019_19774,Setúbal,175.0,,,177,192,198.0,163.0,,,,,,,,,,,,,,,,
2019_19775,Lisboa,,,,147,148,,,,,,137.0,122.0,,,,,,,,,,,
2019_19776,Porto,,,,141,155,,,,150.0,140.0,,,,,,,,,,,,,
2019_19777,Coimbra,,,,135,151,,,,,,146.0,121.0,,,,,,,,,,,
2019_19778,Lisboa,,,,111,136,,,,145.0,117.0,,,,,,,,,,,,,
2019_19779,Porto,112.0,,95.0,117,135,,,162.0,,,,,,,,,,,,,,,
2019_19780,Lisboa,,,,167,168,,,,,,148.0,156.0,,,,,,,,,,,
2019_19781,Lisboa,68.0,81.0,69.0,101,100,,,,,,,,,,,,,,,,,,
2019_19782,Setúbal,,,,145,173,,,,172.0,158.0,,,,,,,,,,,,,
2019_19783,Coimbra,147.0,,,148,155,132.0,,,,,,131.0,,,,,,,,,,,
2019_19784,Porto,,,,145,148,,,,,,118.0,,,128.0,,,,,,,,,
2019_19785,Lisboa,,,,125,142,,,,,,117.0,,154.0,,,,,,,,,,
2019_19786,Lisboa,,,,165,190,,,,171.0,200.0,,,,,,,,,,,,,
2019_19787,Outro,181.0,151.0,141.0,153,170,,,,,,,,,,,,,,,,,,
2019_19788,Porto,109.0,101.0,111.0,107,117,,,,,,,,,,,,,,,,,,
2019_19789,Lisboa,47.0,70.0,61.0,85,100,,,,,,,,,,,,,,,,,,
2019_19790,Porto,125.0,115.0,110.0,129,129,,,,,,,,,,,,,,,,,,
2019_19791,Lisboa,157.0,136.0,139.0,140,152,,,,,,,,,,,,,,,,,,
2019_19792,Lisboa,157.0,142.0,133.0,145,154,,,,,,,,,,,,,,,,,,
2019_19793,Lisboa,130.0,121.0,110.0,117,137,,,,,,,,,,,,,,,,,,
2019_19794,Faro,98.0,,88.0,112,129,,,162.0,,,,,,,,,,,,,,,
2019_19795,Lisboa,,,,167,178,,,,,,151.0,155.0,,,,,,,,,,,
2019_19796,Outro,,,,89,104,,,,,,67.0,,118.0,,,,,,95.0,,,,
2019_19797,Porto,115.0,,97.0,120,130,,,145.0,,,,,,,,,,,,,,,
2019_19798,Braga,,,,155,159,,,,,,130.0,,165.0,,,,,,,,,,
2019_19799,Lisboa,86.0,86.0,73.0,95,101,,,,,,,,,,,,,,,,,,
2019_19800,Braga,,,,118,123,,100.0,,,,97.0,,,110.0,,,,,,,,,
2019_19801,Porto,151.0,136.0,149.0,132,156,,,,,,,,,,,,,,,,,,
2019_19802,Outro,182.0,147.0,198.0,148,175,,,,,,,,,,,,,,,,,,
2019_19803,Lisboa,141.0,,,135,150,138.0,129.0,,,,,,,,,,,,,,,,
2019_19804,Lisboa,157.0,,120.0,138,172,,,189.0,,,,,,,,,,,,,,,
2019_19805,Lisboa,,,,129,158,,,150.0,155.0,,,,,,,,,,,,,,
2019_19806,Leiria,,,,101,122,,,,125.0,106.0,,,,,,,,,,,,,
2019_19807,Faro,,,,170,185,,,,,,196.0,160.0,,,,,,,,,,,
2019_19808,Porto,95.0,81.0,81.0,95,107,,,,,,,,,,,,112.0,,,,,,
2019_19809,Outro,119.0,,,135,144,131.0,,,,,,119.0,,,,,,,,,,,
2019_19810,Lisboa,,,,95,100,,,,,,60.0,,,86.0,,,,,,,,,
2019_19811,Faro,72.0,75.0,66.0,99,100,,,,,,,,,,,,,,,,,,
2019_19812,Braga,187.0,196.0,165.0,188,193,,,,,,,,,,,,,,,,,,
2019_19813,Outro,,,,81,100,,,,81.0,67.0,,,,,,,,,,,,,
2019_19814,Setúbal,,,,165,195,,,200.0,200.0,,,,,,,,,,,,,,
2019_19815,Lisboa,,,,115,125,,,,,,83.0,,143.0,,,,,,,,,,
2019_19816,Outro,60.0,57.0,51.0,65,100,,,,,,,,,,,,,,,,,,
2019_19817,Outro,160.0,,141.0,147,174,,,175.0,,,,,,,,,,,,,,,
2019_19818,Outro,96.0,,81.0,107,112,,,116.0,,,,,,,,,,,,,,,
2019_19819,Outro,121.0,,,121,139,131.0,,,,,,123.0,,,,,,,,,,,
2019_19820,Braga,107.0,,,105,121,101.0,,,,,,98.0,,,,110.0,,,,,,,
2019_19821,Leiria,98.0,,97.0,115,119,,,106.0,,,,,,,,,,,,,,,
2019_19822,Lisboa,148.0,143.0,157.0,165,175,,,,,,,,,,,,,,,,,,
2019_19823,Lisboa,115.0,,,125,132,116.0,106.0,,,,,,,,,,,,,,,,
2019_19824,Lisboa,,,,131,143,,,,,,119.0,135.0,,,,,,,,,,,
2019_19825,Porto,178.0,,162.0,159,188,,,200.0,,,,,,,,,,,,,,,
2019_19826,Outro,75.0,92.0,85.0,108,106,,,,,,,,,,,,,,,,,,
2019_19827,Lisboa,,,,126,145,,,,,,128.0,,162.0,,,,,,,,,,
2019_19828,Leiria,,,,108,140,,,,,,112.0,,139.0,,,,,,,,,,
2019_19829,Faro,161.0,157.0,148.0,158,172,,,,,,,,,,,,,,,,,,
2019_19830,Outro,188.0,160.0,198.0,170,191,,,,,,,,,,,,,,,,,,
2019_19831,Outro,,,,115,112,,,,,,96.0,103.0,,,,,,,,,,,
2019_19832,Lisboa,150.0,,,139,150,139.0,,,,,,113.0,,,,,,,,,,,
2019_19833,Braga,112.0,103.0,105.0,118,124,,,,,,,,,,,,,,,,,,
2019_19834,Outro,182.0,,,168,183,186.0,140.0,,,,,,,,,,,,,,,,
2019_19835,Outro,,,,108,142,,,147.0,127.0,,,,,,,,,,,,,,
2019_19836,Outro,,,,147,166,,,,,,147.0,151.0,,,,,,,,,,,
2019_19837,Braga,,,,160,184,,,,,,196.0,140.0,,,,,,,,,,,
2019_19838,Outro,109.0,96.0,87.0,125,120,,,,,,,,,,,,,,,,,,
2019_19839,Outro,41.0,61.0,36.0,75,100,,,65.0,,,,,,,,,,,,,,,
2019_19840,Outro,125.0,,,125,149,139.0,,,,,,122.0,,,,,,,,,,,
2019_19841,Outro,,,,155,184,,,,,,156.0,,,197.0,,,,,,,,,
2019_19842,Lisboa,,,,149,182,,,187.0,156.0,,,,,,,,,,,,,,
2019_19843,Braga,175.0,151.0,199.0,159,187,,,,,,,,,,,,,,,,,,
2019_19844,Porto,,,,193,200,,,198.0,200.0,,,,,,,,,,,,,,
2019_19845,Outro,191.0,,,177,195,179.0,,,,,,182.0,,,,,,,,,,,
2019_19846,Lisboa,,,,142,176,,,,,,167.0,,172.0,,,,,,,,,,
2019_19847,Porto,,,,193,192,,,,,,149.0,,194.0,,,,,,,,,,
2019_19848,Porto,,,,150,177,,,,,,150.0,185.0,,,,,,,,,,,
2019_19849,Braga,115.0,101.0,126.0,130,135,,,,,,,,,,,,,,,,,,
2019_19850,Braga,145.0,,106.0,119,151,,,176.0,,,,,,,,,,,,,,,
2019_19851,Porto,75.0,,,88,101,88.0,88.0,,,,,,,,,,,,,,,,
2019_19852,Outro,105.0,92.0,88.0,115,120,,,,,,,,,,,,,,,,,,
2019_19853,Coimbra,140.0,,,145,144,133.0,114.0,,,,,,,,,,,,,,,,
2019_19854,Coimbra,200.0,,,193,200,198.0,172.0,,,,,,,,,,,,,,,,
2019_19855,Braga,,,,149,152,,,,,,135.0,129.0,,,,,,,,,,,
2019_19856,Lisboa,175.0,136.0,189.0,155,187,,,,,,,,,,,,,,,,,,
2019_19857,Setúbal,,,,130,140,,,,,,126.0,,,118.0,,,,,,,,,
2019_19858,Porto,66.0,,,98,100,86.0,88.0,,,,,,,,,,,,,,,,
2019_19859,Outro,,,,89,113,,,,,,78.0,,129.0,,,,,,,,,,
2019_19860,Lisboa,,,,119,135,,,,,,117.0,,,116.0,,,,,,,,,
2019_19861,Faro,70.0,,,98,100,88.0,80.0,,,,,,,,,,,,,,,,
2019_19862,Outro,88.0,79.0,76.0,111,100,,,,,,,,,,,,,,,,,,
2019_19863,Setúbal,115.0,118.0,128.0,130,135,,,,,,,,,,,,,,,,,,
2019_19864,Porto,,,,193,187,,184.0,,,,157.0,,,,,,,,,,,,
2019_19865,Lisboa,,,,90,120,,,,,,79.0,,138.0,,,,,,,,,101.0,
2019_19866,Porto,55.0,66.0,35.0,85,100,,,,,,,,,,,,,,,,,,
2019_19867,Setúbal,,,,127,164,,,186.0,146.0,,,,,,,,,,,,,,
2019_19868,Leiria,,,,131,146,,126.0,,,,126.0,,,,,,,,,,,,
2019_19869,Lisboa,,,,107,131,,,,,,96.0,,145.0,,,,,,,,,,
2019_19870,Outro,49.0,,,83,100,81.0,,,,,,73.0,,,,,,,,,,,
2019_19871,Faro,,,,120,123,,106.0,,,,105.0,,,,,,,,,,,,
2019_19872,Faro,,,,110,122,,,,139.0,105.0,,,,,,,,,,,,,
2019_19873,Leiria,,,,118,147,,,,,,112.0,,148.0,,,,,,,,,,
2019_19874,Porto,95.0,,79.0,109,108,,,87.0,,,,,,,,,,,,,,,
2019_19875,Lisboa,,,,135,153,,,,,,145.0,128.0,,,,,,,,,,,
2019_19876,Lisboa,71.0,,67.0,95,100,,,63.0,,,,,,,,,,,,,,,
2019_19877,Braga,,,,108,115,,,,,,95.0,95.0,,,,,,,,,,,
2019_19878,Lisboa,155.0,159.0,155.0,150,169,,,,,,,,,,,,,,,,,,
2019_19879,Braga,,,,146,170,,,,160.0,166.0,,,,,,,,,,,,,
2019_19880,Porto,167.0,,,166,171,142.0,126.0,,,,,,,,,,,,,,,,
2019_19881,Braga,,,,148,174,,,,,,178.0,,,159.0,,,,,,,,,
2019_19882,Porto,110.0,100.0,85.0,118,118,,,,,,,,,,,,,,,,,,
2019_19883,Outro,,,,135,138,,,,,,116.0,,,129.0,,,,,,,,,
2019_19884,Lisboa,149.0,,,138,158,158.0,,,,,,128.0,,,,,,,,,,,
2019_19885,Lisboa,166.0,,154.0,169,184,,,200.0,,,,,,,,,,,,,,,
2019_19886,Faro,,,,116,119,,,,,,99.0,110.0,,,,,,,,,,,
2019_19887,Outro,95.0,,,120,122,116.0,,,,,,111.0,,,,,,,,,,,
2019_19888,Porto,115.0,100.0,104.0,117,120,,,,,,,,,,,,,,,,,,
2019_19889,Setúbal,,,,85,104,,,,,,77.0,,113.0,,,,,,,,,,
2019_19890,Lisboa,,,,193,200,,,,,,196.0,200.0,,,,,,,,,,,
2019_19891,Lisboa,,,,193,200,,,200.0,190.0,,,,,,,,,,,,,,
2019_19892,Lisboa,79.0,,60.0,100,100,,,61.0,,,,,,,,,,,,,,,
2019_19893,Lisboa,59.0,57.0,37.0,77,100,,,,,,,,,,,,,,,,,,
2019_19894,Lisboa,,,,140,146,,,,,,130.0,,,138.0,,,,,,,,,
2019_19895,Lisboa,125.0,109.0,107.0,107,129,,,,,,,,,,,,,,,,,,
2019_19896,Lisboa,125.0,112.0,95.0,129,133,,,,,,,,,,,,,,,,,,
2019_19897,Braga,140.0,111.0,137.0,139,142,,,,,,,,,,,,,,,,,,
2019_19898,Coimbra,,,,116,117,,,,,,96.0,,,95.0,,,,,,,,,
2019_19899,Outro,179.0,196.0,199.0,193,200,,,,,,,,,,,,,,,,,,
2019_19900,Lisboa,182.0,157.0,165.0,166,174,,,,,,,,,,,,,,,,,,
