Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Desenho_A,Geometria_Descritiva_A,Economia_A,MACS,Historia_A,Geografia_A,HCA,Literatura_Portuguesa,Portugues_L2,Ingles,Italiano_Iniciacao,Portugues_LNM,Mandarim_Iniciacao,Latim_A,Historia_B,Matematica_B,Espanhol_Iniciacao,Alemao,Espanhol_Continuacao,Frances,Filosofia
2023_17146,Porto,200.0,177.0,162.0,176,200,,,,,,,,,,,,,,,,,,,,,
2023_17147,Braga,,,,137,135,,,,126.0,130.0,,105.0,,,,,,,,,,,,,,
2023_17148,Braga,,,,193,197,,,,,161.0,,,191.0,,,,,,,,,,,,,
2023_17149,Outro,,,,105,106,121.0,,,,,,67.0,,,,,,,,,,,,,,68.0
2023_17150,Lisboa,,,,168,180,,,,176.0,157.0,,,,,,,,,,,,,,,,
2023_17151,Setúbal,149.0,127.0,129.0,148,152,,,,,,,,,,,,,,,,,,,,,
2023_17152,Porto,,,,181,192,,,,,157.0,,,,,199.0,,,,,,,,,,,
2023_17153,Setúbal,,,,156,150,,,,,145.0,128.0,,,,,,,,,,,,,,,
2023_17154,Lisboa,,,,130,145,,,,137.0,118.0,,,,,,,,,,,,,,,,
2023_17155,Lisboa,117.0,,,133,129,,,118.0,,,108.0,,,,,,,,,,,,,,,
2023_17156,Outro,,,,116,130,,,,,106.0,,,,,134.0,,,,,,,,,,,
2023_17157,Lisboa,89.0,95.0,100.0,116,116,,,,,,,,,,,,,,,,,,,,,
2023_17158,Coimbra,,,,181,200,189.0,197.0,,,,,,,,,,,,,,,,,,,
2023_17159,Coimbra,,,,128,132,,,,123.0,114.0,,,,,,,,,,,,,,,,
2023_17160,Setúbal,200.0,185.0,199.0,179,200,,,,,,,,,,,,,,,,,,,,,
2023_17161,Lisboa,,,,178,182,,,,,151.0,141.0,,,,,,,,,,,,,,,197.0
2023_17162,Setúbal,162.0,,,145,170,,,169.0,157.0,,,,,,,,,,,,,,,,,
2023_17163,Porto,109.0,107.0,110.0,133,128,,,,,,,,,,,,,,,,,,,,,
2023_17164,Lisboa,115.0,,,133,135,,,125.0,,,110.0,,,,,,,,,,,,,,,
2023_17165,Setúbal,123.0,,118.0,146,154,,132.0,,,,,,,,,,,,,,,,,,170.0,
2023_17166,Lisboa,,,,121,124,139.0,80.0,,,,,,,,,,,,,,,,,,,
2023_17167,Outro,,,,137,155,,,,,119.0,,,,,166.0,,,,,,,,,,,
2023_17168,Lisboa,,,,161,169,,,,152.0,161.0,,,,,,,,,,,,,,,,
2023_17169,Outro,,,,135,141,138.0,101.0,,,,,,,,,,,,,,,,,,,
2023_17170,Braga,,,,137,140,,,,,128.0,,,136.0,,,,,,,,,,,,,
2023_17171,Setúbal,,,,80,100,97.0,31.0,,,,,,,,,,,,,,,,,,,
2023_17172,Braga,,,,108,121,,,,,82.0,,,,,137.0,,,,,,,,,,,
2023_17173,Setúbal,,,,170,195,,,,,179.0,,,,,179.0,,,,,,,,,,,
2023_17174,Porto,,,,162,180,176.0,168.0,,,,,,,,,,,,,,,,,,,
2023_17175,Lisboa,,,,136,139,,,,,127.0,,,126.0,,,,,,,,,,,,,
2023_17176,Setúbal,,,,149,152,,,,,141.0,135.0,,,,,,,,,,,,,,,
2023_17177,Lisboa,,,,115,131,,,,,94.0,,,,,129.0,,,,,,,,,,,
2023_17178,Lisboa,179.0,,,177,185,,,170.0,175.0,,,,,,,,,,,,,,,,,
2023_17179,Porto,200.0,173.0,169.0,176,192,,,,,,,,,,,,,,,,,,,,,
2023_17180,Outro,,,,135,150,,,,,135.0,121.0,,,,,,,,,,,,,,,
2023_17181,Outro,157.0,,138.0,148,153,,132.0,,,,,,,,,,,,,,,,,,,
2023_17182,Outro,165.0,151.0,156.0,179,177,,,,,,,,,,,,,,,,,,,,,
2023_17183,Lisboa,153.0,,,148,160,,,143.0,153.0,,,,,,,,,,,,,,,,,
2023_17184,Setúbal,117.0,125.0,118.0,129,135,,,,,,,,,,,,,,,,,,,,,
2023_17185,Coimbra,177.0,147.0,144.0,165,178,,,,,,,,,,,,,,,,,,,,,
2023_17186,Lisboa,,,,165,171,,,,,154.0,150.0,,,,,,,,,,,,,,,
2023_17187,Coimbra,173.0,140.0,130.0,145,166,,,,,,,,,,,,,,,,,,,,,
2023_17188,Porto,,,,137,153,148.0,125.0,,,,,,,,,,,,,,,,,,,
2023_17189,Outro,,,,130,147,,,,,135.0,,,117.0,,,,,,,,,,,,,
2023_17190,Lisboa,178.0,191.0,155.0,172,185,,,,,,,,,,,,,,,,,,,,,
2023_17191,Braga,,,,149,171,156.0,165.0,,,,,,,,,,,,,,,,,,,
2023_17192,Outro,69.0,,,108,100,,,87.0,,,77.0,,,,,,,,,,,,,,,
2023_17193,Outro,148.0,148.0,139.0,147,161,,,,,,,,,,,,,,,,,,,,,
2023_17194,Faro,,,,171,183,,,,,153.0,,,175.0,,,,,,,,,,,,,
2023_17195,Lisboa,190.0,169.0,163.0,166,191,,,,,,,,,,,,,,,,,,,,,
2023_17196,Braga,165.0,,150.0,148,163,,145.0,,,,,,,,,,,,,,,,,,,
2023_17197,Braga,158.0,169.0,137.0,166,173,,,,,,,,,,,,,,,,,,,,,
2023_17198,Porto,,,,198,185,,,,,177.0,146.0,,,,,,,,,,,,,,,
2023_17199,Outro,,,,108,124,117.0,85.0,,,,,,,,,,,,,,,,,,,
2023_17200,Porto,,,,167,185,173.0,,,,,,166.0,,,,,,,,,,,,,,
2023_17201,Outro,,,,137,151,,,,,118.0,,,,,159.0,,,,,,,,,,,
2023_17202,Lisboa,117.0,120.0,130.0,130,128,,,,,,,,,,,,,,,,,,,,,
2023_17203,Lisboa,174.0,158.0,169.0,164,180,,,,,,,,,,,,,,,,,,,,,
2023_17204,Outro,,,,140,152,,,,,150.0,134.0,,,,,,,,,,,,,,,
2023_17205,Braga,121.0,,119.0,129,142,,123.0,,,,,,,,,,,,,,,,,,,
2023_17206,Lisboa,188.0,,,172,187,,,160.0,185.0,,,,,,,,,,,,,,,,,
2023_17207,Outro,200.0,,,167,193,,,200.0,,,148.0,,,,,,,,,,,,,,,
2023_17208,Porto,200.0,199.0,174.0,173,198,,,,,,,,,,,,,,,,,,,,,
2023_17209,Lisboa,130.0,126.0,126.0,129,143,,,,,,,,,,,,,,,,,,,,,
2023_17210,Outro,,,,164,175,,,,,148.0,,,,,174.0,,,,,,,,,,,
2023_17211,Lisboa,147.0,,125.0,148,143,,107.0,,,,,,,,,,,,,,,,,,,
2023_17212,Coimbra,171.0,141.0,148.0,160,172,,,,,,,,,,,,,,,,,,,,,
2023_17213,Porto,185.0,166.0,199.0,198,198,,,,,,,,,,,,,,,,,,,,,
2023_17214,Lisboa,99.0,100.0,105.0,117,124,,,,,,,,,,,,,,,,,,,,,
2023_17215,Faro,,,,145,153,,,,,137.0,128.0,,,,,,,,,,,,,,,
2023_17216,Lisboa,175.0,,,150,172,,,171.0,,,157.0,,,,,,,,,,,,,,,
2023_17217,Setúbal,,,,156,156,,,,,141.0,136.0,,,,,,,,,,,,,,,
2023_17218,Lisboa,118.0,,112.0,121,129,,83.0,,,,,,,,,,,,,,,,,,,
2023_17219,Porto,,,,166,179,,169.0,,,186.0,148.0,,,,,,,,,,,,,,,
2023_17220,Porto,,,,181,193,,,,,198.0,,,,,182.0,,,,,,,,,,,
2023_17221,Braga,,,,147,150,,,,,137.0,122.0,,,,,,,,,,,,,,,
2023_17222,Lisboa,182.0,,,157,186,,,156.0,188.0,,,,,,,,,,,,,,,,,
2023_17223,Coimbra,200.0,170.0,196.0,165,200,,,,,,,,,,,,,,,,,,,,,
2023_17224,Setúbal,172.0,,,173,186,,,193.0,166.0,,,,,,,,,,,,,,,,,
2023_17225,Coimbra,115.0,,,139,140,,,140.0,119.0,,,,,,,,,,,,,,,,,
2023_17226,Setúbal,117.0,109.0,102.0,126,128,,,,,,,,,,,,,,,,,,,,,
2023_17227,Lisboa,,,,165,169,,,,167.0,139.0,,,,,,,,,,,,,,,,
2023_17228,Setúbal,106.0,,116.0,125,128,,101.0,,,,,,,,,,,,,,,,,,,
2023_17229,Porto,105.0,,110.0,136,123,,109.0,,,,,105.0,,,,,,,,,,,,,,
2023_17230,Outro,,,,137,149,162.0,,,,,,118.0,,,,,,,,,,,,,,
2023_17231,Coimbra,170.0,178.0,145.0,162,176,,,,,,,,,,,,,,,,,,,,,
2023_17232,Leiria,102.0,100.0,112.0,129,130,,,,,,,,,,,,,,,,,,,,,
2023_17233,Setúbal,130.0,135.0,130.0,138,152,,,,,,,,,,,,,,,,,,,,,
2023_17234,Lisboa,,,,156,156,157.0,,,,,,125.0,,,,,,,,,,,,,,
2023_17235,Porto,101.0,,,119,122,,,98.0,115.0,,,,,,,,,,,,,,,,,
2023_17236,Porto,163.0,,,155,164,,,170.0,,,140.0,,,,,,,,,,,,,,,
2023_17237,Lisboa,,,,167,177,177.0,,,,,,147.0,,,,,,,,,,,,,,
2023_17238,Lisboa,,,,136,144,,,,,142.0,117.0,,,,,,,,,,,,,,,
2023_17239,Porto,141.0,125.0,130.0,136,150,,,,,,,,,,,,,,,,,,,,,
2023_17240,Outro,91.0,96.0,107.0,113,119,,,,,,,,,,,,,,,,,,,,,
2023_17241,Porto,,,,176,192,,,,,175.0,192.0,,,,,,,,,,,,,,,
2023_17242,Braga,98.0,106.0,99.0,118,123,,,,,,,,,,,,,,,,,,,,,
2023_17243,Porto,,,,152,170,,,,,159.0,,,,,176.0,,,,,,,,,,,
2023_17244,Outro,177.0,199.0,199.0,192,200,,,,,,,,,,,,,,,,,,,,,
2023_17245,Lisboa,,,,188,184,185.0,,,,,,149.0,,,,,,,,,,,,,,
2023_17246,Braga,,,,131,146,,,,,130.0,,,135.0,,,,,,,,,,,,,
2023_17247,Lisboa,36.0,31.0,40.0,87,100,,,,,,,,,,,,,,,,,,,,,
2023_17248,Porto,35.0,,,98,100,,,53.0,,,68.0,,,,,,,,,,,,,,,
2023_17249,Lisboa,175.0,197.0,189.0,161,196,,,,,,,,,,,,,,,,,,,,,
2023_17250,Setúbal,166.0,137.0,145.0,146,170,,,,,,,,,,,,,,,,,,,,,
2023_17251,Outro,,,,117,119,117.0,69.0,,,,,,,,,,,,,,,,,,,
2023_17252,Outro,,,,145,170,,,,,155.0,,,,,175.0,,,,,,,,,,,
2023_17253,Outro,172.0,138.0,130.0,158,164,,,,,,,,,,,,,,,,,,,,,
2023_17254,Braga,,,,139,137,,,,,137.0,120.0,,,,,,,,,,,,,,,
2023_17255,Lisboa,121.0,100.0,101.0,130,128,,,,,,,,,,,,,,,,,,,,,
2023_17256,Porto,,,,128,128,,,,,108.0,117.0,,,,,,,,,,,,,,,
2023_17257,Lisboa,,,,165,177,,,,,160.0,172.0,,,,,,,,,,,,,,,
2023_17258,Outro,172.0,,185.0,186,189,,165.0,,,,,,,,,,,,,,,182.0,,,,
2023_17259,Lisboa,,,,150,163,,,,,153.0,,,135.0,,,,,,,,,,,,,
2023_17260,Lisboa,109.0,,109.0,136,127,,115.0,,,,,,,,,,,,,,,,,,,
2023_17261,Lisboa,183.0,,,198,200,,,200.0,196.0,,,,,,,,,,,,,,,,,
2023_17262,Lisboa,196.0,,,160,199,,,185.0,200.0,,,,,,,,,,,,,,,,,
2023_17263,Braga,,,,125,125,,,,101.0,110.0,,,,,,,,,,,,,,,,
2023_17264,Lisboa,,,,169,187,,,,,178.0,,,,,186.0,,,,,,,,,,,
2023_17265,Coimbra,,,,162,181,,,,,162.0,,,176.0,,,,,,,,,,,,,
2023_17266,Outro,145.0,116.0,125.0,140,147,,,,,,,,,,,,,,,,,,,,,
2023_17267,Faro,,,,160,174,,,,173.0,151.0,,,,,,,,,,,,,,,,
2023_17268,Outro,162.0,139.0,135.0,152,161,,,,,,,,,,,,,,,,,,,,,
2023_17269,Braga,142.0,132.0,126.0,132,147,,,,,,,,,,,,,,,,,,,,,
2023_17270,Lisboa,135.0,,,148,152,,,136.0,,,120.0,,,,,,,,,,,,,,,
2023_17271,Lisboa,,,,153,147,,,,,131.0,,,135.0,,,,,,,,,,,,,
2023_17272,Faro,,,,137,157,,,,151.0,140.0,,,,,,,,,,,,,,,,
2023_17273,Lisboa,,,,162,174,,,,,144.0,,,,,184.0,,,,,,,,,,,
2023_17274,Lisboa,82.0,,96.0,102,100,,39.0,,,,,,,,,,,,,,,,,,,
2023_17275,Lisboa,,,,172,167,,,,,145.0,,,159.0,,,,,,,,,,,,,
2023_17276,Lisboa,,,,153,178,,,,,159.0,,,,,174.0,,,,,,,,,,,
2023_17277,Braga,,,,176,183,,,,,198.0,143.0,,,,,,,,,,,,,,,
2023_17278,Outro,,,,116,121,140.0,80.0,,,,,,,,,,,,,,,,,,,
2023_17279,Coimbra,184.0,199.0,167.0,166,187,,,,,,,,,,,,,,,,,,,,,
2023_17280,Setúbal,,,,186,200,,,,,172.0,,,200.0,,,,,,,,,,,,,
2023_17281,Setúbal,,,,140,162,,,,151.0,144.0,,,,,,,,,,,,,,,,
2023_17282,Lisboa,,,,135,156,,,,,144.0,,,135.0,,,,,,,,,,,,,
2023_17283,Coimbra,,,,135,154,,,,,128.0,,,,,157.0,,,,,,,,,,,
2023_17284,Lisboa,,,,148,153,149.0,109.0,,,,,,,,,,,,,,,,,,,
2023_17285,Porto,,,,125,129,,,,,121.0,,,121.0,,,,,,,,,,,,,
2023_17286,Braga,,,,98,100,,,,72.0,49.0,,,,,,,,,,,,,,,,
2023_17287,Porto,,,,137,144,,,,121.0,135.0,,,,,,,,,,,,,,,,
2023_17288,Coimbra,,,,145,147,,,,,136.0,122.0,,,,,,,,,,,,,,,
2023_17289,Coimbra,137.0,119.0,118.0,130,139,,,,,,,,120.0,,,,,,,,,,,,,
2023_17290,Lisboa,,,,177,195,,,,200.0,179.0,,,,,,,,,,,,,,,,
2023_17291,Lisboa,84.0,,95.0,112,102,,69.0,,,,,,,,,,,,,,,,,,,
2023_17292,Porto,130.0,136.0,115.0,129,139,,,,,,,,,,,,,,,,,,,,,
2023_17293,Outro,99.0,,111.0,121,117,,60.0,,,,,,,,,,,,,,,,,,,
2023_17294,Faro,51.0,80.0,97.0,102,100,,,,,,,,,,,,,,,,,,,,,
2023_17295,Porto,,,,138,151,147.0,,,,,,115.0,,,,,,,,,,,,,,
2023_17296,Lisboa,,,,129,124,,,,,110.0,109.0,,,,,,,,,,,,,,,
2023_17297,Lisboa,,,,129,139,,,,122.0,120.0,,,,,,134.0,,,,,,,,,,
2023_17298,Lisboa,146.0,130.0,125.0,130,147,,,,,,,,,,,,,,,,,,,,,
2023_17299,Lisboa,93.0,,,115,117,,,109.0,112.0,,,,,,,,,,,,,,,,,
2023_17300,Setúbal,144.0,,120.0,127,137,,91.0,,,,,,,,,,,,,,,,,,,
2023_17301,Outro,,,,136,136,,,,,121.0,,,118.0,,,,,,,,,,,,,
2023_17302,Lisboa,155.0,136.0,136.0,140,162,,,,,,,,,,,,,,,,,,,,,
2023_17303,Leiria,115.0,,,135,138,,,118.0,114.0,,,,,,,,,,,,,,,,,
2023_17304,Lisboa,,,,130,142,149.0,,,,,,111.0,,,,,,,,,,,,,,
2023_17305,Outro,,,,125,139,,,,,117.0,,,117.0,,,,,,,,,,,,,
2023_17306,Porto,,,,118,115,,,,99.0,91.0,,,,,,,,,,,,,,,,
2023_17307,Outro,,,,149,168,,,,,135.0,,,,,164.0,,,,,,,,,,,
2023_17308,Coimbra,181.0,155.0,145.0,165,176,,,,,,,,,,,,,,,,,,,,,
2023_17309,Porto,172.0,,,155,167,,,172.0,,,132.0,,,,,,,,,,,,,,,
2023_17310,Lisboa,,,,116,143,,,,,113.0,,,,,152.0,,,,,,,,,,,
2023_17311,Lisboa,,,,170,181,,,,,162.0,,,178.0,,,,,,,,,,,,,
2023_17312,Lisboa,,,,167,173,,,,,157.0,146.0,,,,,,,,,,,,,,,
2023_17313,Lisboa,200.0,199.0,168.0,167,197,,,,,,,,,,,,,,,,,,,,,
2023_17314,Porto,112.0,125.0,122.0,141,144,,,,,,,,,,,,,,,,,,,,,
2023_17315,Lisboa,,,,140,161,,,,155.0,145.0,,,,,,,,,,,,,,,,
2023_17316,Coimbra,157.0,,,159,176,,,151.0,176.0,,,,,,,,,,,,,,,,,
2023_17317,Outro,,,,185,189,183.0,,,,,,168.0,,,,,,,,,,,,,,
2023_17318,Porto,,,,135,144,,,,,137.0,,,137.0,,,,,,,,,,,,,
2023_17319,Outro,160.0,,,155,166,,,154.0,153.0,,,,,,,,,,,,,,,,,
2023_17320,Outro,81.0,95.0,93.0,109,108,,,,,,,,,,,,,,,,,,,,,
2023_17321,Outro,101.0,,112.0,122,114,,66.0,,,,,,,,,,,,,,,,,,,
2023_17322,Leiria,196.0,170.0,199.0,170,197,,,,,,,,,,,,,,,,,,,,,
2023_17323,Braga,,,,95,100,79.0,,,,73.0,,,36.0,,,,,,,,,,,,,
2023_17324,Braga,175.0,168.0,165.0,155,182,,,,,,,,,,,,,,,,,,,,,
2023_17325,Porto,,,,166,171,,,,,145.0,,,167.0,,,,,,,,,,,,,
2023_17326,Lisboa,0.0,,,95,100,,,58.0,50.0,,,,,,,,,,,,,,,,,
2023_17327,Lisboa,,,,142,155,,,,,136.0,,,135.0,,,,,,,,,,,,,
2023_17328,Outro,197.0,,199.0,172,194,,200.0,,,,,,,,,,,,,,,,,,,
2023_17329,Faro,,,,127,135,,,,146.0,118.0,,,,,,,,,,,,,,,,
2023_17330,Outro,,,,198,196,,,,,162.0,,,,,178.0,,,,,,,,,,,
2023_17331,Outro,,,,178,194,,,,,174.0,,,200.0,,,,,,,,,,,,,
2023_17332,Outro,151.0,146.0,137.0,142,162,,,,,,,,,,,,,,,,,,,,,
2023_17333,Faro,134.0,148.0,131.0,139,150,,,,,,,,,,,,,,,,,,,,,
2023_17334,Porto,,,,151,163,,,,,140.0,,,,,163.0,,,,,,,,,,,
2023_17335,Outro,157.0,,,146,165,,,154.0,,,129.0,,,,,,,,,,,,,,,
2023_17336,Lisboa,98.0,,,105,132,,,90.0,102.0,,,,,,,,,184.0,,,,,,,,
2023_17337,Outro,125.0,,,140,142,,,139.0,,,110.0,,,,,,,,,,,,,,,
2023_17338,Leiria,,,,159,183,,,,190.0,166.0,,,,,,,,,,,,,,,,
2023_17339,Lisboa,155.0,,,142,153,,,145.0,,,130.0,,,,,,,,,,,,,,,
2023_17340,Braga,,,,140,145,145.0,,,,,,119.0,,,,,,,,,,,,,,
2023_17341,Outro,,,,171,192,,,,,167.0,,,,,184.0,,,,,,,,,,,
2023_17342,Lisboa,,,,166,183,180.0,,,,,,186.0,,,,,,,,,,,,,,
2023_17343,Lisboa,138.0,,130.0,140,148,,119.0,,,,,,,,,,,,,,,,,,,
2023_17344,Coimbra,191.0,,,165,195,,,188.0,176.0,,,,,,,,,,,,,,,,,
2023_17345,Lisboa,,,,146,177,,,,169.0,148.0,,,,,,,,,,,,,,,,
2023_17346,Braga,,,,187,200,,,,200.0,182.0,,,,,,,,,,,,,,,,
2023_17347,Coimbra,,,,116,124,,,,,105.0,103.0,,,,,,,,,,,,,,,
2023_17348,Faro,,,,143,156,,,,,142.0,,,133.0,,,,,,,,,,,,,
2023_17349,Lisboa,136.0,,,135,141,,,137.0,,,113.0,,,,,,,,,,,,,,,
2023_17350,Porto,,,,155,170,,,,,177.0,138.0,,,,,,,,,,,,,,,
2023_17351,Lisboa,115.0,,,119,137,,,122.0,126.0,,,,,,,,,,,,,,,,,
2023_17352,Outro,,,,128,133,132.0,,,,,,98.0,,,,,,,,,,,,,,
2023_17353,Setúbal,,,,155,165,169.0,138.0,,,,,,,,,,,,,,,,,,,
2023_17354,Outro,,,,181,188,,,,,198.0,158.0,,,,,,,,,,,,,,,
2023_17355,Faro,197.0,,169.0,160,195,,172.0,,,,,,,,,,,,,,,,,,,
2023_17356,Porto,,,,156,168,166.0,,,,,,146.0,,,,,,,,,,,,,,
2023_17357,Outro,120.0,,,135,138,,,134.0,,,121.0,,,,,,,,,,,,,,,
2023_17358,Leiria,,,,153,155,,,,,141.0,129.0,,,,,,,,,,,,,,,
2023_17359,Lisboa,,,,188,200,,,,181.0,182.0,,,,,,,,,,,,,,,,
2023_17360,Lisboa,185.0,159.0,166.0,158,185,,,,,,,,,,,,,,,,,,,,,
2023_17361,Outro,,,,118,117,,,,,96.0,,,95.0,,,,,,,,,,,,,
2023_17362,Lisboa,,,,96,118,,,,,76.0,,,,,122.0,,,,,,,,,,,
2023_17363,Outro,175.0,,167.0,192,196,,196.0,,,,,,,,,,,,,,,,,,,
2023_17364,Faro,200.0,199.0,199.0,198,200,,,,,,,,,,,,,,,,,,,,,
2023_17365,Leiria,146.0,126.0,132.0,138,151,,,,,,,,,,,,,,,,,,,,,
2023_17366,Lisboa,110.0,117.0,98.0,116,119,,,,,,,,,,,,,,,,,,,,,
2023_17367,Porto,126.0,121.0,116.0,129,128,,,,,,,,,,,,,,,,,,,,,
2023_17368,Outro,182.0,170.0,175.0,165,180,,,,,,,,,,,,,,,,,,,,,
2023_17369,Lisboa,152.0,,,157,174,,,145.0,166.0,,,,,,,,,,,,,,,,,
2023_17370,Outro,,,,165,177,,,,,161.0,,,158.0,,,,,,,,,,,,,
2023_17371,Porto,,,,95,100,91.0,11.0,,,,,,,,,,,,,,,,,,,
2023_17372,Outro,,,,169,196,,,,,198.0,,,,,185.0,,,,,,,,,,,
2023_17373,Braga,189.0,165.0,199.0,161,196,,,,,,,,,,,,,,,,,,,,,
2023_17374,Lisboa,,,,100,104,,,,102.0,91.0,,,,,,,,,,,,,,,,
2023_17375,Leiria,169.0,,,172,179,,,159.0,171.0,,,,,,,,,,,,,,,,,
2023_17376,Lisboa,165.0,,,177,182,,,155.0,167.0,,,,,,,,,,,,,,,,,
2023_17377,Coimbra,,,,124,125,,,,,105.0,,,116.0,,,,,,,,,,,,,
2023_17378,Lisboa,,,,116,132,,,,118.0,106.0,,,,,,,,,,,,,,,,
2023_17379,Lisboa,98.0,106.0,110.0,129,119,,,,,,,,,,,,,,,,,,,,,
2023_17380,Lisboa,175.0,166.0,148.0,156,181,,,,,,,,,,,,,,,,,,,,,
2023_17381,Outro,,,,156,173,,,,,155.0,,,,,175.0,,,,,,,,,,,
2023_17382,Setúbal,95.0,,,125,123,,,101.0,,,103.0,,,,,,,,,,,,,,,
2023_17383,Setúbal,147.0,,,157,160,,,164.0,157.0,,,,,,,,,,,,,,,,,
2023_17384,Outro,,,,147,158,,,,,140.0,143.0,,,,,,,,,,,,,,,
2023_17385,Leiria,,,,142,148,,,,143.0,119.0,,,,,,,,,,,,,,,,
2023_17386,Braga,,,,147,162,,,,158.0,137.0,,,,,,,,,,,,,,,,
2023_17387,Outro,180.0,,,146,163,,,165.0,,,131.0,,,,,,,,,,,,,,,
2023_17388,Setúbal,109.0,127.0,116.0,126,131,,,,,,,,,,,,,,,,,,,,,
2023_17389,Braga,,,,198,200,,,,200.0,176.0,,,,,,,,,,,,,,,,
2023_17390,Braga,178.0,,,198,196,,,195.0,,180.0,192.0,,,,,,,,,,,,,,,
2023_17391,Faro,135.0,144.0,127.0,145,149,,,,,,,,,,,,,,,,,,,,,
2023_17392,Lisboa,,,,118,133,132.0,,,,,,100.0,,,,,,,,,,,,,,
2023_17393,Porto,140.0,136.0,128.0,150,148,,,,,,,,,,,,,,,,,,,,,
2023_17394,Outro,,,,143,160,,,,,137.0,141.0,,,,,,,,,,,,,,,
2023_17395,Braga,200.0,,165.0,183,200,,200.0,,,,,,,,,,,,,,,,,,,
2023_17396,Porto,110.0,122.0,113.0,130,131,,,,,,,,,,,,,,,,,,,,,
2023_17397,Outro,,,,116,129,127.0,,,,,,90.0,,,,,,,,,,,,,,
2023_17398,Lisboa,188.0,175.0,174.0,168,193,,,,,,,,,,,,,,,,,,,,,
2023_17399,Porto,133.0,125.0,125.0,139,137,,,,,,,,,,,,,,,,,,,,,
2023_17400,Porto,121.0,125.0,128.0,137,145,,,,,,,,,,,,,,,,,,,,,
2023_17401,Faro,,,,149,172,,,,,147.0,,,,,173.0,,,,,,,,,,,
2023_17402,Leiria,,,,151,166,,,,,148.0,,,,,166.0,,,,,,,,,,,
2023_17403,Lisboa,,,,131,136,,,,,128.0,,,111.0,,,,,,,,,,,,,
2023_17404,Setúbal,140.0,,,133,143,,,146.0,,,116.0,,,,,,,,,,,,,,,
2023_17405,Setúbal,139.0,130.0,130.0,149,152,,,,,,,,,,,,,,,139.0,,,,,,
2023_17406,Porto,135.0,,125.0,147,162,,135.0,,,,,,,,,,182.0,,,,,,,,,
2023_17407,Setúbal,,,,181,182,,,,200.0,161.0,,,,,,,,,,,,,,,,
2023_17408,Leiria,179.0,149.0,159.0,147,170,,,,,,,,,,,,,,,,,,,,,
2023_17409,Porto,,,,136,147,,,,,126.0,,,142.0,,,,,,,,,,,,,
2023_17410,Lisboa,159.0,,,155,181,,,177.0,158.0,,,,,,,,,,,,,,,,,
2023_17411,Braga,150.0,147.0,128.0,143,152,,,,,,,,,,,,,,,,,,,,,
2023_17412,Braga,102.0,,103.0,126,115,,56.0,,,,,,,,,,,,,,,,,,,
2023_17413,Setúbal,200.0,,,180,186,,,176.0,,,158.0,,,,,,,,,,,,,,,
2023_17414,Setúbal,182.0,,,190,189,,,190.0,,,145.0,,,,,,,,,,,,,,,
2023_17415,Braga,,,,147,161,,,,,135.0,,,,,163.0,,,,,,,,,,,
2023_17416,Lisboa,,,,145,158,,,,149.0,139.0,,,,,,,,,,,,,,,,
2023_17417,Outro,169.0,,,171,176,,,167.0,,,155.0,,,,,,,,,,,,,,,
2023_17418,Outro,162.0,150.0,135.0,145,156,,,,,,,,,,,,,,,,,,,,,
2023_17419,Outro,155.0,138.0,139.0,139,155,,,,,,,,,,,,,,,,,,,,,
2023_17420,Lisboa,123.0,121.0,113.0,136,137,,,,,,,,,,,,,,,,,,,,,
2023_17421,Lisboa,,,,135,126,,,,115.0,110.0,,,,,,,,,,,,,,,,
2023_17422,Outro,200.0,,176.0,198,200,,198.0,,,,,,,,,,,,,,,,,,,
2023_17423,Lisboa,151.0,121.0,129.0,143,148,,,,,,,,,,,,,,,,,,,,,
2023_17424,Outro,155.0,,137.0,146,159,,169.0,,,,,,,,,,,,,,,,,,,
2023_17425,Outro,90.0,82.0,89.0,115,110,,,,,,,,,,,,,,,,,,,,,
2023_17426,Lisboa,122.0,118.0,135.0,141,140,,,,,,,,,,,,,,,,,,,,,
2023_17427,Lisboa,,,,150,156,,,,,151.0,138.0,,,,,,,,,,,,,,,
2023_17428,Braga,188.0,158.0,144.0,157,180,,,,,,,,,,,,,,,,,,196.0,,,
2023_17429,Porto,,,,198,188,,,,170.0,159.0,,,,,,,,,,,,,,,,
2023_17430,Braga,,,,137,173,160.0,,,,,,126.0,,,,,180.0,,,,,,,,,
2023_17431,Porto,,,,131,130,,,,129.0,115.0,,,,,,,,,,,,,,,,
2023_17432,Braga,,,,155,163,,,,151.0,153.0,,,,,,,,,,,,,,,,
2023_17433,Lisboa,166.0,155.0,142.0,148,169,,,,,,,,,,,,,,,,,,,,,
2023_17434,Braga,168.0,,140.0,148,163,,152.0,,,,,,,,,,,,,,,,,,,
2023_17435,Braga,,,,142,146,,,,,136.0,,,135.0,,,,,,,,,,,,,
2023_17436,Outro,108.0,127.0,115.0,139,139,,,,,,,,,,,,,,,,,,,,,
2023_17437,Faro,,,,163,161,,,,148.0,142.0,,,,,,,,,,,,,,,,
2023_17438,Lisboa,,,,165,174,,,,,147.0,,,,,182.0,,,,,,,,,,,
2023_17439,Setúbal,,,,157,156,,,,,135.0,136.0,,,,,,,,,,,,,,,
2023_17440,Braga,,,,129,149,,,,,126.0,,,,,165.0,,,,,,,,,,,
