Curso,Codigo,Nota_Real,Nota_Simulada,Erro
Comunicação Multimédia,3091-8339,107.7,109.5,1.8
Animação Sociocultural,3091-9005,114.5,117.0,2.5
Desporto,3091-9563,95.7,99.0,3.3
Comunicação e Relações Públicas,3091-9652,100.0,99.5,-0.5
Educação Básica,3091-9853,96.0,96.8,0.8
Contabilidade,3092-9056,103.5,105.5,2.0
Engenharia Civil,3092-9089,,95.0,
Engenharia Informática,3092-9119,103.2,102.8,-0.4
Engenharia Topográfica,3092-9128,,96.0,
Gestão,3092-9147,122.0,125.0,3.0
Gestão de Recursos Humanos,3092-9157,105.5,105.0,-0.5
Marketing,3092-9205,105.2,107.0,1.8
Energia e Ambiente,3092-9855,,113.5,
Gestão Hoteleira,3095-9173,97.0,101.5,4.5
Turismo e Lazer,3095-9255,98.0,101.0,3.0
Restauração e Catering,3095-9484,113.7,116.5,2.8
Serviço Social (regime pós-laboral),3101-8014,110.4,111.5,1.1
Educação Social,3101-9084,102.8,106.0,3.2
Serviço Social,3101-9238,120.2,122.0,1.8
Tradução e Interpretação: Português/Chinês - Chinês/Português,3101-9492,145.1,183.0,37.9
Relações Humanas e Comunicação Organizacional,3101-9797,123.1,125.5,2.4
Desporto e Bem-Estar,3101-9851,118.4,123.0,4.6
Educação Básica,3101-9853,106.5,106.8,0.3
Comunicação e Media,3101-L099,131.2,133.0,1.8
Solicitadoria (regime pós-laboral),3102-8015,106.7,107.5,0.8
Administração Pública,3102-9002,124.0,125.5,1.5
Engenharia Civil,3102-9089,,131.5,
Engenharia e Gestão Industrial,3102-9104,106.5,103.0,-3.5
Engenharia Eletrotécnica e de Computadores,3102-9112,119.0,118.5,-0.5
Engenharia Informática,3102-9119,124.3,125.0,0.7
Engenharia Mecânica,3102-9123,114.8,111.5,-3.3
Gestão,3102-9147,132.2,129.2,-3.0
Marketing,3102-9205,126.6,124.0,-2.6
Solicitadoria,3102-9242,123.3,124.5,1.2
Contabilidade e Finanças,3102-9627,125.3,124.5,-0.8
Engenharia da Energia e do Ambiente,3102-9648,,111.5,
Biomecânica,3102-9690,117.9,120.0,2.1
Engenharia Automóvel,3102-9741,110.6,111.5,0.9
Engenharia Informática (regime pós-laboral),3102-9885,112.1,112.0,-0.1
Engenharia Mecânica (regime pós-laboral),3102-9886,,115.5,
Gestão (regime pós-laboral),3102-9991,108.8,106.2,-2.6
Design Gráfico e Multimédia (regime pós-laboral),3103-8126,133.3,137.0,3.7
Design de Produto - Cerâmica e Vidro,3103-8525,121.3,122.5,1.2
Artes Plásticas,3103-9007,135.8,132.5,-3.3
Design Industrial,3103-9074,136.3,137.0,0.7
Teatro,3103-9243,141.8,152.0,10.2
Som e Imagem,3103-9457,130.7,132.5,1.8
Design Gráfico e Multimédia,3103-9729,155.6,187.5,31.9
Programação e Produção Cultural,3103-L127,105.8,108.0,2.2
Gestão de Eventos,3105-8514,127.5,132.0,4.5
Biotecnologia,3105-9016,106.1,108.0,1.9
Engenharia Alimentar,3105-9087,,103.0,
Gestão Turística e Hoteleira,3105-9178,129.6,139.5,9.9
Marketing Turístico,3105-9207,131.8,139.2,7.4
Turismo,3105-9254,129.2,137.0,7.8
Animação Turística,3105-9848,123.9,132.0,8.1
Gestão da Restauração e Catering,3105-L131,111.3,114.8,3.5
Artes Visuais e Tecnologias,3112-8307,130.0,131.5,1.5
Animação Sociocultural,3112-9005,114.5,116.0,1.5
Educação Básica,3112-9853,127.5,131.2,3.7
Educação Básica (regime pós-laboral),3112-9876,111.8,113.0,1.2
Mediação Artística e Cultural,3112-L134,111.5,111.5,0.0
Relações Públicas e Comunicação Empresarial (regime pós-laboral),3113-8438,140.5,143.5,3.0
Publicidade e Marketing (regime pós-laboral),3113-8439,144.5,152.5,8.0
Audiovisual e Multimédia,3113-9010,148.0,178.5,30.5
Jornalismo,3113-9191,151.0,163.8,12.8
Publicidade e Marketing,3113-9222,154.0,155.5,1.5
Relações Públicas e Comunicação Empresarial,3113-9231,147.5,152.0,4.5
Solicitadoria (regime pós-laboral),3117-8015,122.5,123.5,1.0
Contabilidade e Administração,3117-9058,141.7,140.0,-1.7
Gestão,3117-9147,151.6,156.0,4.4
Solicitadoria,3117-9242,137.8,136.0,-1.8
Finanças Empresariais,3117-9476,146.4,148.2,1.8
Contabilidade e Administração (regime pós-laboral),3117-9870,124.5,128.5,4.0
Finanças Empresariais (regime pós-laboral),3117-9889,130.1,133.5,3.4
Gestão (regime pós-laboral),3117-9991,136.1,138.0,1.9
Comércio e Negócios Internacionais (regime pós-laboral),3117-L035,126.3,128.0,1.7
Engenharia Civil,3118-9089,107.5,110.5,3.0
Engenharia Eletrónica e Telecomunicações e de Computadores,3118-9108,123.0,128.0,5.0
Engenharia Eletrotécnica,3118-9109,107.5,105.2,-2.3
Engenharia Informática e de Computadores,3118-9121,138.5,142.8,4.3
Engenharia Mecânica,3118-9123,115.9,116.5,0.6
Engenharia Química e Biológica,3118-9126,113.4,115.5,2.1
Engenharia Informática e Multimédia,3118-L052,131.0,133.0,2.0
Tecnologias e Gestão Municipal,3118-L085,110.0,112.5,2.5
Matemática Aplicada à Tecnologia e à Empresa,3118-L117,132.0,135.5,3.5
"Engenharia Informática, Redes e Telecomunicações",3118-L119,137.6,143.5,5.9
Serviço Social (regime pós-laboral),3121-8014,,101.5,
Serviço Social,3121-9238,100.0,104.5,4.5
Turismo,3121-9254,114.8,122.0,7.2
Jornalismo e Comunicação,3121-9773,112.3,113.0,0.7
Educação Básica,3121-9853,106.1,105.2,-0.9
Línguas e Culturas Estrangeiras,3131-8002,143.2,136.0,-7.2
Artes Visuais e Tecnologias Artísticas,3131-8264,148.9,144.5,-4.4
Educação Social,3131-9084,138.3,137.5,-0.8
Tradução e Interpretação em Língua Gestual Portuguesa,3131-9807,124.0,125.5,1.5
Educação Básica,3131-9853,140.9,141.8,0.9
Educação Musical,3131-9878,121.3,123.0,1.7
Educação Social (regime pós-laboral),3131-9879,122.2,123.0,0.8
Marketing (regime pós-laboral),3134-8005,138.4,138.5,0.1
Assessoria e Tradução,3134-9009,145.3,144.5,-0.8
Ciências e Tecnologias da Documentação e Informação,3134-9043,133.5,135.0,1.5
Comunicação Empresarial,3134-9053,154.0,151.5,-2.5
Contabilidade e Administração,3134-9058,146.2,176.0,29.8
Marketing,3134-9205,150.6,141.5,-9.1
Recursos Humanos,3134-9227,149.9,148.5,-1.4
Comércio Internacional,3134-9716,152.9,155.5,2.6
Assessoria e Tradução (regime pós-laboral),3134-9829,138.9,142.0,3.1
Comércio Internacional (regime pós-laboral),3134-9866,136.1,139.0,2.9
Comunicação Empresarial (regime pós-laboral),3134-9867,143.9,152.0,8.1
Contabilidade e Administração (regime pós-laboral),3134-9870,127.3,132.0,4.7
Criatividade e Inovação Empresarial,3134-L070,147.3,148.5,1.2
Engenharia de Sistemas,3135-8316,144.2,148.8,4.6
Engenharia Civil,3135-9089,123.0,122.0,-1.0
Engenharia e Gestão Industrial,3135-9104,171.5,195.5,24.0
Engenharia Eletrotécnica - Sistemas Elétricos de Energia,3135-9110,136.4,140.5,4.1
Engenharia Eletrotécnica e de Computadores,3135-9112,145.2,150.5,5.3
Engenharia Geotécnica e Geoambiente,3135-9117,110.3,111.5,1.2
Engenharia Informática,3135-9119,153.9,157.0,3.1
Engenharia Mecânica,3135-9123,155.2,159.0,3.8
Engenharia Química,3135-9125,159.2,191.5,32.3
Engenharia Biomédica,3135-9455,167.7,195.5,27.8
Engenharia Mecânica Automóvel,3135-9936,144.3,149.0,4.7
Biorrecursos,3135-L089,140.7,142.8,2.1
Solicitadoria (regime pós-laboral),3138-8015,128.2,129.0,0.8
Ciências Empresariais (regime pós-laboral),3138-8097,122.4,121.5,-0.9
Sistemas de Informação para Gestão,3138-8288,108.8,109.5,0.7
Segurança Informática em Redes de Computadores,3138-8398,125.4,128.0,2.6
Ciências Empresariais,3138-9045,151.8,157.8,6.0
Engenharia Informática,3138-9119,131.1,132.8,1.7
Solicitadoria,3138-9242,146.6,136.0,-10.6
Segurança do Trabalho e Ambiente,3138-L091,123.3,125.5,2.2
Gestão das Atividades Turísticas (regime pós-laboral),3139-8442,130.2,133.0,2.8
Gestão e Administração Hoteleira,3139-9164,161.4,200.0,38.6
Gestão das Atividades Turísticas,3139-9921,150.4,188.5,38.1
Gestão da Restauração e Catering,3139-L131,134.4,136.0,1.6
Agronomia (regime pós-laboral),3141-8419,,98.5,
Agronomia,3141-9003,111.1,110.5,-0.6
Qualidade Alimentar e Nutrição Humana,3141-L080,122.3,124.5,2.2
Educação Social,3142-9084,112.4,106.5,-5.9
Educação Básica,3142-9853,110.8,111.8,1.0
Educação Ambiental e Turismo de Natureza,3142-L130,108.0,113.0,5.0
Gestão de Empresas,3143-9152,112.5,113.5,1.0
Informática,3143-9185,113.9,116.5,2.6
Contabilidade e Fiscalidade,3143-9498,107.1,97.5,-9.6
Negócios Internacionais,3143-9785,103.5,101.2,-2.3
Gestão de Empresas (regime pós-laboral),3143-9994,97.0,99.5,2.5
Desporto de Natureza e Turismo Ativo,3145-9730,106.2,106.8,0.6
Gestão das Organizações Desportivas,3145-9763,108.8,106.5,-2.3
Treino Desportivo,3145-9808,110.8,112.0,1.2
Atividade Física e Estilos de Vida Saudáveis,3145-L008,100.4,102.5,2.1
"Desporto, Condição Física e Saúde",3145-L034,111.6,108.5,-3.1
Comunicação Social,3151-9054,135.0,95.0,-40.0
Desporto,3151-9563,111.8,111.5,-0.3
Tradução e Interpretação de Língua Gestual Portuguesa,3151-9633,105.2,105.5,0.3
Educação Básica,3151-9853,114.8,118.0,3.2
Tecnologias de Energia,3152-8515,103.5,105.0,1.5
"Engenharia de Automação, Controlo e Instrumentação",3152-9092,118.8,114.0,-4.8
Engenharia Eletrotécnica e de Computadores,3152-9112,120.5,121.2,0.7
Engenharia Informática,3152-9119,129.3,130.0,0.7
Engenharia Mecânica,3152-9123,120.4,119.5,-0.9
Tecnologia e Gestão Industrial (regime noturno),3152-9862,107.5,104.5,-3.0
Tecnologia Biomédica,3152-L069,114.9,116.5,1.6
Tecnologias do Ambiente e do Mar,3152-L124,108.7,109.5,0.8
Gestão de Recursos Humanos (regime pós-laboral),3153-8111,100.0,103.5,3.5
Gestão de Recursos Humanos,3153-9157,135.9,138.5,2.6
Marketing,3153-9205,132.6,132.0,-0.6
Contabilidade e Finanças,3153-9627,127.3,124.5,-2.8
Contabilidade e Finanças (regime noturno),3153-9628,102.5,98.5,-4.0
Gestão da Distribuição e da Logística,3153-9629,124.7,124.2,-0.5
Gestão de Sistemas de Informação,3153-9630,125.9,128.5,2.6
Gestão da Distribuição e da Logística (regime pós-laboral),3153-9993,104.8,97.5,-7.3
Biotecnologia,3154-9016,112.3,114.0,1.7
Engenharia Civil,3154-9089,,99.0,
Engenharia Civil (regime noturno),3154-9090,,101.5,
Bioinformática,3154-9687,106.1,110.0,3.9
Tecnologias do Petróleo,3154-L100,,106.0,
Enfermagem,3155-9500,132.4,131.0,-1.4
Fisioterapia,3155-9504,145.0,143.0,-2.0
Terapia da Fala,3155-9890,107.0,106.5,-0.5
Agronomia,3161-9003,126.9,124.0,-2.9
Biotecnologia,3161-9016,108.1,106.0,-2.1
Enfermagem Veterinária,3161-9085,116.9,117.5,0.6
Educação Social Gerontológica,3162-9473,113.1,115.0,1.9
Educação Básica,3162-9853,120.2,117.2,-3.0
Artes Plásticas e Tecnologias Artísticas,3162-L122,121.0,121.5,0.5
Engenharia da Computação Gráfica e Multimédia,3163-8407,110.3,109.2,-1.1
Engenharia Alimentar,3163-9087,,113.0,
Engenharia Informática,3163-9119,126.8,123.5,-3.3
Engenharia Mecânica,3163-9123,113.3,112.5,-0.8
Gestão,3163-9147,142.8,146.5,3.7
Gestão (regime noturno),3163-9148,117.8,113.5,-4.3
Turismo,3163-9254,136.4,141.0,4.6
Design de Ambientes,3163-9723,109.7,108.5,-1.2
Design do Produto,3163-9727,117.2,116.5,-0.7
Engenharia Civil e do Ambiente,3163-9743,,111.5,
Engenharia Mecatrónica,3163-9751,122.7,119.0,-3.7
Engenharia de Redes e Sistemas de Computadores,3163-L153,112.6,110.5,-2.1
Gestão da Distribuição e Logística,3164-8464,104.8,109.5,4.7
Organização e Gestão Empresariais,3164-8516,122.1,124.5,2.4
Contabilidade e Fiscalidade,3164-9498,100.8,103.5,2.7
Marketing e Comunicação Empresarial,3164-9664,130.7,131.0,0.3
Desporto e Lazer,3165-9731,107.9,95.0,-12.9
Comunicação Social,3181-9054,119.6,123.5,3.9
Educação Social,3181-9084,104.8,96.5,-8.3
Artes Plásticas e Multimédia,3181-9347,125.1,129.0,3.9
Desporto e Atividade Física,3181-9850,121.5,125.0,3.5
Educação Básica,3181-9853,104.8,108.5,3.7
Publicidade e Relações Públicas,3181-9930,118.3,119.5,1.2
Gestão Industrial,3182-8296,108.7,109.5,0.8
Tecnologia e Design de Mobiliário,3182-8517,130.4,129.0,-1.4
Contabilidade,3182-9056,114.7,116.0,1.3
Engenharia Civil,3182-9089,,97.0,
Engenharia Eletrotécnica,3182-9109,116.4,116.8,0.4
Engenharia Informática,3182-9119,118.4,118.5,0.1
Engenharia Mecânica,3182-9123,112.8,113.0,0.2
Gestão de Empresas,3182-9152,123.5,123.0,-0.5
Marketing,3182-9205,117.2,117.8,0.6
Turismo,3182-9254,125.5,129.0,3.5
Tecnologias e Design de Multimédia,3182-9491,102.2,105.5,3.3
Gestão de Empresas (regime pós-laboral),3182-9994,105.4,109.0,3.6
Enfermagem Veterinária,3185-9085,102.2,102.5,0.3
Engenharia Agronómica,3185-9086,121.8,119.5,-2.3
Engenharia Informática e Telecomunicações,3186-9122,111.7,110.2,-1.5
Gestão e Informática,3186-9168,104.0,106.0,2.0
"Gestão Turística, Cultural e Patrimonial",3186-9179,96.8,100.5,3.7
Serviço Social,3186-9238,105.4,106.0,0.6
Secretariado de Administração,3186-L116,106.8,109.0,2.2
Contabilidade,3241-9056,122.8,123.0,0.2
Gestão de Empresas,3241-9152,103.8,97.0,-6.8
Gestão de Recursos Humanos e Comportamento Organizacional,3241-9640,107.1,103.0,-4.1
Engenharia Eletrotécnica e de Computadores,3242-9112,,95.2,
Engenharia Informática,3242-9119,110.0,111.5,1.5
Conservação e Restauro,3242-9380,116.5,119.5,3.0
Design e Tecnologia das Artes Gráficas,3242-9644,114.6,117.5,2.9
Fotografia,3242-9645,109.7,115.5,5.8
Engenharia Mecânica,3243-9123,123.7,122.0,-1.7
Informática e Tecnologias Multimédia,3243-L143,,108.0,
Design,3331-9069,127.9,128.0,0.1
Multimédia,3331-9213,157.2,169.0,11.8
Tecnologias e Sistemas de Informação para a Web,3331-L071,124.9,127.5,2.6
Artes Plásticas,5402-9007,160.0,156.0,-4.0
Design de Comunicação,5402-9070,169.5,198.0,28.5
Serviço Social (regime pós-laboral),6800-8014,131.5,130.0,-1.5
Finanças e Contabilidade,6800-8029,154.5,155.5,1.0
Sociologia (regime pós-laboral),6800-8109,122.5,123.0,0.5
Informática e Gestão de Empresas (regime pós-laboral),6800-8366,140.0,141.0,1.0
Ciência Política,6800-9019,151.0,142.0,-9.0
Economia,6800-9081,162.0,167.0,5.0
Engenharia de Telecomunicações e Informática,6800-9098,134.5,136.2,1.7
Engenharia Informática,6800-9119,154.0,153.5,-0.5
Gestão,6800-9147,164.8,168.5,3.7
Gestão de Marketing,6800-9156,157.5,156.5,-1.0
Gestão de Recursos Humanos,6800-9157,161.0,186.2,25.2
Informática e Gestão de Empresas,6800-9189,149.5,148.5,-1.0
Psicologia,6800-9219,156.5,154.0,-2.5
Sociologia,6800-9240,136.5,132.0,-4.5
Arquitetura,6800-9257,158.0,158.0,0.0
Antropologia,6800-9448,121.5,120.5,-1.0
Engenharia Informática (regime pós-laboral),6800-9885,139.5,142.0,2.5
História Moderna e Contemporânea,6800-9927,123.5,122.0,-1.5
Gestão Industrial e Logística,6800-L030,153.0,154.5,1.5
Enfermagem,7001-9500,131.4,128.5,-2.9
Enfermagem,7002-9500,137.0,134.0,-3.0
Enfermagem,7003-9500,144.0,141.0,-3.0
Terapia Ocupacional,7005-8138,132.6,139.5,6.9
Enfermagem,7005-9500,120.4,122.5,2.1
Enfermagem,7010-9500,148.0,146.5,-1.5
Dietética e Nutrição,7015-8149,106.5,108.5,2.0
Enfermagem,7015-9500,125.7,125.5,-0.2
Enfermagem (entrada no 2.º semestre),7015-9501,112.7,116.0,3.3
Farmácia,7015-9549,95.0,98.5,3.5
Gerontologia,7015-9833,,121.0,
Ciências Biomédicas Laboratoriais,7015-L068,108.1,108.5,0.4
Enfermagem,7020-9500,114.8,113.5,-1.3
Fisioterapia,7020-9504,142.1,141.5,-0.6
Imagem Médica e Radioterapia,7020-L066,108.7,108.5,-0.2
Fisiologia Clínica,7020-L067,123.7,124.5,0.8
Ciências Biomédicas Laboratoriais,7020-L068,112.6,112.0,-0.6
Enfermagem,7030-9500,125.2,123.5,-1.7
Dietética e Nutrição,7035-8149,115.7,116.5,0.8
Enfermagem,7035-9500,130.3,130.5,0.2
Farmácia,7035-9549,113.0,114.0,1.0
Imagem Médica e Radioterapia,7035-L066,108.3,108.5,0.2
Ciências Biomédicas Laboratoriais,7035-L068,111.6,107.0,-4.6
Enfermagem,7040-9500,105.4,102.5,-2.9
Farmácia,7040-9549,113.6,115.0,1.4
Terapia Ocupacional,7045-8138,107.5,108.0,0.5
Dietética e Nutrição,7045-8149,119.2,118.0,-1.2
Enfermagem,7045-9500,126.6,128.0,1.4
Fisioterapia,7045-9504,144.0,147.0,3.0
Terapia da Fala,7045-9890,110.0,111.0,1.0
Enfermagem,7055-9500,96.0,98.0,2.0
Higiene Oral,7055-9556,,106.5,
Enfermagem,7065-9500,119.2,116.5,-2.7
Enfermagem,7075-9500,129.5,126.0,-3.5
Enfermagem,7080-9500,131.8,132.0,0.2
Enfermagem,7085-9500,127.6,126.5,-1.1
Enfermagem,7092-9500,99.6,101.5,1.9
Enfermagem,7093-9500,113.7,115.5,1.8
Engenharia de Máquinas Marítimas,7105-9745,114.4,109.5,-4.9
Pilotagem,7105-9789,143.9,142.5,-1.4
Gestão de Transportes e Logística,7105-9924,123.5,125.0,1.5
Gestão Portuária,7105-9926,133.0,134.0,1.0
Engenharia Eletrotécnica Marítima,7105-L118,113.0,110.2,-2.8
Produção Alimentar em Restauração (regime pós-laboral),7110-8011,95.0,96.5,1.5
Direção e Gestão Hoteleira,7110-9076,152.4,186.5,34.1
Gestão do Lazer e Animação Turística,7110-9163,143.0,142.0,-1.0
Gestão Turística,7110-9177,150.4,189.5,39.1
Informação Turística,7110-9183,134.4,135.0,0.6
Produção Alimentar em Restauração,7110-9217,125.0,126.0,1.0
Direção e Gestão Hoteleira (regime pós-laboral),7110-9875,136.8,138.5,1.7
Gestão do Lazer e Animação Turística (regime pós-laboral),7110-9995,129.0,128.0,-1.0
Gestão Turística (regime pós-laboral),7110-9996,136.6,137.0,0.4
Audiologia,7210-8141,96.0,99.5,3.5
Dietética e Nutrição,7210-8149,138.3,144.5,6.2
Fisioterapia,7210-9504,153.0,152.0,-1.0
Farmácia,7210-9549,126.4,126.5,0.1
Saúde Ambiental,7210-9861,103.5,107.0,3.5
Imagem Médica e Radioterapia,7210-L066,131.3,132.0,0.7
Fisiologia Clínica,7210-L067,135.7,135.0,-0.7
Ciências Biomédicas Laboratoriais,7210-L068,138.5,129.5,-9.0
Dietética e Nutrição,7220-8149,147.5,169.0,21.5
Ortoprotesia,7220-8152,114.9,115.0,0.1
Fisioterapia,7220-9504,154.1,146.5,-7.6
Farmácia,7220-9549,134.0,133.0,-1.0
Saúde Ambiental,7220-9861,116.7,116.5,-0.2
Imagem Médica e Radioterapia,7220-L066,130.9,131.5,0.6
Fisiologia Clínica,7220-L067,138.0,133.5,-4.5
Ciências Biomédicas Laboratoriais,7220-L068,143.5,137.0,-6.5
Ortóptica e Ciências da Visão,7220-L161,113.5,113.0,-0.5
Terapia Ocupacional,7230-8138,121.0,122.5,1.5
Audiologia,7230-8141,111.5,112.5,1.0
Ortóptica,7230-8143,125.0,126.0,1.0
Fisioterapia,7230-9504,153.8,155.5,1.7
Farmácia,7230-9549,133.3,135.0,1.7
Saúde Ambiental,7230-9861,116.5,117.5,1.0
Terapia da Fala,7230-9890,114.5,115.0,0.5
Imagem Médica e Radioterapia,7230-L066,131.0,133.0,2.0
Fisiologia Clínica,7230-L067,134.5,135.0,0.5
Ciências Biomédicas Laboratoriais,7230-L068,145.3,143.5,-1.8
Biotecnologia Medicinal,7230-L101,157.0,152.0,-5.0
Osteopatia,7230-L136,141.8,149.5,7.7
