Aluno_ID,Distrito,Historia_A,Portugues,Geografia_A,Nota_Interna,MACS,Matematica_A,Fisica_Quimica_A,Biologia_Geologia,Economia_A,Desenho_A,Geometria_Descritiva_A,Ingles,Literatura_Portuguesa,HCA,Italiano_Iniciacao,Frances,Historia_B,Portugues_L2,Latim_A,Espanhol_Continuacao,Matematica_B,Espanhol_Iniciacao,Alemao,Mandarim_Iniciacao,Filosofia,Portugues_LNM
2024_3973,Braga,,95,,104,,79.0,100.0,79.0,,,,,,,,,,,,,,,,,,
2024_3974,Porto,,196,,200,,195.0,170.0,196.0,,,,,,,,,,,,,,,,,,
2024_3975,Lisboa,142.0,139,,159,,,,,,,162.0,,137.0,,,,,,,,,,,,,
2024_3976,Lisboa,,191,,200,,,,,,200.0,200.0,,,,,,,,,,,,,,,
2024_3977,Porto,,165,,187,157.0,179.0,,,178.0,,,,,,,,,,,,,,,,,
2024_3978,Porto,156.0,159,,166,153.0,,,,,,,,,,,,,,,,,,,,,
2024_3979,Lisboa,,156,,176,,176.0,144.0,137.0,,,,,,,,,,,,,,,,,,
2024_3980,Lisboa,,196,,200,,200.0,195.0,196.0,,,,,,,,,,,,,,,,,,
2024_3981,Setúbal,114.0,106,,133,,,,,,,,132.0,,,,,,,,,,,,,,123.0
2024_3982,Lisboa,,163,,188,,,,,,177.0,187.0,,,,,,,,,,,,,,,
2024_3983,Faro,,109,,125,,116.0,107.0,99.0,,,,,,,,,,,,,,,,,,
2024_3984,Coimbra,138.0,112,117.0,132,,,,,,,,,,,,,,,,,,,,,,
2024_3985,Leiria,,119,,155,,145.0,146.0,,,,148.0,,,,,,,,,,,,,,,
2024_3986,Lisboa,,163,,186,,176.0,175.0,,,,164.0,,,,,,,,,,,,,,,
2024_3987,Porto,,130,,167,,180.0,146.0,,,,165.0,,,,,,,,,,,,,,,
2024_3988,Lisboa,,128,,160,,180.0,145.0,,,,149.0,,,,,,,,,,,,,,,
2024_3989,Lisboa,,136,,168,,155.0,139.0,,,,147.0,,,,,,,,,,,,,,,
2024_3990,Porto,,173,,184,,,,,,195.0,,,,153.0,,,,,,,,,,,,
2024_3991,Outro,,135,,156,,177.0,152.0,118.0,,,,,,,,,,,,,,,,,,
2024_3992,Lisboa,,175,,199,,200.0,200.0,156.0,,,,,,,,,,,,,,,,,,
2024_3993,Lisboa,,136,,149,,145.0,150.0,116.0,,,,,,,,,,,,,,,,,,
2024_3994,Leiria,144.0,135,127.0,152,,,,,,,,,,,,,,,,,,,,,,
2024_3995,Outro,175.0,145,137.0,168,,,,,,,,,,,,,,,,,,,,,,
2024_3996,Porto,,110,,127,121.0,121.0,,,117.0,,,,,,,,,,,,,,,,,
2024_3997,Outro,,86,,101,115.0,80.0,,,101.0,,,,,,,,,,,,,,,,,
2024_3998,Lisboa,,115,,145,,149.0,132.0,,,,133.0,,,,,,,,,,,,,,,
2024_3999,Outro,,161,,191,,189.0,166.0,196.0,,,,,,,,,,,,,,,,,,
2024_4000,Lisboa,,145,,170,,181.0,165.0,146.0,,,,,,,,,,,,,,,,,,
2024_4001,Outro,,95,91.0,112,,89.0,,,115.0,,,,,,,,,,,,,,,,,
2024_4002,Braga,146.0,125,,149,129.0,,,,,,,,,,,,,,,,,,,,,
2024_4003,Outro,,105,,132,,,,,,146.0,,,,119.0,,,,,,,,,,,,
2024_4004,Lisboa,156.0,132,,157,,,,,,,,,127.0,,,,,,,,,,,,,
2024_4005,Braga,111.0,95,,112,115.0,,,,,,,,,,,,,,,,,,,,,
2024_4006,Porto,,88,70.0,100,,60.0,,,95.0,,,,,,,,,,,,,,,,,
2024_4007,Faro,,155,,181,,,,,,167.0,170.0,,,,,,,,,,,,,,,
2024_4008,Outro,,111,,137,,137.0,126.0,102.0,,,,,,,,,,,,,,,,,,
2024_4009,Leiria,116.0,96,,114,,,,,,,,,89.0,,,,,,,,,,,,,
2024_4010,Lisboa,,145,,185,168.0,185.0,,,176.0,,,,,,,,,,,,,,,,,
2024_4011,Braga,,168,,195,,199.0,165.0,196.0,,,,,,,,,,,,,,,,,,
2024_4012,Leiria,181.0,196,,200,,,,,,,,,200.0,,,,,,,,,,,,,
2024_4013,Outro,,167,,187,,,,,,175.0,,,,170.0,,,,,,,,,,,,
2024_4014,Outro,,125,,149,,162.0,138.0,117.0,,,,,,,,,,,,,,,,,,
2024_4015,Outro,,143,,162,,178.0,147.0,137.0,,,,,,,,,,,,,,,,,,
2024_4016,Coimbra,,166,,190,,,,,,190.0,,,,158.0,,,,,,,,,,,,
2024_4017,Lisboa,,105,,106,,101.0,114.0,74.0,,,,,,,,,,,,,,,,,,
2024_4018,Porto,,116,,124,,141.0,109.0,84.0,,,,,,,,,,,,,,,,,,
2024_4019,Outro,,148,128.0,177,,185.0,,,176.0,,,,,,,,,,,,,,,,,
2024_4020,Lisboa,,117,,139,,128.0,136.0,,,,119.0,,,,,,,,,,,,,,,
2024_4021,Porto,,138,116.0,160,,163.0,,,159.0,,,,,,,,,,,,,,,,,
2024_4022,Setúbal,,147,,176,,,,,,165.0,160.0,,,,,,,,,,,,,,,
2024_4023,Lisboa,,103,,122,,121.0,115.0,93.0,,,,,,,,,,,,,,,,,,
2024_4024,Outro,116.0,97,,111,96.0,,,,,,,,,,,,,,,,,,,,,
2024_4025,Outro,,136,,162,,163.0,150.0,132.0,,,,,,,,,,,,,,,,,,
2024_4026,Outro,,122,,148,,161.0,131.0,105.0,,,,,,,,,,,,,,,,,,
2024_4027,Lisboa,147.0,117,,148,,,,,,,,,132.0,,,,,,,,,,,,,
2024_4028,Setúbal,,137,,160,,178.0,140.0,,,,135.0,,,,,,,,,,,,,,,
2024_4029,Coimbra,,119,,145,142.0,155.0,,,147.0,,,,,,,,,,,,,,,,,
2024_4030,Lisboa,,75,,100,,52.0,70.0,62.0,,,,,,,,,,,,,,,,,,
2024_4031,Porto,,103,95.0,130,,141.0,,,115.0,,,,,,,,,,,,,,,,,
2024_4032,Braga,160.0,131,134.0,155,,,,,,,,,,,,,,,,,,,,,,
2024_4033,Porto,,147,,175,,175.0,161.0,,,,171.0,,,,,,,,,,,,,,,
2024_4034,Faro,,117,,148,130.0,148.0,,,136.0,,,,,,,,,,,,,,,,,
2024_4035,Lisboa,,120,,135,,148.0,128.0,109.0,,,,,,,,,,,,,,,,,,
2024_4036,Lisboa,,148,,182,,,,,,182.0,175.0,,,,,,,,,,,,,,,
2024_4037,Coimbra,146.0,130,135.0,153,,,,,,,,,,,,,,,,,,,,,,
2024_4038,Faro,,105,,125,,112.0,111.0,,,,105.0,,,,,,,,,,,,,,,
2024_4039,Outro,,145,,167,,177.0,149.0,133.0,,,,,,,,,,,,,,,,,,
2024_4040,Lisboa,,171,,200,,,,,,200.0,200.0,,,,,,,,,,,,,,,
2024_4041,Lisboa,,118,,149,136.0,155.0,,,147.0,,,,,,,,,,,,,,,,,
2024_4042,Braga,148.0,140,,161,,,,,,,,,142.0,,,,,,,,,,,,,
2024_4043,Outro,,156,,200,,,,,,200.0,200.0,,,,,,,,,,,,,,,
2024_4044,Porto,,165,,196,,188.0,200.0,148.0,,,,,,,,,,,,,,,,,,
2024_4045,Outro,,162,,180,,200.0,166.0,157.0,,,,,,,,,,,,,,,,,,
2024_4046,Braga,123.0,107,,136,,,,,,,,139.0,,,,,,,,,,,,,,
2024_4047,Leiria,,115,,138,,141.0,128.0,,,,128.0,,,,,,,,,,,,,,,
2024_4048,Faro,,127,,151,,180.0,139.0,118.0,,,,,,,,,,,,,,,,,,
2024_4049,Lisboa,134.0,126,,144,135.0,,,,,,,,,,,,,,,,,,,,,
2024_4050,Lisboa,157.0,135,,161,,,,,,,,,146.0,,,,,,,,,,,,,
2024_4051,Porto,,138,,160,,183.0,158.0,135.0,,,,,,,,,,,,,,,,,,
2024_4052,Outro,,110,,134,,150.0,121.0,96.0,,,,,,,,,,,,,,,,,,
2024_4053,Lisboa,,177,,198,,188.0,164.0,,,,176.0,,,,,,,,,,,,,,,
2024_4054,Setúbal,145.0,115,117.0,135,,,,,,,,,,,,,,,,,,,,,,
2024_4055,Outro,,155,,161,,175.0,145.0,127.0,,,,,,,,,,,,,,,,,,
2024_4056,Outro,146.0,125,,152,,,,,,,,161.0,,,,,,,,,,,,,,
2024_4057,Porto,,163,,190,,187.0,171.0,,,,180.0,,,,,,,,,,,,,,,
2024_4058,Outro,150.0,141,,158,144.0,,,,,,,,,,,,,,,,,,,,,
2024_4059,Outro,,119,,133,,109.0,125.0,,,,112.0,,,,,,,129.0,,,,,,,,
2024_4060,Lisboa,,150,,175,145.0,178.0,,,175.0,,,,,,,,,,,,,,,,,
2024_4061,Lisboa,,116,,145,,154.0,133.0,115.0,,,,,,,,,,,,,,,,,,
2024_4062,Lisboa,,147,,170,,171.0,148.0,131.0,,,,,,,,,,,,,,,,,,
2024_4063,Outro,,125,,164,,,,,,161.0,,,,152.0,,,,,,,,,,,,
2024_4064,Outro,,117,,141,,136.0,144.0,105.0,,,,,,,,,,,,,,,,,,
2024_4065,Faro,,140,,170,,184.0,171.0,144.0,,,,,,,,,,,,,,,,,,
2024_4066,Outro,,156,,182,,192.0,165.0,158.0,,,,,,,,,,,,,,,,,,
2024_4067,Braga,,116,,152,,,,,,146.0,138.0,,,,,,,,,,,,,,,
2024_4068,Outro,,196,,200,,,,,,200.0,200.0,,,,,,,,,,,,,,,
2024_4069,Braga,,115,,151,,,,,,156.0,,,,123.0,,,,,,,,,,,,
2024_4070,Porto,,145,,192,,,,,,171.0,189.0,,,,,,,,,,,,,,,
2024_4071,Lisboa,,136,,156,,,,,,162.0,,,,145.0,,,,,,,,,,,,
2024_4072,Lisboa,200.0,145,,189,,,,,,,,176.0,,,,,,,,,,,,,,
2024_4073,Outro,,107,,124,,128.0,108.0,101.0,,,,,,,,,,,,,,,,,,
2024_4074,Porto,,137,,164,142.0,171.0,,,155.0,,,,,,,,,,,,,,,,,
2024_4075,Braga,,119,,130,,141.0,130.0,,,,97.0,,,,,,,,,,,,,,,
2024_4076,Setúbal,,113,107.0,136,,149.0,,,148.0,,,,,,,,,,,,,,,,,
2024_4077,Lisboa,133.0,105,,149,,,,,,,,152.0,,,,,,,,,,,,,,
2024_4078,Lisboa,107.0,99,,123,,,,,,,,,111.0,,,,,,,,,,,,,
2024_4079,Setúbal,,111,,127,,113.0,121.0,108.0,,,,,,,,,,,,,,,,,,
2024_4080,Porto,,161,,195,,200.0,200.0,177.0,,,,,,,,,,,,,,,,,,
2024_4081,Faro,,131,,167,,175.0,151.0,129.0,,,,,,,,,,,,,,,,,,
2024_4082,Outro,,126,,140,,,,,,151.0,,,,119.0,,,,,,,,,,,,
2024_4083,Coimbra,,108,,128,,115.0,120.0,87.0,,,,,,,,,,,,,,,,,,
2024_4084,Braga,,127,,155,,148.0,132.0,,,,126.0,,,,160.0,,,,,,,,,,,
2024_4085,Outro,,125,,146,,145.0,138.0,130.0,,,,,,,,,,,,,,,,,,
2024_4086,Braga,,166,134.0,178,,200.0,,,168.0,,,,,,,,,,,,,,,,,
2024_4087,Lisboa,,107,,130,,,,,,142.0,,,,107.0,,,,,,,,,,,,
2024_4088,Lisboa,,139,,148,,157.0,132.0,123.0,,,,,,,,,,,,,,,,,,
2024_4089,Faro,,127,,150,,163.0,145.0,108.0,,,,,,,,,,,,,,,,,,
2024_4090,Outro,,105,,116,,,,,,129.0,90.0,,,,,,,,,,,,,,,
2024_4091,Outro,,175,,187,,187.0,164.0,159.0,,,,,,,,,,,,,,,,,,
2024_4092,Outro,162.0,160,,189,,,,,,,,184.0,,,,,,,,,,,,,,
2024_4093,Lisboa,95.0,66,70.0,100,,,,,,,,,,,,,,,,,,,,,,
2024_4094,Braga,156.0,149,,164,,,,,,,,,140.0,,,,,,,,,,,,,
2024_4095,Porto,110.0,95,,114,95.0,,,,,,,,,,,,,,,,,,,,,
2024_4096,Lisboa,,129,,154,,,,,,155.0,,,,130.0,,,,,,,,,,,,
2024_4097,Outro,,140,,169,,189.0,149.0,151.0,,,,,,,,,,,,,,,,,,
2024_4098,Outro,,107,,121,,105.0,119.0,89.0,,,,,,,,,,,,,,,,,,
2024_4099,Lisboa,,115,,147,131.0,121.0,,,130.0,,,,,,,,,,,,,,,,,
2024_4100,Porto,,121,,143,,157.0,129.0,116.0,,,,,,,,,,,,,,,,,,
2024_4101,Setúbal,,112,,153,,146.0,145.0,,,,136.0,,,,,,,,,,,,,,,
2024_4102,Lisboa,190.0,150,,200,,,,,,,,192.0,,,,,,,,,,,,,,
2024_4103,Outro,95.0,85,,100,,,,,,,,,78.0,,,,,,,,,,,,,
2024_4104,Porto,50.0,49,54.0,100,,,,,,,,,,,,,,,,,,,,,,
2024_4105,Porto,,90,,100,,69.0,82.0,,,,68.0,,,,,,,,,,,,,,,
2024_4106,Braga,,158,145.0,193,,181.0,,,192.0,,,,,,,,,,,,,,,,,
2024_4107,Outro,160.0,145,,172,,,,,,,,163.0,,,,,,,,,,,,,,
2024_4108,Faro,158.0,139,,164,,,,,,,,171.0,,,,,,,,,,,,,,
2024_4109,Braga,,107,,125,,110.0,104.0,99.0,,,,,,,,,,,,,,,,,,
2024_4110,Outro,,129,,159,,170.0,135.0,,,,145.0,,,,,,,,,,,,,,,
2024_4111,Setúbal,,118,,143,,148.0,137.0,110.0,,,,,,,,,,,,,,,,,,
2024_4112,Lisboa,,98,,123,,,,,,137.0,,,,91.0,,,,,,,,,,,,
2024_4113,Porto,,140,,171,,175.0,149.0,,,,192.0,,,,,,,,,,,,,,,
2024_4114,Lisboa,,110,,118,,125.0,114.0,76.0,,,,,,,,,,,,,,,,,,
2024_4115,Outro,139.0,122,,149,,,,,,,,158.0,,,,,,,,,,,,,,
2024_4116,Setúbal,,180,,200,,,,,,200.0,196.0,,,,,,,,,,,,,,,
2024_4117,Lisboa,,141,,174,,,,,,175.0,179.0,,,,,,,,,,,,,,,
2024_4118,Lisboa,106.0,105,,116,116.0,,,,,,,,,,,,,,,,,,,,,
2024_4119,Lisboa,,125,,155,,145.0,139.0,,,,140.0,,,,,,,,,,,,,,,
2024_4120,Lisboa,157.0,161,,179,,,,,,,,171.0,,,,,,,,,,,,,,
2024_4121,Lisboa,,140,,172,,191.0,151.0,136.0,,,,,,,,,,,,,,,,,,
2024_4122,Lisboa,,88,,101,,78.0,97.0,72.0,,,,,,,,,,,,,,,,,,
2024_4123,Lisboa,118.0,95,,136,,,,,,,,143.0,,,,,,,,,,,,,,
2024_4124,Outro,,139,,179,161.0,182.0,,,166.0,,,,,,,,,,,,,,,,,
2024_4125,Braga,200.0,169,,198,,,,,,,,,200.0,,,,,,,,,,,,,
2024_4126,Leiria,153.0,136,,169,,,,,,,,168.0,,,,,,,,,,,,,,
2024_4127,Braga,,155,142.0,183,,181.0,,,175.0,,,,,,,,,,,,,,,,,
2024_4128,Coimbra,,149,122.0,170,,193.0,,,180.0,,,,,,,,,,,,,,,,,
2024_4129,Porto,,116,,128,,139.0,118.0,116.0,,,,,,,,,,,,,,,,,,
2024_4130,Outro,,116,,147,,171.0,126.0,,,,126.0,,,,,,,,,,,,,,,
2024_4131,Lisboa,,138,,152,,157.0,147.0,141.0,,,,,,,,,,,,,,,,,,
2024_4132,Outro,,96,,101,,85.0,95.0,59.0,,,,,,,,,,,,,,,,,,
2024_4133,Setúbal,,130,,166,,167.0,167.0,,,,148.0,,,,,,,,,,,,,,,
2024_4134,Setúbal,,97,96.0,105,,84.0,,,109.0,,,,,,,,,,,,,,,,,
2024_4135,Porto,,140,,186,,194.0,175.0,,,,175.0,,,,,,,,,,,,,,,
2024_4136,Setúbal,,142,,167,,162.0,146.0,,,,174.0,,,,,,,,,,,,,,,
2024_4137,Setúbal,,118,,140,,,,,,149.0,119.0,,,,,,,,,,,,,,,
2024_4138,Porto,,102,85.0,123,,103.0,,,112.0,,,,,,,,,,,,,,,,,
2024_4139,Porto,,120,,152,139.0,158.0,,,149.0,,,,,,,,,,,,,,,,,
2024_4140,Leiria,127.0,113,100.0,128,,,,,,,,,,,,,,,,,,,,,,
2024_4141,Leiria,,157,,173,,190.0,168.0,137.0,,,,,,,,,,,,,,,,,,
2024_4142,Porto,77.0,79,71.0,100,,,,,,,,,,93.0,,,,,,,,,,,,
2024_4143,Lisboa,,118,,146,132.0,138.0,,,131.0,,,,,,,,,,,,,,,,,
2024_4144,Outro,,125,,152,,155.0,135.0,119.0,,,,,,,,,,,,,,,,,,
2024_4145,Outro,,111,,140,,,,,,155.0,,,,115.0,,,,,,,,,,,,
2024_4146,Porto,,196,,200,,195.0,175.0,196.0,,,,,,,,,,,,,,,,,,
2024_4147,Braga,,95,,100,,96.0,96.0,77.0,,,,,,,,,,,,,,,,,,
2024_4148,Coimbra,,157,158.0,180,,176.0,,,170.0,,,,,,,,,,,,,,,,,
2024_4149,Porto,,147,127.0,178,,199.0,,,186.0,,,,,,,,,,,,,,,,,
2024_4150,Lisboa,171.0,165,126.0,173,,,,,,,,,,,,,,,,,,,,,,
2024_4151,Lisboa,,126,,151,,173.0,153.0,120.0,,,,,,,,,,,,,,,,,,
2024_4152,Lisboa,156.0,139,,151,147.0,,,,,,,,,,,,,,,,,,,,,
2024_4153,Porto,,158,,192,,192.0,189.0,,,,195.0,,,,,,,,,,,,,,,
2024_4154,Outro,168.0,196,,188,,,,,,,,177.0,,,,,,,,,,,,,,
2024_4155,Braga,,196,,195,,200.0,166.0,170.0,,,,,,,,,,,,,,,,,,
2024_4156,Lisboa,,126,,163,,172.0,155.0,137.0,,,,,,,,,,,,,,,,,,
2024_4157,Outro,,83,92.0,105,,80.0,,,110.0,,,,,,,,,,,,,,,,,
2024_4158,Setúbal,,155,,190,156.0,200.0,,,170.0,,,,,,,,,,,,,,,,,
2024_4159,Braga,,145,,168,,179.0,152.0,125.0,,,,,,,,,,,,,,,,,,
2024_4160,Outro,,137,,160,,176.0,159.0,128.0,,,,,,,,,,,,,,,,,,
2024_4161,Outro,,89,,100,90.0,58.0,,,88.0,,,,,,,,,,,,,,,,,
2024_4162,Outro,,131,,159,,172.0,146.0,131.0,,,,,,,,,,,,,,,,,,
2024_4163,Braga,,47,,100,,18.0,60.0,53.0,,,,,,,,,,,,,,,,,,
2024_4164,Porto,,146,,179,,,,,,179.0,177.0,,,,,,,,,,,,,,,
2024_4165,Lisboa,,125,,153,,175.0,151.0,125.0,,,,,,,,,,,,,,,,,,
2024_4166,Porto,135.0,119,,136,117.0,,,,,,,,,,,,,,,,,,,,,
2024_4167,Braga,,101,,131,,135.0,123.0,102.0,,,,,,,,,,,,,,,,,,
2024_4168,Braga,,130,,154,,,,,,155.0,138.0,,,,,,,,,,,,,,,
2024_4169,Setúbal,,125,,157,,156.0,148.0,130.0,,,,,,,,,,,,,,,,,,
2024_4170,Braga,,165,,189,177.0,196.0,,,186.0,,,,,,,,,,,,,,,,,
2024_4171,Porto,,96,,121,,127.0,117.0,81.0,,,,,,,,,,,,,,,,,,
2024_4172,Outro,,160,,200,,200.0,176.0,182.0,,,,,,,,,,,,,,,,,,
2024_4173,Setúbal,,138,128.0,168,,190.0,,,178.0,,,,,,,,,,,,,,,,,
2024_4174,Lisboa,,135,,158,,178.0,144.0,131.0,,,,,,,,,,,,,,,,,,
2024_4175,Porto,,139,,170,,191.0,161.0,139.0,,,,,,,,,,,,,,,,,,
2024_4176,Braga,,149,,165,,179.0,151.0,127.0,,,,,,,,,,,,,,,,,,
2024_4177,Lisboa,,140,,190,,185.0,161.0,,,,177.0,,,,,,,,,,,,,,,
2024_4178,Lisboa,,128,,138,,131.0,136.0,113.0,,,,,,,,,,,,,,,,,,
2024_4179,Porto,146.0,122,,147,143.0,,,,,,,,,,,,,,,,,,,,,
2024_4180,Lisboa,131.0,105,,130,116.0,,,,,,,,,,,,,,,,,,,,,
2024_4181,Outro,,136,126.0,166,,185.0,,,165.0,,,,,,,,,,,,,,,,,
2024_4182,Braga,,145,,172,,184.0,171.0,137.0,,,,,,,,,,,,,,,,,,
2024_4183,Outro,156.0,165,140.0,166,,,,,,,,,,,,,,,,,,,,,,
2024_4184,Lisboa,165.0,173,,189,,,,,,,,190.0,,,,,,,,,,,,,,
2024_4185,Outro,,140,,187,178.0,189.0,,,186.0,,,,,,,,,,,,,,,,,
2024_4186,Lisboa,,136,,155,,161.0,152.0,119.0,,,,,,,,,,,,,,,,,,
2024_4187,Braga,,151,,177,,178.0,178.0,146.0,,,,,,,,,,,,,,,,,,
2024_4188,Coimbra,,120,109.0,147,,151.0,,,135.0,,,,,,,,,,,,,,,,,
2024_4189,Porto,,148,,166,,,,,,160.0,146.0,,,,,,,,,,,,,,,
2024_4190,Outro,122.0,105,,128,,,,,,,,,125.0,,,,,,,,,,,,,
2024_4191,Lisboa,126.0,116,,140,130.0,,,,,,,,,,,,,,,,,,,,,
2024_4192,Lisboa,,155,,179,,173.0,176.0,131.0,,,,,,,,,,,,,,,,,,
2024_4193,Porto,131.0,112,,145,,,,,,,,149.0,,,,,,,,,,,,,,
2024_4194,Setúbal,,149,,191,,182.0,173.0,,,,191.0,,,,,,,,,,,,,,,
2024_4195,Lisboa,176.0,191,,198,,,,,,,,,200.0,,,,,,,,,,,,,
2024_4196,Outro,98.0,86,,112,,,,,,,,,87.0,,,,,,,,,,,,,
2024_4197,Lisboa,,107,,117,,130.0,101.0,88.0,,,,,,,,,,,,,,,,,,
2024_4198,Setúbal,167.0,194,,191,,,,,,,,197.0,,,,,,,,,,,,,,
2024_4199,Lisboa,111.0,105,,140,,,,,,,,149.0,,,,,,,,,,,,,,
2024_4200,Outro,141.0,126,,143,,,,,,,,,127.0,,,,,,,,,,,,,
2024_4201,Braga,150.0,139,126.0,154,,,,,,,,,,,,,,,,,,,,,,
2024_4202,Outro,157.0,167,,183,,,,,,,,176.0,,,,,,,,,,,,,,
2024_4203,Porto,117.0,106,,127,110.0,,,,,,,,,,,,,,,,,,,,,
2024_4204,Outro,,145,,191,,200.0,171.0,196.0,,,,,,,,,,,,,,,,,,
2024_4205,Outro,,145,,171,,195.0,152.0,147.0,,,,,,,,,,,,,,,,,,
2024_4206,Setúbal,,117,108.0,136,,121.0,,,142.0,,,,,,,,,,,,,,,,,
2024_4207,Porto,156.0,132,126.0,149,,,,,,,,,,,,,,,,,,,,,,
2024_4208,Lisboa,,95,,101,,68.0,95.0,,,,51.0,,,,,,,,,,,,,,,
2024_4209,Braga,,145,,169,141.0,188.0,,,167.0,,,,,,,,,,,,,,,,,
2024_4210,Porto,,117,,146,,,,,,156.0,126.0,,,,,,,,,,,,,,,
2024_4211,Braga,,140,,150,,173.0,135.0,122.0,,,,,,,,,,,,,,,,,,
2024_4212,Outro,,151,,188,,,,,,200.0,,,,163.0,,,,,,,,,,,,
2024_4213,Porto,111.0,99,101.0,113,,,,,,,,,,,,,,,,,,,,,,
2024_4214,Lisboa,110.0,95,,111,,,,,,,,,86.0,,,,,,,,,,,,,
2024_4215,Setúbal,,137,,179,,,,,,180.0,186.0,,,,,,,,,,,,,,,
2024_4216,Braga,,135,,161,,153.0,142.0,115.0,,,,,,,,,,,,,,,,,,
2024_4217,Porto,,95,,100,,78.0,81.0,82.0,,,,,,,,,,,,,,,,,,
2024_4218,Coimbra,156.0,155,,171,,,,,,,,181.0,,,,,,,,,,,,,,
2024_4219,Lisboa,,145,,178,,,,,,173.0,165.0,,,,,,,,,,,,,,,
2024_4220,Braga,,144,,174,155.0,180.0,,,168.0,,,,,,,,,,,,,,,,,
2024_4221,Outro,62.0,46,72.0,100,,,,,,,,,,,,,,,,,,,,,,
2024_4222,Lisboa,,128,,156,,178.0,146.0,126.0,,,,,,,,,,,,,,,,,,
2024_4223,Lisboa,175.0,137,125.0,160,,,,,,,,,,,,,,,,,,,,,,
2024_4224,Outro,,169,,189,,,,,,182.0,,,,155.0,,,,,,,,,,,,
2024_4225,Porto,,124,,147,,163.0,135.0,,,,129.0,,,,,,,,,,,,,,,
2024_4226,Outro,141.0,130,,152,,,,,,,,160.0,,,,,,,,,,,,,,
2024_4227,Outro,,82,,106,,98.0,99.0,,,,63.0,,,,,,,,,,,,,,,
2024_4228,Setúbal,,155,,188,,186.0,175.0,175.0,,,,,,,,,,,,,,,,,,
2024_4229,Outro,,101,,111,,113.0,102.0,89.0,,,,,,,,,,,,,,,,,,
2024_4230,Porto,,100,97.0,117,,91.0,,,106.0,,,,,,,,,,,,,,,,,
2024_4231,Setúbal,,129,129.0,157,,176.0,,,141.0,,,,,,,,,,,,,,,,,
2024_4232,Leiria,,138,,168,,182.0,168.0,,,,162.0,,,,,,,,,,,,,,,
2024_4233,Outro,,195,,200,,200.0,200.0,,,,200.0,,,,,,,,,,,,,,,
2024_4234,Outro,,196,,200,,195.0,200.0,196.0,,,,,,,,,,,,,,,,,,
2024_4235,Lisboa,,130,,152,,172.0,140.0,127.0,,,,,,,,,,,,,,,,,,
2024_4236,Lisboa,176.0,151,,174,154.0,,,,,,,,,,,,,,,,,,,,,
2024_4237,Outro,,129,,164,,175.0,145.0,129.0,,,,,,,,,,,,,,,,,,
2024_4238,Coimbra,,127,,155,,180.0,141.0,128.0,,,,,,,,,,,,,,,,,,
2024_4239,Coimbra,158.0,119,,158,,,,,,,,160.0,,,,,,,,,,,,,,
2024_4240,Coimbra,,100,86.0,110,,96.0,,,126.0,,,,,,,,,,,,,,,,,
2024_4241,Lisboa,,81,,103,83.0,88.0,,,90.0,,,,,,,,,,,,,,,,,
2024_4242,Coimbra,,118,95.0,129,,111.0,,,135.0,,,,,,,,,,,,,,,,,
2024_4243,Outro,200.0,176,,199,,,,,,,,200.0,,,,,,,,,,,,,,
2024_4244,Porto,200.0,196,,200,,,,,,,,,158.0,,,,,,,,,,,,,
2024_4245,Porto,,196,,200,,199.0,185.0,141.0,,,,,,,,,,,,,,,,,,
2024_4246,Coimbra,158.0,128,119.0,149,,,,,,,,,,,,,,,,,,,,,,
2024_4247,Braga,,127,,158,,152.0,149.0,,,,126.0,,,,,,,,,,,,,,,
2024_4248,Leiria,,140,,152,,182.0,142.0,136.0,,,,,,,,,,,,,,,,,,
2024_4249,Porto,,117,,137,,,,,,141.0,,,,112.0,,,,,,,,,,,,
2024_4250,Setúbal,159.0,140,,168,166.0,,,,,,,,,,,,,,,,,,,,,
2024_4251,Faro,,122,,162,,167.0,139.0,,,,151.0,,,,,,,,,,,,,,,
2024_4252,Porto,,105,,128,127.0,111.0,,,116.0,,,,,,,,,,,,,,,,,
2024_4253,Porto,,116,,139,,,,,,147.0,,,,123.0,,,,,,,,,,,,
2024_4254,Lisboa,,137,,174,148.0,178.0,,,162.0,,,,,,,,,,,,,,,,,
2024_4255,Coimbra,,92,,112,,115.0,104.0,79.0,,,,,,,,,,,,,,,,,,
2024_4256,Lisboa,,150,,179,,175.0,168.0,,,,167.0,,,,,,,,,,,,,,,
2024_4257,Outro,,118,,150,,152.0,149.0,118.0,,,,,,,,,,,,,,,,,,
2024_4258,Lisboa,,159,,200,,200.0,200.0,,,,200.0,,,,,,,,,,,,,,,
2024_4259,Faro,67.0,71,,100,,,,,,,,,77.0,,,,,,,,,,,,,
2024_4260,Coimbra,,132,,150,,167.0,143.0,120.0,,,,,,,,,,,,,,,,,,
2024_4261,Lisboa,145.0,117,105.0,128,,,,,,,,,,,,,,,,,,,,,,
2024_4262,Outro,,107,,117,,95.0,112.0,77.0,,,,,,,,,,,,,,,,,,
2024_4263,Braga,,132,,157,,163.0,148.0,,,,145.0,,,,,,,,,,,,,,,
2024_4264,Lisboa,,140,,179,,181.0,169.0,,,,165.0,,,,,,,,,,,,,,,
2024_4265,Porto,,116,,141,128.0,144.0,,,125.0,,,,,,,,,,,,,,,,,
2024_4266,Porto,129.0,121,105.0,135,,,,,,,,,,,,,,,,,,,,,,
