Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Historia_A,Ingles,Geometria_Descritiva_A,Economia_A,MACS,Desenho_A,HCA,Literatura_Portuguesa,Geografia_A,Espanhol_Iniciacao,Historia_B,Matematica_B,Filosofia,Portugues_LNM,Alemao,Frances,Latim_A
2017_14724,Coimbra,145.0,155.0,165.0,155,168,,,,,,,,,,,,,,,,,
2017_14725,Lisboa,176.0,141.0,167.0,131,173,,,,,,,,,,,,,,,,,
2017_14726,Outro,165.0,,131.0,141,163,,,198.0,,,,,,,,,,,,,,
2017_14727,Porto,,,,130,156,127.0,159.0,,,,,,,,,,,,,,,
2017_14728,Outro,97.0,,,101,113,,,,112.0,88.0,,,,,,,,,,,,
2017_14729,Outro,85.0,,89.0,98,100,,,95.0,,,,,,,,,,,,,,
2017_14730,Lisboa,155.0,120.0,115.0,125,140,,,,,,,,,,,,,,,,,
2017_14731,Faro,,,,148,164,,,,,,168.0,133.0,,,,,,,,,,
2017_14732,Porto,,,,125,148,120.0,150.0,,,,,,,,,,,,,,,
2017_14733,Coimbra,,,,145,166,,,,,,159.0,146.0,,,,,,,,,,
2017_14734,Lisboa,200.0,179.0,195.0,190,200,,,,,,,,,,,,,,,,,
2017_14735,Outro,70.0,85.0,65.0,87,100,,,,,,,,,,,,,,,,,
2017_14736,Porto,120.0,,122.0,118,135,,,137.0,,,,,,,,,,,,,,
2017_14737,Porto,172.0,132.0,155.0,159,165,,,,,,,,,,,,,,,,,
2017_14738,Outro,,,,75,101,,,72.0,,,125.0,,,,,,,,,,,
2017_14739,Outro,,,,125,133,,,,,,143.0,101.0,,,,,,,,,,
2017_14740,Porto,120.0,125.0,115.0,117,130,,,,,,,,,,,,,,,,,
2017_14741,Porto,106.0,96.0,95.0,105,113,,,,,,,,,,,,,,,,,
2017_14742,Coimbra,,,,137,159,145.0,,,,131.0,,,,,,,,,,,,
2017_14743,Porto,111.0,,,115,133,,,,131.0,,,,,128.0,,,,,,,,
2017_14744,Coimbra,68.0,71.0,69.0,86,100,,,,,,,,,,,,,,,,,
2017_14745,Setúbal,,,,159,193,192.0,,,,,,,,187.0,,,,,,,,
2017_14746,Outro,166.0,126.0,155.0,156,163,,,,,,,,,,,,,,,,,
2017_14747,Coimbra,49.0,,,79,100,,,,60.0,,,,,70.0,,,,,,,,
2017_14748,Faro,,,,110,126,102.0,,,,,,,,118.0,,,,,,,,
2017_14749,Outro,,,,135,158,160.0,,,,,,,138.0,,,,,,,,,
2017_14750,Lisboa,137.0,125.0,131.0,125,146,,,,,,,,,,,,,,,,,
2017_14751,Setúbal,,,,125,150,130.0,,,,,,,146.0,,,,,,,,,
2017_14752,Lisboa,,,,190,195,192.0,,,,145.0,,,,,,,,,,,,
2017_14753,Lisboa,,,,65,100,15.0,,,,,,,,50.0,,,,,,,,
2017_14754,Outro,181.0,145.0,132.0,129,164,,,,,,,,,,,,,,,,,
2017_14755,Outro,175.0,151.0,145.0,190,182,,,,,,,,,,,,,,,,,
2017_14756,Outro,,,,79,100,55.0,,,,,,,75.0,,,,,,,,,
2017_14757,Braga,,,,150,162,137.0,172.0,,,,,,,,,,,,,,,
2017_14758,Outro,148.0,116.0,129.0,138,142,,,,,,,,,,,,,,,,,
2017_14759,Lisboa,,,,125,130,108.0,,,,,,,125.0,,,,,,,,,
2017_14760,Faro,,,,119,127,,,,,,143.0,88.0,,,,,,,,,,
2017_14761,Outro,,,,135,144,125.0,,,,,,,,131.0,,,,,,,,
2017_14762,Outro,,,,120,156,,,,,,167.0,128.0,,,,,,,,,,
2017_14763,Outro,,,,91,112,,,80.0,,,131.0,,,,,,,,,,,
2017_14764,Outro,,,,107,120,98.0,121.0,,,,,,,,,,,,,,,
2017_14765,Lisboa,,,,125,122,106.0,,,,,,,112.0,,,,,,,,,
2017_14766,Lisboa,,,,115,111,95.0,,,,86.0,,,,,,,,,,,,
2017_14767,Porto,136.0,126.0,132.0,130,145,137.0,,,,,,,,,,,,,,,,
2017_14768,Porto,106.0,,,106,120,,,,112.0,102.0,,,,,,,,,,,,
2017_14769,Lisboa,95.0,99.0,102.0,96,117,,,,,,,,,,,,,,,,,
2017_14770,Porto,,,,57,100,,,18.0,,,105.0,,,,,,,,,,,
2017_14771,Porto,106.0,96.0,102.0,109,119,,,,,,,,,,,,,,,,,
2017_14772,Porto,,,,105,112,99.0,,,,104.0,,,,,,,,,,,,
2017_14773,Lisboa,120.0,109.0,97.0,106,120,,,,,,,,,,,,,,,,,
2017_14774,Lisboa,,,,139,163,,,,,,179.0,132.0,,,,,,,,,,
2017_14775,Lisboa,126.0,120.0,125.0,125,132,,,,,,,,,,,,,,,,,
2017_14776,Outro,135.0,,99.0,110,138,,,149.0,,,,,,,,,,,,,,
2017_14777,Outro,117.0,100.0,106.0,100,118,,,,,,,,,,,,,,,,,
2017_14778,Braga,,,,117,136,115.0,140.0,,,,,,,,,,,,,,,
2017_14779,Porto,98.0,96.0,105.0,99,105,,,,,,,,,,,,,,,,,
2017_14780,Porto,,,,95,110,93.0,,,,,,,98.0,,,,,,,,,
2017_14781,Porto,,,,146,182,168.0,180.0,,,,,,,,,,,,,,,
2017_14782,Lisboa,176.0,156.0,167.0,158,182,,,,,,,,,,,,,,,,,
2017_14783,Porto,,,,155,190,,,198.0,,,184.0,,,,,,,,,,,
2017_14784,Outro,,,,95,107,98.0,,,,,,,,100.0,,,,,,,,
2017_14785,Lisboa,82.0,,78.0,82,100,,,91.0,,,,,,,,,,,,,,
2017_14786,Lisboa,137.0,,130.0,135,159,,,180.0,,,,,,,,,,,,,,
2017_14787,Faro,189.0,190.0,168.0,138,183,,,,,,,,,,,,,,,,,
2017_14788,Setúbal,158.0,150.0,157.0,137,159,,,,,,,,,,,,,,,,,
2017_14789,Porto,155.0,129.0,160.0,129,159,,,,,,,,,,,,,,,,,
2017_14790,Lisboa,,,,98,129,95.0,140.0,,,,,,,,,,,,146.0,,,
2017_14791,Braga,136.0,125.0,109.0,125,138,,,,,,,,,,,,,,,,,
2017_14792,Braga,165.0,,136.0,137,164,,,170.0,,,,,,,,,,,,,,
2017_14793,Outro,77.0,,,86,100,,,,95.0,61.0,109.0,,,,,,,,,,,
2017_14794,Lisboa,,,,141,179,,,200.0,,,161.0,,,,,,,,,,,
2017_14795,Lisboa,200.0,,147.0,190,197,,,200.0,,,,,,,,,,,,,,
2017_14796,Braga,153.0,155.0,150.0,155,160,,,,,,,,,,,,,,,,,
2017_14797,Lisboa,,,,139,159,115.0,161.0,,,,,,,,,,,,,,,
2017_14798,Outro,137.0,,122.0,128,161,,,167.0,,,,,,,,,,,,,,
2017_14799,Lisboa,150.0,147.0,126.0,148,160,,,,,,,,,,,,,,,,,
2017_14800,Lisboa,,,,121,120,99.0,,,,105.0,,,,,,,,,,,,
2017_14801,Porto,,,,190,184,165.0,,,,,,,169.0,,,,,,,,,
2017_14802,Porto,125.0,111.0,91.0,98,114,,,,,,,,,,,,,,,,,
2017_14803,Porto,106.0,,,109,120,,,,109.0,84.0,,,,,,,,,,,,
2017_14804,Lisboa,,,,77,100,,,65.0,,,119.0,,,,,,,,,,,
2017_14805,Outro,160.0,130.0,138.0,138,157,,,,,,,,,,,,,,,,,
2017_14806,Lisboa,,,,127,147,125.0,,,,,,,,131.0,,,,,,,,
2017_14807,Setúbal,139.0,,,137,153,,,,162.0,147.0,,,,,,,,,,,,
2017_14808,Lisboa,106.0,102.0,101.0,111,113,,,,,,,,,,,,,,,,,
2017_14809,Outro,,,,150,190,186.0,,,,192.0,,,,,,,,,,,,
2017_14810,Braga,160.0,135.0,138.0,155,162,,,,,,,,,,,,,,,,,
2017_14811,Porto,95.0,95.0,84.0,112,114,,,,,,,,,,,,,,,,,
2017_14812,Braga,150.0,,,126,164,,,,167.0,138.0,,,,,,,,,,,,
2017_14813,Setúbal,155.0,,,145,162,,,,161.0,139.0,,,,,,,,,,,,
2017_14814,Porto,95.0,105.0,98.0,110,110,,,,,,,,,,,,,,,,,
2017_14815,Lisboa,137.0,,,125,136,,,,125.0,107.0,,,,,,,,,,,,
2017_14816,Outro,58.0,,,95,100,,,,88.0,70.0,,,,,,,,,,,,
2017_14817,Coimbra,,,,137,137,123.0,,,,116.0,,,,,,,,,,,,
2017_14818,Braga,,,,125,135,,,,,,143.0,96.0,,,,,,,,,,
2017_14819,Outro,98.0,98.0,86.0,97,107,,,,,,,,,,,,,,,,,
2017_14820,Faro,,,,119,146,,,147.0,,,139.0,,,,,,118.0,,,,,
2017_14821,Setúbal,200.0,149.0,156.0,190,178,,,,,,,,,,,,,,,,,
2017_14822,Outro,,,,125,141,135.0,,,,118.0,,,,,,,,,,,139.0,
2017_14823,Outro,138.0,115.0,125.0,119,138,,,,,,,,,,,,,,,,,
2017_14824,Braga,168.0,146.0,161.0,181,173,,,,,,,,,,,,,,,,,
2017_14825,Lisboa,,,,130,166,,,165.0,,,158.0,,,,,,,,,,,
2017_14826,Lisboa,200.0,190.0,142.0,166,187,,,,,,,,,,,,,,,,,
2017_14827,Porto,136.0,136.0,110.0,123,142,,,,,,,,,,,,,,,,,
2017_14828,Faro,135.0,120.0,118.0,127,144,,,,,,,,,,,,,,,,,
2017_14829,Lisboa,,,,138,161,150.0,153.0,,,,,,,,,,,,,,,
2017_14830,Lisboa,133.0,,,138,148,,,,155.0,,,,,131.0,,,,,,,,
2017_14831,Lisboa,120.0,,116.0,120,137,,,145.0,,,,,,,,,,,,,,
2017_14832,Lisboa,165.0,139.0,155.0,145,167,,,,,,,,,,,,,,,,,
2017_14833,Outro,105.0,106.0,77.0,107,121,,,,,,,,,,,,,,,,,
2017_14834,Lisboa,,,,125,133,118.0,,,,,,,109.0,,,,,,,,,
2017_14835,Leiria,,,,138,151,161.0,,,,,,,131.0,,,,,,,,,
2017_14836,Porto,,,,115,124,110.0,,,,,,,108.0,,,,,,,,,
2017_14837,Porto,,,,90,100,81.0,,,,82.0,,,,,,,,,,,,
2017_14838,Outro,175.0,159.0,149.0,161,172,,,,,,,,,,,,,,,,,
2017_14839,Outro,,,,139,159,137.0,,,,,,,145.0,,,,,,,,,
2017_14840,Lisboa,,,,90,108,82.0,97.0,,,,,,,,,,,,90.0,,,
2017_14841,Coimbra,167.0,,,146,166,,,,146.0,,,,,150.0,,,,,,,,
2017_14842,Setúbal,188.0,190.0,163.0,159,187,,,,,,,,,,,,,,,,,
2017_14843,Outro,115.0,,106.0,108,125,,,135.0,,,,,,,,,,,,,,
2017_14844,Porto,103.0,,,106,116,,,,106.0,103.0,,,,,,,,,,,,
2017_14845,Lisboa,123.0,,85.0,106,128,,,135.0,,,,,,,,,,,,,,
2017_14846,Lisboa,,,,61,100,,,,,,114.0,45.0,,,,,,,,,,
2017_14847,Setúbal,,,,110,145,,,137.0,,,140.0,,,,,,,,,,,
2017_14848,Porto,,,,168,190,192.0,179.0,,,,,,,,,,,,,,,
2017_14849,Lisboa,127.0,115.0,115.0,127,131,,,,,,,,,,,,,,,,,
2017_14850,Lisboa,177.0,190.0,166.0,190,189,,,,,,,,,,,,,,,,,
2017_14851,Porto,192.0,150.0,187.0,190,192,,,,,,,,,,,,,,,,,
2017_14852,Porto,,,,109,126,96.0,132.0,,,,,,,,,,,,,,,
2017_14853,Lisboa,171.0,137.0,175.0,149,172,,,,,,,,,,,,,,,,,
2017_14854,Setúbal,,,,130,143,123.0,,,,125.0,,,,,,,,,,,,
2017_14855,Porto,,,,106,114,97.0,,,,95.0,,,,,,,,,,,,
2017_14856,Setúbal,,,,91,100,77.0,,,,,,,,95.0,,,,,,,,
2017_14857,Lisboa,,,,149,159,147.0,,,,,172.0,116.0,,,,,,,,,,
2017_14858,Outro,135.0,,,127,141,,,,130.0,117.0,,,,,,,,,,,,
2017_14859,Lisboa,179.0,159.0,195.0,179,183,,,,,,,,,,,,,,,,,
2017_14860,Lisboa,37.0,,,82,100,,,,62.0,,,,,88.0,,,,,,,,
2017_14861,Lisboa,131.0,127.0,116.0,122,139,,,,,,,,,,,,,,,,,121.0
2017_14862,Outro,131.0,116.0,116.0,127,134,,,,,,,,,,,,,,,,,
2017_14863,Outro,125.0,,,119,132,,,,131.0,103.0,,,,,,,,125.0,,,,
2017_14864,Outro,,,,141,182,,,191.0,,,168.0,,,,,,,,,,,
2017_14865,Lisboa,,,,136,142,,,,,,151.0,101.0,,,,,,,,,,
2017_14866,Outro,,,,99,113,86.0,,,,,,,,109.0,,,,,,,,
2017_14867,Outro,,,,86,106,,,,,,129.0,78.0,,,,,,,,,,
2017_14868,Lisboa,122.0,,,112,125,,,,128.0,101.0,,,,,,,,,,,,
2017_14869,Coimbra,,,,141,159,138.0,,,,,,,151.0,,,,,,,,,
2017_14870,Lisboa,165.0,145.0,179.0,175,179,,,,,,,,,,,,,,,,,
2017_14871,Setúbal,171.0,,,147,161,,,,144.0,119.0,,,,,,,,,,,,
2017_14872,Lisboa,187.0,,175.0,149,178,,,200.0,,,,146.0,,,,,,,,,,
2017_14873,Setúbal,186.0,,195.0,190,200,,,200.0,,,,,,,,,,,,,,
2017_14874,Leiria,105.0,,,100,119,,,,112.0,97.0,,,,,,,,,,,,
2017_14875,Porto,151.0,,116.0,120,151,,,150.0,,,,,,,,,,,,,,
2017_14876,Lisboa,75.0,80.0,77.0,88,100,,,,,,,,,,,,,,,,,
2017_14877,Porto,,,,126,140,110.0,137.0,,,,,,,,,,,,,,,
2017_14878,Porto,,,,112,133,120.0,,,,,,,,116.0,,,,,,,,
2017_14879,Porto,150.0,,,117,143,,,,148.0,,,,,121.0,,,,,,,,
2017_14880,Porto,139.0,127.0,130.0,135,151,,,,,,,,,,,,,,,,,
2017_14881,Coimbra,,,,125,135,122.0,,,,,,,,111.0,,,,,,,,
2017_14882,Outro,186.0,152.0,145.0,157,165,,,,,,,,,,,,,,,,,
2017_14883,Setúbal,,,,141,155,145.0,152.0,,,,,,,,,,,,,,,
2017_14884,Lisboa,,,,107,153,,,155.0,,,139.0,,,,,,,,,,,
2017_14885,Lisboa,159.0,136.0,162.0,135,160,,,,,,,,,,,,,,,,,
2017_14886,Coimbra,160.0,140.0,165.0,145,166,,,,,,,,,,,,,,,,,
2017_14887,Lisboa,,,,110,132,,,,,,138.0,86.0,,,,,,,,,,
2017_14888,Lisboa,,,,98,114,,,,,,126.0,87.0,,,,,,,,,,
2017_14889,Outro,,,,99,108,86.0,,,,,,,100.0,,,,,,,,,
2017_14890,Lisboa,115.0,109.0,111.0,111,124,,,,,,,,,,,,,,,,,
2017_14891,Outro,,,,159,185,146.0,195.0,,,,,,,,,,,,,,,
2017_14892,Lisboa,,,,116,135,,,,,,138.0,102.0,,,,,,,,,,
2017_14893,Outro,79.0,78.0,77.0,101,100,,,,,,,,,,,,,,,,,
2017_14894,Leiria,147.0,,,139,149,,,,130.0,125.0,,,,,,,,,,,,
2017_14895,Lisboa,105.0,,,95,111,,,,109.0,90.0,,,,,,,,,,,,
2017_14896,Porto,115.0,105.0,102.0,123,130,,,,,,,,,,,,,,,,,
2017_14897,Lisboa,161.0,,,141,162,,,,160.0,137.0,,,,,,,,,,,,
2017_14898,Setúbal,,,,85,102,,,,,,122.0,64.0,,,,,,,,,,
2017_14899,Coimbra,175.0,,,156,199,,,,191.0,,,,,187.0,,,,,,,,
2017_14900,Lisboa,185.0,,,138,171,,,,153.0,164.0,,,,,,,,,,,,
2017_14901,Setúbal,178.0,,158.0,138,180,,,199.0,,,,,,,,,,,,,,
2017_14902,Outro,,,,130,134,107.0,,,,,,,,116.0,,,,,,,,
2017_14903,Outro,,,,135,156,125.0,147.0,,,,,,,,,,,,,,,
2017_14904,Porto,,,,110,116,106.0,,,,95.0,,,,,,,,,,,,
2017_14905,Porto,101.0,96.0,97.0,102,107,,,,,,,,,,,,,,,,,
2017_14906,Porto,127.0,115.0,103.0,111,130,,,,,,,,,,,,,,,,,
2017_14907,Leiria,159.0,,,129,169,,,,158.0,,,,,151.0,,,,,,,,
2017_14908,Lisboa,,,,112,139,125.0,147.0,,,,,,,,,,,,,,,
2017_14909,Faro,46.0,,,68,100,,,,31.0,,,,,56.0,,,,,,,,
2017_14910,Porto,127.0,138.0,120.0,136,150,,,,,,,,,,,,,,,,,
2017_14911,Outro,179.0,150.0,191.0,169,180,,,,,,,,,,,,,,,,,
2017_14912,Braga,,,,150,181,167.0,175.0,,,,,,,,,,,,,,,
2017_14913,Leiria,185.0,190.0,195.0,190,200,,,,,,,,,,,,,,,,,
2017_14914,Outro,102.0,,97.0,100,119,,,110.0,,,,,,,,,,,,,,
2017_14915,Lisboa,,,,101,121,,,,,,126.0,80.0,,,,,,,,,,
2017_14916,Outro,159.0,138.0,131.0,130,151,,,,,,,,,,,,,,,,,
2017_14917,Outro,175.0,146.0,128.0,157,164,,,,,,,,,,,,,,,,,
2017_14918,Outro,56.0,,50.0,59,100,,,15.0,,,,,,,,,,,,,,
2017_14919,Braga,137.0,,120.0,117,145,,,128.0,,,,,,,,,,,,,,
2017_14920,Lisboa,,,,141,160,,,,,,159.0,138.0,,,,,,,,,,
2017_14921,Faro,88.0,105.0,83.0,106,112,,,,,,,,,,,,,,,,,
2017_14922,Lisboa,87.0,96.0,69.0,92,104,,,,,,,,,,,,,,,,,
2017_14923,Porto,,,,95,115,98.0,115.0,,,,,,,,,,,,,,,
2017_14924,Faro,,,,142,156,140.0,,,,,,,,155.0,,,,,,,,
2017_14925,Setúbal,75.0,70.0,65.0,95,100,,,,,,,,,,,,,,,,,
2017_14926,Lisboa,,,,125,171,,,180.0,,,158.0,,,,,,,,,,,
2017_14927,Lisboa,118.0,,118.0,115,135,,,141.0,,,,,,,,,,,,,,
2017_14928,Lisboa,125.0,111.0,118.0,106,137,,,,,,,,,,,,,,,,,
2017_14929,Lisboa,,,,115,145,125.0,147.0,,,,,,,,,,,,,,,
2017_14930,Porto,,,,150,186,148.0,,,,,,,177.0,,188.0,,,,,,,
2017_14931,Outro,,,,130,146,130.0,,,,,,,136.0,,,,,,,,,
2017_14932,Outro,,,,88,100,97.0,,,,85.0,,,,,,,,,,,,
2017_14933,Lisboa,,,,98,114,95.0,111.0,,,,,,,,,,,,,,,
2017_14934,Lisboa,165.0,145.0,116.0,137,154,,,,,,,,,,,,,,,,,
2017_14935,Outro,,,,126,132,118.0,,,,,,,120.0,,,,,,,,,
2017_14936,Setúbal,,,,150,190,,,189.0,,,160.0,,,,,,,167.0,,,,
2017_14937,Lisboa,95.0,,,115,129,,,,122.0,96.0,,,,,,,,,,,,
2017_14938,Faro,18.0,,,61,100,,,,67.0,,,,,63.0,,,,,,,,
2017_14939,Lisboa,160.0,135.0,158.0,136,165,,,,,,,,,,,,,,,,,
2017_14940,Braga,,,,114,129,111.0,,,,,,,,119.0,,,,,,,,
2017_14941,Porto,170.0,,146.0,190,191,,,198.0,,,,,,,,,,,,,,
2017_14942,Porto,113.0,,111.0,115,127,,,115.0,,,,,,,,,,,,,,
2017_14943,Lisboa,165.0,,151.0,156,178,,,200.0,,,,,,,,,,,,,,
2017_14944,Lisboa,165.0,,195.0,147,194,,,200.0,,,,,,,,,,,,,,
2017_14945,Braga,,,,138,160,,,,,,166.0,116.0,,,,,,,,,,
2017_14946,Porto,178.0,159.0,193.0,145,188,,,,,,,,,,,,,,,,,
2017_14947,Leiria,70.0,,,100,113,,,,103.0,,,,,97.0,,,,,,101.0,,
2017_14948,Lisboa,145.0,120.0,113.0,115,138,,,,,,,,,,,,,,,,,
2017_14949,Leiria,161.0,,,159,169,,,,174.0,,,,,151.0,,,,,,,,
2017_14950,Setúbal,,,,88,100,68.0,,,,,,,,100.0,,,,,,,,
2017_14951,Lisboa,77.0,,75.0,95,100,,,65.0,,,,,,,,,,,,,,
2017_14952,Leiria,167.0,190.0,175.0,149,180,,,,,,,,,,,,,,,,,
2017_14953,Lisboa,111.0,,93.0,110,125,,,120.0,,,,,,,,,,,,,,
2017_14954,Lisboa,,,,105,130,,,,,,148.0,101.0,,,,,,,,,,
2017_14955,Lisboa,125.0,115.0,113.0,125,140,,,,,,,,,,,,,,,,,
2017_14956,Outro,,,,135,145,125.0,,,,,,,142.0,,,,,,,,,
2017_14957,Lisboa,156.0,,,161,184,,,,175.0,167.0,,,,,,,,,,,,
2017_14958,Faro,,,,90,102,,,46.0,,,128.0,,,,,,,,,,,
2017_14959,Braga,,,,122,138,129.0,,,,105.0,,,,,,,,,,,,
2017_14960,Outro,,,,115,146,116.0,156.0,,,,,,,,,,,,,,,
2017_14961,Faro,180.0,127.0,145.0,145,169,,,,,,,,,,,,,,,,,
2017_14962,Lisboa,90.0,,86.0,106,101,,,86.0,,,,,,,,,,,,,,
2017_14963,Setúbal,,,,118,139,,,,,,150.0,112.0,,,,,,,,,,
2017_14964,Lisboa,,,,111,127,,,,,,134.0,75.0,,,,120.0,,,,,,
2017_14965,Outro,95.0,,96.0,105,114,,,105.0,,,,,,,,,,,,,,
2017_14966,Outro,159.0,168.0,165.0,140,172,,,,,,,,,,,,,,,,,
2017_14967,Outro,,,,98,105,89.0,,,,,,,98.0,,,,,,,,,
2017_14968,Outro,188.0,166.0,148.0,155,180,,,,,,,,,,,,,,,,,
2017_14969,Lisboa,,,,79,100,67.0,,,,79.0,,,,,,,,,,,,
2017_14970,Setúbal,116.0,,,100,126,,,,115.0,101.0,,,,,,,,,,,,
2017_14971,Braga,101.0,,91.0,101,121,,,125.0,,,,,,,,,,,,,,
2017_14972,Setúbal,77.0,61.0,57.0,77,100,,,,,,,,,,,,,,,,,
2017_14973,Outro,,,,107,115,90.0,,,,,,,,105.0,,,,,,,,
2017_14974,Leiria,62.0,71.0,66.0,79,100,,,,,,,,,,,,,,,,,
2017_14975,Leiria,115.0,,,121,133,,,,130.0,107.0,,,,,,,,,,,,
2017_14976,Braga,,,,110,127,97.0,125.0,,,,,,,,,,,,,,,
2017_14977,Faro,146.0,,154.0,128,154,,,157.0,,,,,,,,,,,,,,
2017_14978,Lisboa,77.0,,,84,102,,,,96.0,,,,,85.0,,,,,,,,
2017_14979,Lisboa,110.0,97.0,82.0,101,110,,,,,,,,,,,,,,,,,
2017_14980,Lisboa,57.0,63.0,50.0,78,100,,,,,,,,,,,,,,,,,
2017_14981,Lisboa,,,,190,172,140.0,,,,,,,165.0,,,,,,,,,
2017_14982,Faro,,,,117,136,100.0,146.0,,,,,,,,,,,,,,,
2017_14983,Outro,115.0,113.0,95.0,116,127,,,,,,,,,,,,,,,,,
2017_14984,Coimbra,,,,150,190,192.0,,,,192.0,,,,,,,,,,,,
2017_14985,Porto,99.0,97.0,85.0,99,108,,,,,,,,,,,,,,,,,
2017_14986,Setúbal,89.0,,,110,116,,,,117.0,,,,,100.0,,,,,,,,
2017_14987,Lisboa,65.0,,,79,100,,,,80.0,79.0,,,,,,,,,,,,
2017_14988,Lisboa,167.0,,161.0,142,175,,,188.0,,,,,,,,,,,,,,
2017_14989,Porto,,,,135,154,146.0,,,,,,,148.0,,,,,,,,,
2017_14990,Braga,,,,130,138,118.0,,,,,,,118.0,,,,,,,,,
2017_14991,Coimbra,,,,127,147,116.0,150.0,,,,,,,,,,,,,,,
2017_14992,Outro,196.0,160.0,146.0,145,175,,,,,,,,,,,,,,,,,
2017_14993,Faro,127.0,,95.0,109,135,,,116.0,,,,,,,,,,,,,,
2017_14994,Lisboa,,,,86,111,87.0,120.0,,,,,,,,,,,,,,,
2017_14995,Coimbra,,,,121,134,107.0,146.0,,,,,,,,,,,,,,,
2017_14996,Coimbra,,,,98,108,95.0,,,,,,,97.0,,,,,,,,,
2017_14997,Outro,,,,190,172,147.0,,,,,,,,138.0,,,,,,,,
2017_14998,Braga,146.0,157.0,170.0,135,168,,,,,,,,,,,,,,,,,
2017_14999,Porto,,,,122,145,,,,,,158.0,116.0,,,,,,,,,,
2017_15000,Coimbra,,,,136,183,,,190.0,,,178.0,,,,,,,,,,,
2017_15001,Outro,,,,106,127,,,,,,139.0,91.0,,,,,,,,,,
2017_15002,Porto,,,,148,164,150.0,,,,,,,,144.0,,,,,,,,
2017_15003,Outro,170.0,,195.0,190,200,,,198.0,,,,,,,,,,,,,,
2017_15004,Lisboa,,,,137,178,,,193.0,,,167.0,,,,,,,,,,,
2017_15005,Outro,79.0,,,95,109,,,,96.0,,,,90.0,92.0,,,,,,,,
2017_15006,Faro,,,,139,168,130.0,,,,,,,,160.0,,,,,,,,
2017_15007,Outro,,,,125,143,112.0,140.0,,,,,,,,,,,,,,,
2017_15008,Lisboa,160.0,,,146,162,,,,168.0,,,,,131.0,,,,,,,,
2017_15009,Leiria,53.0,76.0,59.0,91,100,,,,,,,,,,,,,,,,,
2017_15010,Braga,160.0,,150.0,135,171,,,196.0,,,,,,,,,,,,,,
2017_15011,Outro,140.0,105.0,115.0,121,133,,,,,,,,,,,,,,,,,
2017_15012,Lisboa,170.0,,143.0,130,168,,,166.0,,,,,,,,,,,,,,
2017_15013,Outro,,,,125,136,122.0,,,,,,,135.0,,,,,,,,,
2017_15014,Outro,,,,135,140,109.0,,,,,,,,120.0,,,,,,,,
2017_15015,Outro,,,,139,155,143.0,157.0,,,,,,,,,,,,,,,
2017_15016,Lisboa,,,,131,148,,,,,,150.0,117.0,,,,,,,,,,
2017_15017,Outro,142.0,,,135,149,,,,132.0,128.0,,,,,,,,,,,,
2017_15018,Lisboa,135.0,117.0,131.0,121,136,,,,,,,,,,,,,,,,,
2017_15019,Lisboa,140.0,,122.0,127,157,,,168.0,,,,,,,,,,,,,,
2017_15020,Outro,,,,100,122,,,,,,139.0,86.0,,,,,,,,,,
2017_15021,Outro,,,,127,165,,,158.0,,,170.0,,,,,,,,,,,
2017_15022,Outro,179.0,155.0,178.0,159,180,,,,,,,,,,,,,,,,,
2017_15023,Porto,85.0,83.0,76.0,95,100,,,,,,,,,,,,,,,,,
2017_15024,Porto,,,,125,160,140.0,169.0,,,,,,,,,,,,,,,
2017_15025,Outro,56.0,59.0,51.0,60,100,,,,,,,,,,,,,,,,,
2017_15026,Porto,161.0,,116.0,125,171,,,188.0,,,,,,,,,,,,,,
2017_15027,Outro,,,,75,100,67.0,,,,68.0,,,,,,,,,,,,
2017_15028,Braga,,,,121,142,118.0,161.0,,,,,,,,,,,,,,,
2017_15029,Setúbal,120.0,,,116,130,,,,130.0,105.0,,,,,,,,,,,,
2017_15030,Lisboa,,,,97,116,95.0,108.0,,,,,,,,,,,,,,,
2017_15031,Leiria,125.0,,,129,137,,,,125.0,111.0,,,,,,,,,,,,
2017_15032,Faro,,,,190,186,150.0,,,,,,,145.0,,,,,,,,182.0,
2017_15033,Lisboa,111.0,89.0,101.0,98,110,,,,,,,,,,,,,,,,,
2017_15034,Outro,147.0,125.0,124.0,118,141,,,,,,,,,,,,,,,,,
2017_15035,Porto,,,,131,153,134.0,,,,,,,146.0,,,,,,,,,
2017_15036,Outro,,,,150,157,146.0,,,,,,,151.0,,,,,,,,,
2017_15037,Lisboa,151.0,109.0,123.0,120,138,,,,,,,,,,,,,,,,,
2017_15038,Outro,,,,149,196,186.0,,,,,,,195.0,,,,,,,,,
2017_15039,Lisboa,,,,76,100,78.0,,,,,,,88.0,,,,,,,,,
2017_15040,Outro,,,,105,119,112.0,,,,100.0,,,,,,,,,,,,
2017_15041,Lisboa,180.0,,,150,174,,,,151.0,168.0,,,,,,,,,,,,
2017_15042,Leiria,,,,190,196,171.0,,,,,,,195.0,,,,,,,,,
2017_15043,Braga,96.0,,86.0,117,120,,,132.0,,,,,,,,,,,,,,
2017_15044,Porto,105.0,,87.0,95,111,,,90.0,,,,,,,,,,,,,,
2017_15045,Porto,178.0,,,150,173,,,,165.0,136.0,,,,,,,,,,,,
2017_15046,Lisboa,152.0,,122.0,127,156,,,170.0,,,,,,,,,,,,,,
